SA4_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,4,0,0,0,0,0,0,4,0,6,5,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0
501,0,0,0,0,0,8,34,51,0,4,5,11,0,3,4,124,0,0,0,0,0,0,9,21,0,6,9,0,0,0,0,47,0,0,25,63,35,68,100,55,13,7,16,15,3,3,16,412,3,0,0,0,6,14,93,87,14,23,32,71,5,0,18,368,0,9,24,3,0,5,0,0,0,0,0,0,0,0,5,50,0,5,0,0,6,0,9,6,0,0,6,9,0,0,0,48,0,6,0,13,8,7,7,5,0,0,3,9,7,6,0,72,144,91,74,67,131,63,159,71,14,9,16,18,7,0,28,886,3,20,9,7,0,0,0,8,0,5,5,0,0,0,5,54,0,0,12,6,12,8,12,26,4,3,3,3,10,0,3,106,30,10,68,35,21,24,230,248,42,35,58,51,13,3,23,892,3,8,0,3,12,28,77,73,21,13,20,6,15,0,14,300,0,0,0,3,3,0,4,31
502,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,19,0,0,3,0,0,0,8,13,0,0,0,0,0,0,0,23,0,3,22,27,25,17,59,30,6,4,0,11,3,3,0,216,0,3,0,0,17,17,69,49,10,9,6,16,3,0,0,212,8,6,21,8,0,3,4,0,0,0,0,0,0,0,3,55,5,6,4,4,6,0,5,3,0,0,0,3,0,0,0,32,4,0,0,0,7,8,5,14,0,0,4,0,0,0,0,48,63,75,63,43,49,22,43,27,4,0,6,4,7,0,13,427,0,6,14,6,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,5,10,5,9,8,3,0,0,0,0,0,5,57,19,11,63,32,16,16,169,179,39,28,33,47,14,11,19,689,3,8,3,0,20,37,81,41,25,23,8,19,10,12,4,298,0,0,0,0,6,0,12,42
503,0,0,0,0,6,8,15,6,7,0,0,4,4,0,0,51,0,0,0,3,5,10,52,26,7,8,11,13,15,5,0,162,0,3,47,95,107,156,207,148,25,28,43,44,28,9,14,958,8,8,14,40,175,317,874,854,262,333,356,523,221,14,83,4079,3,37,42,29,22,52,19,17,0,3,4,3,0,0,7,252,12,18,22,8,14,12,26,30,3,9,5,3,8,0,11,182,0,3,3,10,15,11,5,10,0,0,3,6,0,4,0,76,88,66,43,48,131,104,182,98,21,24,39,41,24,5,16,956,30,101,95,40,3,10,12,21,0,6,0,0,0,0,6,333,4,6,23,81,157,128,180,152,41,37,47,80,51,13,17,1025,31,26,179,113,145,194,689,613,175,247,317,429,206,63,55,3474,5,18,19,23,76,216,254,125,49,51,97,114,109,3,18,1176,0,0,0,8,126,51,151,220
504,0,0,0,4,11,100,321,239,32,33,20,30,23,9,27,843,0,0,4,35,14,16,69,59,6,7,3,13,0,0,4,230,3,0,54,72,54,80,111,70,12,13,5,14,6,3,4,501,3,0,10,32,169,198,906,496,97,80,66,105,40,9,64,2271,10,67,215,79,45,142,64,8,0,0,0,0,0,0,16,643,9,17,23,7,14,13,73,31,0,0,6,4,0,0,8,216,0,6,3,7,41,14,24,21,0,5,3,4,0,5,3,138,187,153,90,99,202,120,203,81,14,6,9,13,7,0,20,1197,9,58,109,35,12,6,11,26,0,0,0,6,0,0,3,296,0,3,12,46,94,137,149,97,18,12,13,14,13,0,21,623,55,29,447,439,373,415,3180,2090,430,295,375,439,162,30,140,8893,3,18,4,17,75,172,251,175,29,26,25,33,30,5,27,897,0,0,0,0,56,86,167,225
505,0,0,0,4,70,209,412,325,16,39,53,53,28,22,27,1250,0,0,4,34,19,22,94,59,13,5,7,15,21,0,3,290,5,9,70,157,191,175,413,261,44,30,34,41,17,6,20,1475,4,13,17,59,332,529,1868,1072,171,175,157,295,90,16,76,4881,25,154,331,120,75,274,153,44,7,4,0,4,3,0,25,1218,18,38,108,57,92,134,210,208,23,13,17,17,7,4,21,976,3,3,9,21,49,37,38,35,7,0,4,9,0,0,4,218,257,236,188,220,428,229,589,276,24,31,39,52,21,6,42,2643,60,294,351,110,52,21,34,48,3,4,0,8,0,0,24,1013,0,10,35,99,251,262,280,163,44,34,41,52,28,10,33,1328,91,66,613,468,456,630,3653,2679,579,440,663,849,294,37,203,11706,10,42,19,49,141,364,482,270,73,73,63,64,80,7,32,1773,5,0,3,21,211,297,506,679
506,0,0,0,4,55,298,1079,944,133,127,93,204,82,63,54,3133,0,0,0,11,27,79,676,505,57,66,67,69,35,4,18,1613,0,3,59,105,115,149,242,127,19,16,36,36,15,5,14,933,9,13,19,56,415,748,4724,2772,578,544,455,637,196,25,226,11409,16,52,132,41,19,104,38,16,0,0,0,0,0,0,31,434,14,25,41,32,31,46,149,164,42,44,19,15,11,8,19,649,0,6,17,29,64,30,83,51,8,7,6,9,0,6,9,329,240,228,202,156,288,153,258,120,19,20,20,25,15,4,39,1788,0,39,50,28,20,3,12,22,0,0,0,0,0,0,6,189,3,11,40,109,283,275,476,386,73,75,93,74,76,17,47,2047,97,76,642,670,614,937,8793,6857,1444,1113,1774,2099,633,112,396,26269,14,31,22,125,365,1214,2005,903,152,187,181,233,201,25,106,5782,0,0,6,11,128,138,389,566
507,0,0,0,0,8,29,31,12,5,7,0,0,0,0,5,91,0,0,3,10,13,24,130,73,11,23,31,26,14,0,4,356,0,14,69,121,139,164,294,168,37,46,35,47,40,9,15,1201,4,7,15,42,278,404,1772,1045,184,157,110,220,81,8,57,4376,26,209,569,173,130,313,159,29,4,5,0,5,4,0,69,1696,24,43,54,25,20,15,32,66,10,9,15,3,5,0,11,332,3,3,15,25,37,34,57,56,5,0,14,11,0,0,6,264,144,204,184,145,296,185,451,251,15,32,37,47,14,10,38,2047,7,25,47,23,7,7,13,18,4,0,0,0,0,0,10,156,5,4,33,129,238,209,214,145,42,34,42,37,27,17,13,1186,75,55,324,267,307,508,2462,1642,278,272,347,351,142,41,121,7200,10,16,27,62,451,848,786,358,88,66,84,99,132,13,74,3112,4,0,0,11,156,114,276,395
509,0,0,0,0,0,0,27,42,9,9,3,19,4,5,22,140,0,0,0,0,0,3,6,9,0,0,0,0,0,0,11,24,0,0,25,34,33,28,44,28,15,3,6,15,7,0,8,249,0,3,0,0,6,6,61,42,4,3,10,21,3,0,14,180,0,10,10,3,0,4,0,0,0,0,0,0,0,0,3,39,5,5,7,5,0,0,0,9,0,0,3,0,0,0,3,32,0,0,5,4,0,3,0,0,0,0,0,0,15,28,16,73,134,113,66,46,86,34,92,37,16,4,19,18,7,0,31,696,0,6,13,0,3,0,0,0,4,0,0,0,0,0,0,23,0,0,4,0,0,5,0,8,0,5,3,6,5,0,10,51,15,10,51,31,17,19,96,117,18,15,20,24,15,0,30,471,4,7,4,0,19,18,37,31,10,10,15,10,15,0,7,189,0,0,0,0,9,0,0,10
510,0,0,0,0,0,3,5,6,0,0,3,0,0,0,0,19,0,0,0,0,0,0,11,12,5,0,0,0,5,0,0,34,0,0,0,8,13,9,36,24,4,4,3,11,4,0,0,130,0,0,0,3,8,3,66,56,15,21,26,105,18,3,14,338,0,3,6,3,0,8,10,3,0,0,0,0,0,0,0,44,0,0,0,0,0,0,3,0,6,0,0,6,3,0,0,22,0,0,0,3,13,11,30,23,0,12,4,3,0,7,4,109,6,18,10,13,26,36,52,38,0,5,11,24,3,0,3,244,0,0,3,4,0,0,4,9,0,0,0,0,0,0,0,19,0,0,4,6,8,3,16,7,4,0,0,3,0,0,0,51,0,3,9,8,12,22,259,162,48,52,40,59,28,6,13,726,0,0,0,0,15,28,67,65,15,24,10,31,14,8,3,287,0,0,0,0,0,0,12,12
511,0,0,0,0,0,0,4,19,4,0,0,6,0,0,0,33,0,0,0,0,0,3,10,6,0,4,0,4,0,0,0,29,0,0,7,16,21,21,48,18,9,10,5,16,0,0,4,177,0,0,0,0,10,11,78,63,11,17,9,34,16,8,11,272,4,8,31,5,9,7,0,0,0,0,0,0,0,0,6,80,3,3,3,0,0,6,0,4,0,0,0,0,0,9,0,35,0,0,0,6,21,15,45,35,0,7,12,7,0,0,3,149,45,63,40,22,52,32,78,47,12,4,5,17,7,0,9,436,0,6,3,5,3,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6,0,4,12,16,0,0,0,0,0,0,3,46,4,3,15,19,12,17,228,210,26,33,48,49,35,7,17,728,3,8,4,3,10,16,59,44,19,15,19,15,15,7,4,236,0,0,0,0,3,0,4,31
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,3,0,0,0,0,0,8,9,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,0,4,4,0,0,3,30,0,0,0,0,0,3,3,0,0,5,0,4,0,0,5,15,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,8,55,26,6,7,4,3,0,0,113,0,0,0,3,0,0,83,170,29,54,57,51,13,0,13,473,4,3,37,81,68,79,113,54,11,21,17,25,0,0,3,527,10,16,17,13,48,90,851,1748,758,679,608,481,118,13,104,5541,6,34,66,23,6,13,4,6,0,0,0,0,0,0,3,166,3,12,6,0,9,3,17,8,5,8,12,15,6,0,0,104,0,7,21,20,35,28,14,10,5,4,7,8,0,0,4,149,128,227,138,72,130,75,124,55,11,5,10,23,5,3,26,1037,5,76,173,40,23,9,5,18,0,0,5,3,0,0,10,377,0,3,17,28,44,30,95,136,39,49,37,75,46,8,0,617,19,8,45,29,26,69,528,1292,429,450,457,458,140,36,72,4074,3,18,3,7,13,31,83,89,24,29,16,19,10,0,7,363,0,0,0,0,20,19,24,72
602,0,0,0,0,0,4,6,74,35,20,3,25,0,3,0,175,0,0,0,0,0,0,18,28,9,11,11,12,5,0,0,94,0,0,26,41,37,27,59,41,6,7,9,8,3,0,0,269,6,6,8,4,18,28,131,232,94,102,109,97,21,0,20,869,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,6,3,3,5,3,10,5,0,0,5,0,0,0,47,0,0,4,7,10,7,5,0,0,0,0,0,0,0,0,46,42,140,76,51,80,18,42,26,0,0,0,3,0,0,17,499,0,9,19,3,6,0,5,0,0,0,0,0,0,0,0,52,0,0,4,13,21,13,21,37,8,5,6,8,11,0,0,148,0,3,24,11,20,35,208,348,137,144,173,177,77,17,24,1412,0,15,6,4,8,6,19,18,10,0,0,18,3,0,0,111,0,0,0,4,7,3,21,109
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,24,23,10,14,9,0,0,0,3,0,0,0,105,0,0,0,0,4,3,18,18,14,16,13,3,5,0,0,104,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,15,25,24,13,33,20,33,12,4,0,0,5,0,0,11,201,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,3,0,0,8,0,0,3,3,0,0,0,25,0,4,5,8,5,0,10,23,3,7,8,4,4,0,0,93,0,3,3,3,5,4,11,8,4,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,8,6,0,0,0,28,0,0,17,17,11,15,36,11,3,4,5,7,0,0,0,123,0,6,0,3,13,14,58,79,49,32,19,34,5,0,4,316,0,9,9,0,0,0,3,0,0,0,0,0,0,0,3,25,0,0,6,3,0,3,0,4,0,8,9,11,0,0,0,43,0,0,3,6,14,21,8,11,0,0,0,0,0,0,4,69,27,85,53,30,43,21,47,13,0,3,0,3,0,0,10,344,0,5,6,3,6,0,0,0,0,3,0,0,0,0,0,16,0,0,9,0,6,4,13,17,0,0,4,10,3,4,0,67,4,3,13,13,16,17,82,119,54,65,81,37,27,10,27,561,6,7,0,0,8,8,27,11,3,0,4,11,3,0,0,79,0,0,0,0,3,0,3,4
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,18,8,0,0,0,0,3,0,5,27,0,0,0,5,12,15,116,192,43,88,72,59,23,3,3,638,0,3,13,36,25,29,52,54,9,9,4,7,4,0,7,256,0,13,13,7,48,53,373,355,115,125,110,101,37,0,44,1407,0,3,11,0,5,3,0,0,0,0,0,0,0,0,3,29,0,0,3,5,0,3,15,5,5,0,4,0,7,0,0,56,0,5,3,13,48,36,60,55,9,9,19,16,11,0,8,292,24,72,79,40,60,52,123,73,8,8,11,14,3,3,26,590,0,81,271,185,95,99,119,199,21,11,0,5,4,0,53,1146,0,7,9,29,47,39,34,51,15,3,7,20,8,0,8,273,9,13,35,36,71,86,899,1107,299,329,341,368,133,24,69,3820,8,9,6,83,102,207,277,218,68,77,88,78,43,7,33,1292,4,0,0,0,3,5,19,34
702,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,21,12,5,5,3,3,0,0,61,0,0,12,11,13,9,19,16,6,0,3,4,0,4,0,93,0,0,0,0,3,3,48,29,16,24,57,90,11,0,6,288,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,0,0,4,8,32,19,47,46,6,17,18,17,6,0,10,225,8,29,21,9,12,22,36,44,4,3,5,4,9,3,5,215,0,4,7,3,5,12,5,0,0,0,0,0,0,0,3,30,0,0,0,6,8,11,6,12,4,8,8,0,0,0,0,52,0,0,5,5,8,24,354,292,120,103,108,112,44,19,16,1216,0,3,0,0,0,11,23,33,14,6,11,28,11,0,4,138,0,0,0,0,4,0,6,5
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,6,0,0,0,0,0,8,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
801,0,0,0,6,35,107,196,260,23,29,32,18,8,11,4,745,0,0,6,16,65,284,766,387,86,104,79,56,61,11,25,1942,0,20,84,195,164,214,281,188,23,48,43,52,46,12,16,1383,17,40,47,99,585,1124,3297,2791,901,1011,875,811,274,33,232,12141,7,137,623,235,113,127,38,33,4,0,6,0,0,0,27,1347,17,13,47,32,37,40,120,112,22,31,33,23,7,5,9,541,4,10,21,56,226,213,289,110,17,21,17,17,19,13,30,1059,378,470,242,154,189,197,280,123,32,28,23,38,10,3,45,2212,27,216,399,156,37,21,23,50,3,5,7,4,5,0,41,1000,10,22,70,181,387,348,335,243,49,51,39,48,50,16,38,1897,28,27,130,218,439,1110,5557,4227,999,1164,1283,1183,462,97,270,17188,9,31,35,69,121,159,299,203,45,75,85,90,68,15,13,1325,0,0,6,22,123,126,219,332
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,0,0,3,0,0,8,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,0,0,0,0,0,0,0,9,26,0,0,0,0,0,6,6,4,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
