SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
404,15984,11398,14961,11874,10122,8216,4429,1867,597,79443,1599,1919,2628,2680,3091,3907,3621,1983,845,22269,85,206,361,469,753,1329,1634,1159,629,6626,0,17,42,85,277,686,996,936,604,3647,1685,2142,3029,3235,4112,5914,6249,4086,2080,32539,1163,1005,1182,1053,1111,1047,563,335,158,7611,18834,14537,19172,16161,15350,15181,11238,6287,2831,119593,15720,10305,13897,11596,10194,8478,5176,2208,806,78366,1060,2438,3361,2992,3234,4109,3947,2710,1421,25270,68,392,693,702,1008,1479,1864,1591,1107,8894,8,27,97,163,430,848,1148,1171,1125,5011,1134,2860,4154,3858,4670,6437,6950,5466,3651,39176,1143,869,988,975,951,887,681,481,233,7212,17998,14032,19037,16428,15807,15794,12810,8146,4690,124756,31698,21698,28857,23474,20312,16688,9601,4075,1403,157810,2660,4359,5984,5669,6328,8017,7563,4696,2266,47537,154,600,1057,1169,1756,2806,3500,2749,1734,15523,5,43,139,254,707,1531,2137,2107,1726,8655,2815,5003,7179,7096,8789,12348,13206,9547,5728,71710,2309,1868,2175,2029,2062,1935,1245,813,387,14820
405,7808,4184,3670,3693,4137,4363,3163,1261,275,32548,1063,905,1000,1131,1568,2510,2632,1406,379,12590,68,115,171,231,446,891,1368,821,278,4391,3,8,22,66,200,564,886,759,265,2774,1129,1029,1191,1429,2214,3966,4884,2990,926,19758,868,558,477,540,635,735,620,360,128,4916,9804,5766,5336,5657,6985,9062,8663,4609,1332,57223,7534,3465,3286,3701,4115,4199,3179,1285,381,31142,775,1064,1256,1377,1648,2420,2482,1517,541,13080,62,204,341,410,653,997,1252,897,427,5247,5,23,54,127,310,704,877,684,420,3193,843,1288,1656,1913,2613,4119,4606,3096,1389,21522,822,429,410,452,580,683,597,415,213,4605,9202,5185,5351,6073,7307,8997,8383,4797,1977,57265,15342,7649,6957,7390,8250,8565,6339,2546,657,63690,1834,1970,2257,2514,3220,4926,5113,2920,921,25670,130,321,511,642,1098,1884,2622,1721,709,9642,9,28,73,189,510,1270,1764,1448,689,5971,1973,2319,2843,3341,4828,8084,9495,6085,2311,41278,1693,988,887,988,1212,1411,1213,775,342,9520
406,6222,3250,3702,3228,3266,2987,1771,689,137,25247,696,663,797,801,1018,1489,1362,702,212,7739,35,71,132,138,281,529,630,467,130,2412,4,4,26,39,116,297,432,337,153,1416,734,744,952,978,1413,2321,2420,1511,494,11566,853,605,905,764,780,685,433,251,91,5365,7808,4596,5557,4970,5458,5990,4623,2443,723,42179,6110,2766,3449,2918,3038,2631,1670,675,198,23455,586,802,1031,989,1136,1376,1251,790,329,8292,26,146,282,289,436,600,599,444,192,3008,0,14,40,78,202,407,433,404,177,1764,619,957,1357,1358,1773,2382,2288,1640,700,13059,840,429,512,446,495,492,371,240,132,3953,7559,4157,5319,4716,5303,5505,4329,2553,1032,40472,12331,6015,7155,6139,6306,5621,3443,1361,339,48702,1288,1464,1821,1790,2152,2866,2613,1488,547,16033,69,213,412,429,711,1127,1224,909,321,5421,4,22,72,122,315,705,867,739,325,3173,1350,1705,2304,2338,3182,4701,4707,3144,1192,24626,1689,1029,1417,1204,1271,1179,810,491,222,9319
407,12585,7224,6740,6481,7309,7103,5579,2246,512,55767,1666,1502,1581,1751,2405,3646,4496,2554,738,20332,93,198,254,387,687,1307,2116,1501,500,7039,8,14,47,89,301,750,1325,1148,444,4140,1763,1710,1879,2231,3393,5710,7943,5204,1685,31511,1404,1028,1212,1324,1341,1345,1151,669,235,9710,15756,9955,9832,10039,12035,14148,14666,8115,2432,96986,12426,5897,6077,6277,6894,7099,5726,2425,675,53492,1217,1853,2112,2137,2651,3772,4435,2612,1099,21880,78,378,525,634,945,1590,2101,1579,728,8555,4,27,92,214,499,962,1228,1189,656,4881,1301,2264,2722,2974,4102,6325,7766,5379,2481,35315,1338,772,742,766,1006,1093,1085,711,394,7906,15064,8928,9551,10023,11996,14523,14571,8516,3549,96720,25013,13115,12820,12756,14202,14200,11298,4672,1190,109266,2879,3353,3692,3885,5057,7422,8932,5161,1835,42215,169,571,776,1018,1630,2905,4217,3081,1228,15597,14,44,139,304,806,1709,2558,2341,1104,9020,3067,3973,4602,5206,7492,12035,15709,10583,4168,66826,2739,1798,1958,2093,2343,2439,2233,1379,629,17617
497,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
499,133,89,150,130,113,106,63,17,0,801,23,40,64,41,55,67,55,7,4,350,6,12,11,16,23,12,24,5,0,116,0,0,0,3,6,18,22,9,0,67,31,52,78,59,88,103,96,18,6,537,42,43,97,94,96,101,53,7,0,538,208,182,320,289,299,311,214,40,7,1873,127,92,137,78,67,83,45,11,5,647,26,50,62,55,40,40,31,7,0,308,4,27,24,19,14,17,24,0,0,129,0,3,9,11,11,21,17,3,0,76,27,85,99,83,60,73,70,11,3,518,42,37,73,79,46,37,22,3,0,345,197,214,305,245,178,197,141,26,10,1506,262,181,283,211,181,196,108,24,3,1444,50,87,126,96,92,107,84,11,3,664,7,38,37,36,39,29,50,6,4,248,0,7,16,12,25,42,36,10,0,143,56,136,174,140,154,177,166,31,12,1047,84,79,166,178,144,138,77,11,0,882
501,14769,7236,6772,7877,7859,6740,4715,1717,353,58042,1904,1366,1463,1864,2316,3000,3507,1752,465,17637,100,154,242,326,583,1028,1514,993,332,5276,3,15,38,79,191,491,829,709,259,2622,2008,1534,1739,2272,3092,4521,5846,3458,1054,25528,1662,992,1235,1396,1558,1245,942,480,188,9698,18437,9760,9749,11545,12512,12506,11501,5652,1602,93269,14278,6132,6674,8191,7829,6930,4653,1744,420,56852,1301,1781,2164,2485,2858,3364,3495,1954,755,20162,92,325,442,653,935,1356,1600,1049,489,6941,7,30,63,182,362,665,961,698,457,3428,1400,2146,2674,3321,4158,5380,6049,3701,1697,30528,1569,873,868,978,1044,1056,886,552,264,8101,17247,9152,10211,12489,13035,13371,11586,5999,2381,95483,29045,13366,13451,16067,15692,13674,9369,3462,772,114894,3203,3148,3620,4355,5175,6359,7005,3706,1220,37799,194,483,686,977,1522,2384,3107,2041,815,12216,7,49,98,265,552,1159,1786,1412,713,6044,3404,3683,4410,5596,7249,9903,11895,7163,2751,56056,3233,1864,2105,2372,2608,2308,1832,1029,454,17794
502,7624,4166,3576,3739,3882,3534,2635,1176,240,30569,936,794,842,943,1242,1674,2226,1386,377,10408,48,104,138,192,322,598,1086,882,266,3641,3,12,20,57,101,327,688,704,240,2155,992,907,1000,1197,1669,2596,4002,2971,881,16208,852,562,602,715,765,633,533,353,180,5205,9471,5634,5171,5653,6312,6760,7166,4504,1301,51979,7769,3833,3664,3971,4039,3803,2974,1244,281,31585,702,1058,1261,1340,1534,1919,2415,1526,522,12277,58,212,304,333,490,836,1169,889,356,4648,3,18,38,116,203,445,679,659,340,2488,760,1282,1596,1789,2225,3200,4263,3078,1218,19413,831,538,450,494,577,561,496,427,300,4664,9362,5660,5715,6255,6833,7565,7731,4746,1794,55660,15393,7999,7246,7711,7923,7338,5611,2418,522,62149,1637,1846,2098,2280,2771,3588,4644,2917,896,22687,111,318,439,527,810,1436,2254,1773,625,8290,5,33,54,172,306,773,1369,1363,571,4645,1750,2196,2593,2986,3884,5799,8263,6052,2099,35619,1684,1107,1054,1211,1343,1194,1024,779,480,9868
503,12410,8809,11611,9857,8256,6371,3830,1462,387,63003,895,1549,2117,1930,1868,2174,2350,1444,524,14854,35,136,282,300,376,571,854,699,299,3556,0,10,23,37,114,211,380,496,249,1536,936,1700,2417,2267,2363,2954,3591,2640,1075,19944,726,863,1527,1100,958,803,597,337,176,7078,14065,11370,15555,13230,11574,10124,8013,4440,1644,90025,11882,8605,11317,9811,8389,6303,4124,1720,607,62757,697,2267,2659,2010,2095,2425,2385,1654,925,17107,32,325,475,333,486,675,923,741,540,4529,4,34,43,58,94,258,381,436,417,1721,730,2624,3175,2408,2677,3359,3685,2825,1878,23361,721,844,1179,761,710,650,588,379,284,6135,13337,12070,15671,12980,11778,10317,8401,4927,2769,92241,24294,17413,22926,19672,16650,12675,7959,3182,995,125757,1598,3812,4770,3945,3964,4598,4739,3095,1447,31967,67,467,760,634,864,1248,1771,1446,835,8087,0,42,58,98,209,468,763,929,671,3250,1668,4321,5592,4677,5036,6319,7274,5467,2958,43305,1446,1712,2709,1863,1670,1454,1182,711,460,13209
504,23279,12781,14642,14277,11485,8610,4600,1728,373,91759,2323,2255,2964,3252,3400,3939,3600,1757,505,24004,142,250,377,569,815,1263,1508,1057,327,6301,4,22,47,113,260,572,879,812,335,3048,2467,2532,3397,3928,4481,5768,5985,3635,1164,33348,2046,1521,2319,2285,1961,1479,763,407,190,12984,27785,16832,20355,20498,17925,15859,11344,5771,1725,138101,22123,10931,14373,13916,11334,8640,4969,1746,506,88537,1708,2838,4023,3802,4065,4234,3736,2141,849,27387,118,525,849,956,1209,1569,1727,1211,575,8736,3,44,117,223,464,801,989,904,535,4079,1830,3411,4986,4973,5740,6606,6450,4256,1957,40208,1781,1216,1531,1355,1295,1031,754,467,300,9728,25726,15561,20893,20243,18368,16277,12181,6469,2763,138478,45398,23714,29012,28196,22814,17250,9566,3473,870,180302,4028,5089,6988,7050,7468,8176,7334,3904,1358,51396,255,781,1227,1524,2024,2830,3232,2270,896,15037,9,70,163,329,727,1370,1864,1720,868,7125,4295,5944,8380,8905,10217,12373,12437,7885,3121,73559,3826,2732,3848,3642,3260,2515,1524,878,489,22716
505,48580,27759,29267,30476,26092,18534,10452,3829,901,195893,4759,4511,5112,6157,6930,7718,7436,3997,1343,47971,245,470,694,973,1496,2233,3182,2351,820,12461,11,37,85,162,424,964,1737,1632,732,5782,5017,5017,5896,7291,8851,10911,12357,7985,2897,66214,3734,2577,3261,3325,3177,2360,1409,753,361,20965,57325,35354,38421,41088,38118,31802,24220,12573,4162,283068,47077,24396,29508,30678,25967,19174,11699,4382,1309,194186,3416,5954,7143,7667,8040,8613,8343,5148,2240,56557,199,902,1431,1686,2156,2860,3609,2693,1427,16969,11,70,175,342,739,1303,1978,1868,1237,7721,3633,6928,8746,9695,10940,12779,13936,9705,4905,81255,3520,2269,2734,2657,2484,2027,1540,1004,550,18795,54233,33586,40983,43031,39387,33981,27168,15091,6762,294235,95655,52155,58770,61152,52055,37710,22148,8218,2210,390074,8170,10470,12255,13826,14974,16329,15781,9144,3581,104525,451,1371,2117,2658,3662,5094,6790,5047,2245,29437,26,102,263,503,1158,2268,3713,3498,1971,13505,8647,11939,14641,16986,19792,23688,26289,17689,7797,147463,7256,4840,5995,5984,5660,4390,2950,1762,913,39755
506,45155,26734,30384,29778,21993,15330,8757,3142,726,181998,3943,4164,5142,5692,6116,6886,6659,3465,1012,43087,237,444,708,984,1390,2135,2890,1920,695,11404,16,27,71,190,458,938,1669,1494,630,5490,4195,4637,5920,6874,7962,9958,11223,6878,2335,59979,3703,2824,3935,3660,3119,2351,1324,771,480,22159,53049,34192,40243,40310,33073,27636,21303,10792,3540,264141,43487,23284,29243,28747,20704,15466,9740,3312,1026,174995,2874,5640,6691,6679,6783,7251,7019,4120,1678,48736,195,942,1455,1624,1982,2654,3076,2340,1108,15381,13,61,197,359,759,1412,1958,1613,1004,7379,3084,6639,8351,8654,9527,11320,12055,8073,3793,71495,3551,2333,2990,2675,2216,1855,1361,1048,804,18837,50119,32257,40585,40074,32455,28644,23153,12428,5616,265325,88639,50014,59632,58519,42695,30800,18494,6458,1751,356996,6816,9800,11836,12368,12906,14138,13684,7590,2691,91823,439,1384,2165,2605,3373,4789,5969,4258,1804,26786,26,96,271,547,1219,2349,3629,3104,1627,12869,7281,11271,14268,15527,17495,21274,23279,14953,6122,131475,7250,5161,6922,6337,5339,4202,2684,1815,1279,40993
507,37174,20542,21203,22059,19007,13933,7889,2976,757,145548,3991,3714,4417,4882,5407,6123,5699,3164,994,38394,218,374,601,789,1242,1865,2454,1786,670,10002,12,23,76,168,371,900,1354,1350,596,4847,4221,4108,5098,5836,7015,8890,9505,6307,2261,53247,3130,2383,3214,3171,2798,2032,1200,751,398,19073,44520,27038,29517,31073,28818,24857,18600,10027,3417,217864,36132,18404,20946,22502,19097,14509,8906,3260,1006,144760,2956,5112,6236,6137,6296,6624,6199,3808,1660,45028,189,804,1322,1448,1847,2440,2726,1982,1099,13858,10,74,148,353,692,1152,1576,1426,905,6333,3155,5994,7709,7934,8832,10215,10500,7216,3664,65219,2952,1996,2147,2053,1995,1638,1260,853,666,15566,42235,26398,30801,32489,29928,26356,20661,11331,5338,225539,73302,38948,42155,44556,38104,28443,16792,6237,1762,290309,6951,8830,10654,11015,11700,12749,11899,6973,2656,83421,402,1179,1925,2238,3091,4306,5180,3772,1772,23866,22,96,230,523,1061,2047,2928,2778,1504,11182,7374,10100,12803,13775,15848,19102,20006,13521,5928,118467,6085,4379,5357,5223,4795,3670,2461,1603,1062,34634
509,9603,4883,4591,4862,5438,5434,3814,1359,341,40323,1157,1018,1064,1234,1652,2565,2819,1510,452,13470,60,139,165,220,482,895,1292,846,252,4345,3,9,33,58,143,437,773,621,219,2300,1219,1161,1262,1512,2285,3893,4882,2984,920,20112,1412,922,1192,1213,1309,1374,1046,549,158,9180,12232,6965,7044,7586,9033,10696,9744,4891,1416,69616,9459,3956,4222,4799,5143,5151,3482,1354,373,37950,802,1170,1470,1544,1974,2663,2649,1542,586,14404,67,216,308,439,692,1039,1269,827,385,5240,0,17,44,105,300,621,731,576,313,2704,873,1409,1823,2092,2967,4314,4644,2940,1282,22345,1333,699,729,803,995,1050,883,538,234,7267,11668,6066,6776,7693,9105,10511,9010,4831,1888,67561,19063,8842,8812,9664,10578,10588,7297,2713,719,78272,1957,2191,2538,2776,3632,5226,5468,3052,1038,27870,132,356,475,659,1169,1933,2557,1674,635,9585,3,30,71,164,445,1057,1505,1197,526,5003,2092,2575,3085,3597,5246,8208,9525,5923,2199,42458,2747,1612,1923,2020,2305,2422,1931,1086,392,16444
510,8338,3679,5778,5598,4075,2515,798,166,30,30974,575,396,760,938,978,1050,452,124,23,5299,12,33,92,125,203,310,177,71,10,1035,0,5,7,23,54,119,116,49,12,378,596,432,858,1085,1235,1479,746,245,41,6710,1892,1143,2073,1999,1634,1200,376,97,16,10437,10826,5254,8719,8683,6944,5191,1923,508,91,48124,7996,3381,5581,4722,3034,1897,551,113,22,27294,431,512,1087,1063,1008,826,433,128,29,5529,18,73,176,228,267,306,158,66,9,1295,0,6,21,44,115,129,110,52,17,496,447,596,1286,1335,1392,1260,695,250,56,7318,1765,863,1500,1232,951,681,276,87,32,7387,10216,4840,8365,7284,5377,3837,1524,448,113,41999,16335,7060,11365,10315,7110,4415,1343,278,48,58266,1009,910,1852,1999,1989,1874,889,259,53,10832,32,107,269,351,475,613,331,130,17,2330,3,8,28,62,166,249,223,102,23,870,1047,1032,2144,2419,2621,2741,1445,490,98,14035,3659,2013,3573,3227,2584,1880,652,179,57,17824
511,9099,4801,5488,5042,4977,4205,2294,767,158,36832,979,816,947,1183,1451,1984,1662,786,217,10021,54,77,123,173,373,583,738,477,139,2748,4,6,31,38,141,348,506,371,133,1581,1036,898,1096,1396,1965,2916,2906,1640,481,14342,1750,1247,1688,1538,1562,1332,793,410,93,10408,11886,6950,8276,7976,8504,8448,5993,2813,734,61579,8860,4107,4956,4715,4398,3671,2038,747,183,33680,671,1009,1290,1343,1577,1776,1509,842,265,10299,37,169,298,336,527,649,701,446,213,3384,3,15,46,101,230,452,459,342,201,1862,713,1194,1638,1784,2333,2877,2677,1636,682,15535,1681,978,1079,1111,1029,931,658,348,152,7962,11259,6276,7681,7608,7762,7475,5369,2732,1015,57177,17969,8910,10446,9754,9372,7877,4336,1509,336,70504,1649,1823,2235,2536,3037,3760,3172,1627,482,20312,97,250,428,507,899,1231,1442,925,348,6130,8,21,78,139,368,800,971,722,339,3439,1745,2097,2739,3176,4301,5792,5582,3274,1167,29877,3424,2226,2772,2648,2585,2259,1444,757,247,18370
597,0,15,54,74,46,23,0,0,0,216,0,0,5,11,8,7,4,0,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,12,7,13,4,0,0,43,0,14,44,70,43,20,4,0,0,204,0,30,99,157,103,55,14,0,0,455,0,0,5,4,5,5,3,0,0,33,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,3,3,8,0,0,0,0,20,0,13,14,11,9,3,4,0,0,58,0,21,60,80,54,24,5,0,0,247,0,3,3,14,8,7,3,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,17,7,13,4,0,0,43,0,22,46,76,51,27,3,0,0,226
599,265,174,316,288,197,188,143,14,4,1594,28,59,92,78,84,89,86,27,0,534,0,10,17,22,23,30,39,12,4,152,0,3,0,8,15,22,26,11,0,79,27,64,105,107,126,139,148,44,4,768,101,176,396,530,514,334,158,50,10,2281,389,414,822,926,842,667,444,118,14,4639,267,153,322,211,144,182,97,11,0,1386,15,68,82,84,61,80,74,7,5,488,0,11,17,26,23,35,37,4,5,163,0,0,0,9,15,16,20,0,0,67,15,81,108,118,102,133,130,12,5,713,93,172,267,281,223,162,87,14,12,1315,380,410,692,613,468,477,316,38,16,3416,538,328,636,499,341,374,233,27,4,2976,45,125,176,162,148,166,159,30,4,1018,0,19,36,45,48,66,72,18,6,318,0,3,4,17,32,39,41,10,0,147,44,145,211,229,224,271,282,63,13,1482,190,352,661,811,748,503,245,69,15,3591
601,17400,10482,15177,10561,8700,7350,4707,1815,421,76607,2100,2308,2729,2898,3145,3897,3893,2072,655,23699,159,349,457,587,854,1317,1810,1269,446,7245,4,27,65,133,316,663,1140,950,421,3718,2263,2685,3245,3618,4313,5876,6848,4292,1523,34659,1690,1180,1499,1230,1206,1048,784,461,167,9260,21347,14350,19920,15407,14213,14272,12337,6566,2116,120521,16901,8760,13722,10216,8711,7626,5061,2046,614,73661,1620,3271,3788,3698,3856,4314,4446,2711,1122,28828,150,643,974,1010,1284,1775,2132,1526,808,10296,4,49,129,277,594,1021,1351,1177,697,5306,1776,3964,4897,4980,5732,7108,7934,5418,2626,44436,1557,1062,1220,1050,989,927,816,565,279,8468,20235,13788,19834,16250,15439,15666,13805,8028,3516,126562,34295,19243,28898,20778,17415,14974,9768,3859,1040,150268,3718,5580,6517,6594,6997,8212,8341,4788,1777,52531,309,986,1427,1597,2140,3092,3940,2793,1250,17539,15,78,193,404,908,1682,2495,2123,1121,9022,4042,6651,8140,8598,10045,12986,14781,9705,4149,79092,3238,2245,2724,2282,2191,1972,1596,1027,445,17721
602,10105,6148,7092,5524,5527,5029,3445,1322,301,44506,1551,1361,1584,1508,1983,2681,2846,1541,450,15503,135,222,288,326,566,1032,1424,968,314,5279,3,8,40,105,237,578,913,785,263,2928,1686,1597,1907,1941,2784,4290,5184,3292,1029,23709,1092,848,774,690,743,794,661,378,140,6124,12890,8592,9763,8160,9054,10113,9300,4995,1467,74337,9916,5322,6185,5283,5463,5217,3554,1419,403,42762,1136,1733,2052,2085,2406,2881,2954,1894,721,17858,83,361,571,620,892,1228,1450,1070,501,6780,0,37,90,181,470,731,1021,791,425,3758,1219,2129,2716,2881,3768,4848,5432,3758,1645,28392,1005,679,629,652,678,758,663,424,227,5706,12139,8132,9528,8816,9909,10821,9645,5601,2274,76859,20021,11467,13269,10809,10994,10247,7005,2745,704,87258,2684,3094,3637,3593,4391,5559,5795,3435,1171,33361,214,584,858,947,1456,2262,2879,2040,815,12058,3,41,131,285,701,1310,1935,1573,692,6680,2904,3723,4617,4829,6555,9131,10619,7046,2675,52103,2098,1532,1397,1336,1413,1551,1323,808,364,11835
603,2603,1509,1358,1512,1633,1787,1306,417,63,12182,338,308,333,430,597,966,997,532,86,4591,16,40,62,86,176,353,484,266,62,1553,0,6,9,20,83,188,342,212,57,908,348,355,401,536,855,1514,1822,1009,209,7043,320,213,210,223,278,326,320,132,64,2092,3273,2076,1970,2269,2766,3623,3445,1559,333,21322,2586,1123,1254,1421,1504,1655,1153,331,67,11089,265,364,450,560,657,955,904,419,120,4692,22,68,124,172,230,436,460,251,84,1849,0,10,19,32,114,239,290,168,70,945,289,436,595,775,1001,1630,1654,833,272,7487,299,178,189,194,216,328,233,136,59,1828,3162,1740,2044,2393,2721,3611,3040,1300,394,20414,5187,2624,2613,2937,3140,3438,2462,748,128,23273,600,674,785,991,1251,1930,1903,946,205,9287,35,106,187,254,413,791,943,522,144,3402,0,12,23,55,195,427,629,383,133,1846,637,793,996,1305,1861,3143,3473,1845,480,14535,617,389,405,418,493,653,550,268,125,3925
604,7725,4416,4739,3859,4178,4193,2753,1089,224,33185,1201,1050,1059,1167,1575,2106,2263,1231,330,11984,89,148,198,272,508,828,1094,793,229,4159,4,14,36,74,225,464,765,648,213,2447,1295,1214,1291,1516,2315,3395,4127,2669,775,18595,923,567,547,579,678,676,602,337,136,5034,9942,6200,6570,5954,7166,8259,7484,4095,1138,56814,7621,3865,4255,3826,4169,4082,2728,1169,357,32073,919,1326,1500,1576,1788,2397,2330,1445,549,13833,72,285,442,445,763,1077,1257,817,374,5536,6,19,80,158,392,650,885,642,311,3136,1001,1623,2027,2182,2945,4122,4471,2901,1235,22502,905,501,516,491,605,611,581,395,157,4772,9523,5991,6795,6499,7723,8823,7781,4469,1744,59349,15340,8284,8993,7685,8348,8283,5486,2259,581,65258,2121,2377,2556,2743,3367,4510,4599,2670,873,25818,160,433,637,719,1273,1898,2351,1606,608,9696,12,34,111,233,622,1108,1646,1288,524,5586,2290,2842,3310,3700,5261,7517,8596,5565,2012,41094,1833,1069,1058,1066,1283,1286,1180,739,297,9804
