SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
20202,171,226,400,2106,2548,4657,0,0,0,310,345,655,120,109,234,3917,4111,8027,49,61,110,138,128,261,26,37,61,17,14,34,64,82,144,3,4,3,54,56,113,116,128,245,378,432,812,33,35,74,15,23,39,929,1188,2118,396,488,877,20,22,39,8675,9818,18497,56,61,120,54,32,83,36,54,87,4,6,11,19,17,36,77,134,216,102,156,258,14062,13507,27569,126,100,223,50,112,160,14233,13729,27963,2842,2260,5101,26167,26336,52500
20203,40,50,92,734,818,1555,0,0,0,94,119,208,0,0,0,1000,1037,2028,23,30,48,16,18,35,0,3,3,3,4,9,18,17,37,0,0,4,3,12,15,49,55,99,142,172,314,11,15,26,8,11,15,403,437,841,103,109,209,0,3,6,2615,2854,5467,5,10,15,10,15,27,0,0,0,0,0,0,0,0,3,20,28,49,20,35,52,2705,2355,5058,6,13,15,9,13,14,2720,2378,5095,761,714,1471,6168,6053,12224
20301,37,55,94,913,1044,1962,0,0,0,161,154,312,0,0,3,2119,2198,4320,11,21,33,79,76,154,21,19,49,5,7,12,88,95,181,0,0,0,20,12,34,69,75,145,316,362,673,22,13,35,33,30,67,449,517,964,258,263,521,0,3,6,4557,4905,9462,18,17,37,27,25,48,7,0,7,0,0,0,6,3,7,30,35,58,34,39,70,5792,5235,11033,25,36,61,8,17,27,5832,5288,11112,845,802,1644,11359,11121,22483
20302,1013,1354,2361,6879,8894,15774,3,0,3,1731,2079,3812,83,86,170,22093,25599,47698,117,167,285,1699,1786,3486,256,362,619,110,122,236,588,766,1356,80,72,147,227,261,493,585,754,1342,1753,2262,4021,164,245,406,104,123,226,2988,4362,7353,2468,3000,5470,80,94,169,42042,51021,93069,2027,1358,3382,2204,1666,3872,64,64,135,5,5,17,933,794,1732,287,390,679,1227,1189,2421,46386,44771,91158,367,259,625,120,252,372,46869,45285,92154,8015,6577,14595,103468,108519,211986
20303,236,400,639,3940,4924,8873,0,0,0,639,758,1403,0,0,0,9053,10373,19424,30,43,76,448,404,854,99,123,229,21,29,48,170,243,414,4,3,5,77,98,177,180,204,380,755,856,1608,52,50,107,16,18,37,1589,2314,3905,766,962,1725,25,27,45,17875,21436,39308,171,131,305,103,105,204,47,42,91,6,0,4,92,60,155,62,108,179,159,173,337,23388,22561,45952,171,119,288,57,150,211,23612,22832,46444,3027,3055,6078,45240,48180,93417
20401,185,283,466,3198,3779,6973,0,0,3,261,279,536,0,3,5,5946,6236,12184,16,27,51,198,183,380,40,38,73,31,50,84,97,114,206,5,0,9,70,68,138,99,114,211,705,759,1462,57,65,126,62,71,130,1002,1279,2275,452,519,972,20,22,36,12264,13599,25857,92,88,186,96,98,192,13,20,35,7,3,10,60,60,116,86,121,208,153,185,340,14111,12784,26896,99,81,176,50,69,121,14260,12935,27193,2995,2740,5733,30066,29941,60002
20402,143,187,332,2676,3269,5947,0,0,0,201,223,428,54,45,94,5006,5671,10676,13,25,38,73,74,151,75,92,164,15,31,52,108,123,231,8,8,18,96,111,207,149,184,337,613,691,1304,43,80,127,34,43,77,945,1284,2228,427,515,946,9,11,22,10553,12494,23046,158,123,282,70,63,129,12,7,23,0,0,4,40,48,90,40,78,120,83,129,212,10383,9915,20295,56,57,111,26,41,67,10463,10011,20472,2000,1954,3954,23482,24972,48454
20403,224,282,502,4124,4966,9093,0,0,0,475,565,1041,8,4,12,6908,7860,14770,45,44,87,129,130,258,199,252,452,38,38,70,340,409,748,9,4,12,110,133,243,280,336,615,659,733,1388,48,69,120,70,94,165,1216,1667,2881,859,965,1825,19,21,39,15529,18290,33814,295,284,582,126,89,216,20,21,45,4,4,13,107,95,205,93,127,217,204,230,433,17885,16674,34558,112,84,200,58,87,143,18058,16850,34905,3167,2809,5969,37620,38853,76475
20501,186,281,466,2731,3411,6141,0,0,0,360,393,750,64,71,136,4538,5074,9611,45,72,118,123,125,251,119,142,262,59,53,114,55,77,133,6,9,12,256,271,533,194,222,417,741,862,1605,52,77,132,61,88,148,874,1165,2041,744,894,1632,18,17,37,11043,13014,24060,119,106,221,100,97,192,15,17,31,0,3,0,58,69,129,67,105,166,130,168,299,14200,13660,27860,83,89,178,28,59,95,14316,13814,28124,2200,2170,4373,28108,29668,57775
20502,131,207,337,2948,3401,6356,0,0,0,278,288,568,76,77,153,3266,3869,7135,10,21,27,76,86,163,139,173,309,22,22,44,51,72,125,8,7,19,52,42,93,222,268,494,560,590,1142,45,46,94,57,66,121,810,1123,1933,437,480,921,18,21,47,9070,10657,19731,67,73,142,61,47,114,9,15,25,5,0,11,40,45,85,56,101,158,105,150,248,12065,11309,23374,77,63,138,38,51,91,12183,11414,23600,2382,2252,4633,24009,24822,48830
20503,210,352,556,3670,4440,8115,0,0,0,459,539,988,0,5,3,5305,5929,11232,24,27,49,226,213,437,86,123,207,41,39,82,85,104,186,15,5,19,74,90,158,172,211,378,660,729,1393,42,87,134,48,58,105,1263,1692,2954,644,724,1368,27,35,62,12832,15042,27877,117,98,221,49,37,81,34,33,62,5,0,6,55,47,101,79,152,228,137,195,333,18385,17451,35834,130,105,231,74,120,190,18584,17672,36255,3081,3073,6156,35040,36507,71548
20504,230,312,544,3422,4393,7819,0,0,0,313,363,680,55,66,123,6827,7832,14661,16,24,42,357,369,724,151,213,370,82,87,169,88,131,216,10,12,22,78,103,187,305,370,677,759,934,1697,71,115,188,55,65,116,798,1122,1912,695,833,1530,24,22,43,14110,17061,31173,170,158,328,312,265,581,19,22,39,3,0,8,77,70,146,115,152,267,194,225,420,19006,17756,36760,110,98,207,41,85,129,19160,17934,37100,3546,3437,6988,37742,39423,77168
20505,119,173,291,2908,3479,6386,0,0,0,255,296,543,31,37,63,3572,4090,7659,10,17,29,78,68,145,48,65,114,30,32,64,47,53,109,7,4,10,52,59,109,67,84,144,444,434,878,13,16,29,40,40,79,761,1005,1766,412,483,894,10,9,13,8780,10271,19051,99,78,181,72,66,143,9,5,18,0,0,0,44,41,85,53,98,149,93,141,236,10835,9835,20678,68,55,121,27,33,62,10933,9928,20857,2824,1930,4753,22933,22598,45525
20601,675,970,1647,954,1256,2204,22,31,57,143,188,333,0,0,0,8195,9591,17784,11,13,29,3022,3269,6290,72,67,134,21,14,36,51,72,125,67,59,128,70,94,165,117,148,270,167,172,336,22,18,35,7,22,24,299,442,741,506,607,1115,7,25,34,13750,16093,29841,854,669,1527,1791,1759,3553,104,173,269,6,3,11,59,49,103,165,212,381,226,266,493,22916,24214,47126,381,340,724,80,175,251,23377,24730,48103,2357,2079,4437,43136,46737,89874
20602,340,538,884,712,831,1543,0,0,4,82,103,185,0,0,0,3881,4676,8561,15,24,41,2340,2567,4905,17,48,64,12,9,22,39,48,87,29,23,53,25,45,76,32,49,79,98,129,233,16,22,39,0,3,7,198,301,495,285,389,676,8,14,23,7801,9283,17085,248,183,436,352,350,701,101,147,252,6,3,7,34,31,68,72,93,169,113,130,240,14728,15780,30510,215,206,419,62,119,180,15005,16107,31114,1316,1253,2566,25272,28000,53270
20603,693,993,1685,1329,1710,3049,5,0,7,256,270,527,0,0,0,10099,11324,21418,27,21,49,1441,1639,3079,49,74,121,16,15,33,53,86,137,134,188,322,63,77,143,122,180,301,261,312,580,10,13,18,9,11,28,499,666,1164,519,669,1191,4,9,13,14902,17280,32181,1070,832,1903,1370,1430,2802,45,47,93,0,0,5,69,66,131,93,110,203,167,173,340,12857,12537,25391,136,118,253,38,68,106,13032,12716,25749,2019,1948,3968,33296,35423,68712
20604,3935,5495,9425,2209,2369,4573,0,10,9,508,615,1125,3,3,11,9288,10202,19488,27,46,72,897,937,1840,34,53,90,44,43,93,118,144,259,133,137,272,301,324,627,416,542,962,586,637,1228,19,19,37,39,47,86,661,765,1423,1418,1886,3303,32,36,69,16738,18813,35552,5025,4087,9114,3004,2804,5802,299,294,594,3,3,8,269,217,488,310,354,668,584,581,1165,36852,35748,72595,510,392,894,151,184,332,37512,36316,73832,7319,6797,14114,74410,75191,149601
20605,716,1039,1750,2691,3092,5790,0,0,0,247,264,510,0,0,0,7730,9224,16952,23,24,44,1983,2163,4148,56,81,138,16,15,27,110,146,256,95,82,179,98,122,220,158,194,354,395,441,832,9,14,19,11,35,47,538,694,1235,649,876,1524,27,29,56,14821,17508,32331,1182,921,2103,716,645,1359,1664,1752,3408,0,9,5,75,58,134,183,194,383,257,258,518,25531,25499,51028,328,247,571,113,251,361,25972,25992,51958,4387,4138,8523,49717,52243,101956
20606,586,853,1439,2329,2905,5242,0,0,4,138,184,323,3,0,3,4270,5347,9622,9,4,19,1168,1428,2596,29,27,56,4,8,9,66,89,155,45,46,90,83,96,174,91,137,231,305,323,630,7,5,9,14,19,28,403,511,918,318,477,798,16,8,27,9306,11631,20933,615,554,1172,441,449,884,1371,1528,2902,3,0,3,57,45,103,77,73,144,133,112,245,14665,15014,29675,202,164,363,60,113,176,14926,15286,30208,2302,2445,4751,29671,32861,62539
20607,1222,1838,3051,1645,1895,3540,3,6,3,173,210,387,0,0,0,6008,7017,13020,26,28,55,1417,1685,3097,19,29,47,14,16,26,85,98,181,53,74,131,84,91,177,139,167,308,258,234,489,14,18,34,9,19,36,354,541,887,476,642,1109,19,24,44,10798,12790,23589,367,323,691,1086,1132,2216,313,361,678,4,4,5,35,17,54,155,173,329,195,195,394,26733,26598,53324,372,330,698,99,155,251,27198,27083,54279,3264,2898,6164,44441,46620,91060
20701,2308,3262,5568,5948,7379,13329,8,4,11,1103,1369,2472,0,0,6,15712,17822,33528,64,111,174,3526,3951,7478,53,74,129,47,50,93,225,286,505,162,172,336,226,305,531,423,535,951,1014,1158,2170,61,77,130,43,56,104,1836,2680,4514,1341,1789,3132,39,38,77,31815,37864,69673,2226,2063,4295,986,899,1885,739,767,1501,0,0,0,207,188,394,278,316,591,485,502,988,37463,37464,74927,347,296,641,89,203,289,37902,37957,75859,4049,4080,8131,80517,87386,167900
20702,2124,2838,4962,2122,2749,4876,0,3,8,1012,1274,2289,7,10,18,8829,10289,19119,77,90,165,4568,4995,9561,47,63,105,46,47,89,146,171,310,353,363,715,268,342,608,430,490,921,641,783,1422,39,34,73,31,39,70,839,1177,2024,1287,1580,2868,25,15,39,20758,24517,45268,1105,1019,2127,1961,1876,3833,146,161,307,0,0,0,273,282,557,298,341,645,578,621,1203,18242,17416,35657,90,85,172,57,56,123,18397,17562,35953,2366,2373,4736,47425,50961,98386
20703,2712,3364,6074,2663,3476,6140,0,0,0,1130,1355,2490,12,3,11,7802,9284,17085,108,157,270,1899,2161,4057,49,65,113,47,57,102,189,223,413,62,76,134,241,281,516,365,445,808,703,921,1626,109,183,293,68,87,156,1146,1633,2780,1362,1653,3014,24,48,74,17973,22104,40080,2232,1852,4083,839,707,1549,87,91,174,5,0,5,304,270,571,232,267,502,542,536,1074,24170,23478,47644,190,140,334,68,111,174,24425,23722,48153,3053,2947,5998,51864,55325,107187
20801,461,764,1228,5265,6712,11973,0,0,0,228,293,519,4,0,5,9794,11792,21584,32,38,70,1996,2155,4149,46,72,118,15,28,44,155,217,369,89,87,171,108,130,234,125,164,288,627,769,1393,9,20,36,18,24,39,1155,1549,2700,579,763,1339,30,34,55,20278,24829,45107,406,376,778,314,357,675,1415,1515,2928,5,0,0,64,52,120,98,127,226,172,174,344,22580,21999,44580,177,125,300,60,118,184,22818,22250,45069,2522,2667,5183,48378,52930,101306
20802,1413,1936,3352,3134,3894,7034,3,0,3,393,487,872,0,0,0,11713,13737,25451,43,50,90,4573,5192,9768,111,142,260,33,33,70,136,187,322,135,145,281,149,189,334,209,290,497,533,624,1157,18,28,43,36,46,81,897,1316,2216,912,1238,2155,45,62,106,23069,27662,50730,3822,3189,7018,690,601,1290,12280,13377,25655,0,0,0,224,159,383,240,288,524,463,454,912,29481,28542,58019,312,251,562,103,162,266,29899,28951,58844,4249,4423,8671,75881,80593,156469
20803,857,1255,2109,4102,5503,9607,3,3,5,454,497,952,4,3,9,13491,15641,29133,56,109,170,2854,3163,6018,132,164,288,68,66,132,135,182,318,114,125,241,126,174,303,345,399,745,740,946,1681,31,55,86,31,66,97,1037,1535,2573,962,1228,2190,34,29,62,24718,29898,54612,1053,1004,2057,636,630,1266,590,666,1254,3,0,3,121,123,245,176,225,403,297,349,653,27253,26580,53835,193,131,321,93,171,269,27540,26881,54421,3177,3137,6311,58875,63821,122693
20804,352,538,885,1972,2478,4450,0,0,0,127,139,264,0,0,0,3985,4679,8669,15,21,29,1256,1365,2615,26,36,63,10,6,15,49,58,106,25,36,63,55,49,104,65,73,142,265,268,534,12,9,23,10,12,21,438,568,1004,245,355,595,4,9,13,8554,10153,18710,741,592,1336,173,189,364,785,841,1624,0,0,0,45,50,94,67,77,145,110,128,241,8330,8328,16664,77,70,149,26,29,50,8431,8429,16859,1076,1080,2149,20222,21944,42162
20901,974,1428,2400,3580,4769,8359,11,11,12,587,699,1286,45,49,93,14476,16845,31326,54,72,123,2762,2885,5646,48,79,130,42,50,95,172,218,387,156,137,290,153,193,353,334,387,724,753,859,1605,67,94,161,20,43,59,1118,1700,2814,1210,1491,2706,27,40,61,25613,30615,56230,1253,1066,2317,1568,1483,3045,83,102,185,6,5,6,157,147,311,196,294,495,360,448,807,27955,26367,54315,263,215,475,105,149,250,28312,26730,55038,3240,2975,6219,61405,64835,126236
20902,1296,1714,3009,1118,1470,2585,21,27,51,220,265,482,3,6,5,10857,12268,23124,28,39,73,4163,4414,8577,105,164,267,17,23,45,52,72,124,84,98,174,88,112,201,176,209,387,294,368,661,36,54,90,33,34,68,322,486,809,974,1124,2096,18,15,34,18607,21245,39856,1931,1403,3329,2845,2585,5429,46,54,101,4,4,9,320,248,565,172,209,385,501,459,957,18197,17685,35884,220,188,402,71,119,186,18492,17985,36479,3179,2964,6144,46887,48409,95299
20903,258,373,625,2422,2991,5415,0,3,3,423,500,917,206,216,419,6908,7375,14285,30,40,70,878,913,1796,45,59,107,22,22,48,113,156,274,37,45,78,70,77,148,179,203,379,444,546,989,45,51,90,28,34,61,701,903,1607,652,735,1381,14,24,38,13206,14890,28104,178,172,355,239,253,495,37,44,76,0,0,0,55,42,96,65,137,204,123,174,300,17347,16135,33488,130,98,225,54,99,154,17536,16332,33866,1725,1552,3274,33311,33791,67105
20904,3594,4236,7833,4282,5415,9694,66,78,143,887,966,1853,42,41,75,29561,32522,62086,52,82,132,10681,11057,21741,278,330,609,214,235,446,125,178,301,713,713,1424,368,421,785,1301,1448,2750,1083,1307,2387,99,143,242,177,203,373,1039,1428,2475,4927,5270,10191,22,36,60,55909,61859,117771,7921,6930,14853,10961,10450,21414,45,38,84,8,10,24,5080,4393,9472,424,486,909,5512,4890,10403,33439,30703,64143,238,205,448,103,196,299,33786,31107,64888,7546,7233,14782,125279,126744,252026
21001,641,893,1533,1312,1722,3035,22,12,34,161,230,397,0,5,7,12698,13981,26677,20,33,53,2269,2339,4612,58,68,124,13,15,23,45,76,124,157,156,318,40,70,113,189,204,398,264,325,591,17,24,35,21,19,34,447,695,1137,593,695,1292,14,11,29,18347,20685,39033,506,453,954,840,744,1587,15,14,27,4,0,5,99,94,194,46,68,113,153,165,316,8170,7202,15369,64,51,118,21,49,69,8256,7299,15554,1357,1330,2692,30112,31572,61687
21002,73,106,176,1475,1794,3262,0,0,0,71,93,163,0,0,0,3880,3974,7857,25,41,63,128,154,286,31,32,62,4,17,29,52,71,123,11,3,12,24,29,55,108,109,214,253,269,528,11,22,35,20,19,38,479,652,1124,276,285,558,5,5,9,6843,7562,14406,25,24,53,70,56,128,16,9,24,0,0,0,26,26,59,21,26,48,49,58,113,8079,7689,15774,61,49,105,20,28,54,8163,7771,15936,1104,1027,2140,16345,16619,32969
21003,817,1035,1850,1001,1375,2378,71,76,152,173,231,403,0,0,0,10322,11853,22175,18,23,34,1862,2097,3964,72,111,180,30,34,63,58,68,124,100,110,207,86,102,188,127,165,301,217,261,469,27,34,59,9,17,32,314,469,786,542,702,1244,18,8,28,15055,17720,32782,2613,2045,4656,6963,6201,13170,25,28,53,3,7,9,193,159,352,111,118,231,308,278,586,11069,10551,21618,123,87,206,38,85,119,11226,10720,21947,2849,2643,5496,39863,40679,80537
21004,198,293,498,1608,2072,3681,8,4,13,200,233,427,89,89,181,5998,6563,12563,31,38,70,359,356,720,80,91,168,63,65,123,71,90,159,29,18,43,51,65,124,170,174,339,284,322,605,24,43,63,22,31,54,444,701,1142,445,584,1028,9,12,19,9977,11557,21534,318,334,648,234,227,460,19,21,41,0,0,0,251,266,512,52,76,133,303,339,648,9628,8902,18525,69,52,115,22,32,58,9717,8987,18703,1317,1210,2529,22091,22966,45064
21005,2618,2948,5566,2217,2872,5089,1451,1477,2927,427,456,883,4,0,4,27066,28709,55777,51,60,112,3454,3518,6971,271,285,554,385,444,829,63,100,168,735,764,1500,327,375,701,627,707,1338,548,606,1160,81,95,181,124,128,253,750,929,1677,3025,3154,6177,40,41,88,41659,44736,86395,5913,5338,11258,23156,22686,45842,21,32,54,4,0,7,5690,4937,10629,266,285,553,5959,5221,11182,15872,13939,29811,142,103,241,81,101,178,16093,14136,30234,7104,6438,13545,102527,101540,204071
21101,3147,3735,6881,4717,5968,10681,12,9,25,1707,1957,3665,91,92,187,13974,15995,29961,253,298,551,1927,1931,3853,131,188,321,243,290,526,263,341,606,355,332,687,385,452,832,1344,1564,2907,1239,1512,2748,131,179,309,212,213,426,1555,2092,3646,2581,3064,5637,146,177,326,31248,36645,67891,2852,2805,5662,1249,1213,2457,58,90,149,0,5,8,483,493,979,396,507,898,887,1004,1888,34125,31286,65414,213,196,411,131,235,364,34475,31715,66185,4047,3981,8025,77961,81180,159148
21102,189,304,494,1025,1256,2279,0,3,3,350,422,768,6,0,8,2713,2886,5602,29,34,65,525,537,1065,19,26,47,16,10,27,96,118,212,52,45,102,79,70,155,216,215,426,263,258,526,15,20,33,30,36,67,302,444,737,385,487,871,3,6,14,6118,6882,13001,133,142,276,201,212,418,19,14,40,0,0,0,60,57,122,49,54,103,109,112,221,5474,5095,10564,29,17,47,16,33,51,5517,5144,10665,638,646,1278,12924,13457,26386
21103,1047,1459,2507,3608,4878,8481,0,0,0,2245,2513,4762,16,9,22,9246,10660,19903,283,365,645,751,863,1613,88,127,215,118,128,243,409,510,921,77,80,160,194,263,456,728,859,1588,872,952,1826,126,181,306,184,219,408,1286,1946,3237,1973,2281,4250,138,196,335,22342,27035,49375,1075,1064,2134,509,490,1002,50,65,111,0,0,0,267,268,535,268,341,610,537,607,1147,26673,25239,51913,205,166,373,79,148,235,26959,25559,52517,2948,2846,5791,55463,59114,114579
21104,1385,1774,3162,1725,2116,3845,0,0,0,859,1056,1914,0,0,0,4932,5781,10708,131,159,287,962,1060,2018,56,63,121,43,47,87,109,125,232,68,68,142,147,158,303,297,326,621,432,524,950,60,94,151,96,133,233,722,1003,1728,958,1179,2136,18,42,63,11607,13934,25544,1271,1182,2451,625,553,1177,38,46,90,0,6,4,259,255,515,128,154,286,393,413,805,13419,12779,26199,109,92,208,33,65,95,13562,12938,26501,1542,1669,3211,30431,32502,62935
21105,611,940,1558,5267,6803,12065,0,0,0,1851,1975,3825,118,120,238,11057,12586,23643,361,434,793,596,599,1195,219,241,461,128,127,266,276,358,637,29,46,78,274,319,595,671,809,1481,1083,1268,2345,120,138,258,440,495,939,1599,2248,3846,2691,3050,5741,155,182,335,26944,31797,58747,397,389,789,222,192,418,99,111,209,8,6,16,135,134,274,269,434,701,408,573,988,42871,39807,82675,339,232,570,135,267,398,43345,40302,83649,4726,4175,8903,76764,78492,155256
21201,1301,1441,2741,4079,5072,9147,0,0,0,1038,1178,2214,43,41,91,9974,11029,20999,91,100,185,592,594,1190,122,129,250,168,186,361,117,160,273,167,181,341,166,210,376,699,795,1491,756,922,1671,55,79,135,209,244,455,1022,1423,2443,1703,1956,3661,47,45,96,21051,24334,45380,1668,1566,3238,1619,1502,3119,49,47,93,9,5,14,1670,1430,3097,161,205,366,1833,1635,3470,26574,25321,51901,178,133,311,68,126,199,26820,25583,52413,4026,3873,7897,58360,59981,118342
21202,3083,3392,6476,3211,4110,7323,5,8,14,1097,1232,2330,70,60,132,13895,15197,29093,83,122,204,2440,2456,4893,165,242,410,208,193,401,124,145,265,481,493,980,267,278,550,1118,1217,2338,799,953,1753,62,83,149,201,235,436,962,1340,2298,2363,2581,4947,47,49,100,27603,31003,58606,3058,2856,5909,7657,6929,14584,58,70,128,6,0,8,1027,968,2001,321,362,681,1357,1333,2688,20839,19035,39875,151,102,253,71,117,193,21063,19252,40321,4410,4163,8573,68289,68997,137287
21203,5650,6134,11787,4685,5776,10460,5,8,19,1060,1307,2367,26,22,52,20710,22328,43040,111,145,251,1965,2016,3984,245,338,585,632,688,1321,138,167,306,594,625,1215,576,619,1196,1999,2229,4229,1237,1426,2662,78,100,180,401,450,848,1168,1563,2733,3816,4250,8062,73,88,164,39529,44160,83680,8687,8242,16927,12245,11597,23842,75,84,155,9,13,22,6885,6178,13067,365,453,815,7262,6639,13899,33066,30643,63708,204,153,361,104,145,247,33373,30939,64315,6938,6407,13340,113748,114202,227950
21204,12687,14770,27459,2558,3072,5633,8,13,21,775,884,1660,11,7,18,17710,19080,36794,143,134,277,5337,5688,11026,260,350,614,163,186,347,102,127,234,298,333,627,395,445,839,857,1018,1877,780,942,1721,34,68,103,245,290,535,948,1219,2169,2382,2663,5047,45,56,102,33061,36586,69646,5895,4648,10545,12705,10856,23559,312,293,606,0,0,6,2830,2305,5136,426,422,852,3253,2732,5988,23029,19459,42482,163,119,280,85,104,194,23276,19682,42963,6881,6004,12888,98076,95568,193644
21205,6443,7063,13505,3468,4434,7909,15,17,35,1481,1809,3289,6,9,17,14771,16369,31139,167,197,366,6162,6686,12847,115,153,269,76,93,167,178,206,384,457,506,965,448,482,924,744,853,1605,1031,1224,2252,43,71,111,107,128,233,1674,2354,4030,2071,2641,4718,61,69,126,33075,38312,71385,7498,6237,13733,2837,2303,5138,303,359,659,0,0,0,886,779,1664,460,517,975,1344,1299,2639,33773,30833,64602,272,203,474,113,133,248,34152,31167,65318,5531,4915,10450,91189,91650,182833
21301,9593,11883,21473,1867,2122,3985,24,30,53,1618,1430,3046,0,0,0,25987,27893,53879,45,48,92,5435,5630,11070,281,365,646,285,282,567,121,160,277,762,831,1589,485,530,1017,845,967,1811,487,546,1031,60,68,127,156,158,312,575,775,1350,3496,3749,7238,47,45,90,42575,45610,88183,3562,2451,6012,7020,5804,12828,38,34,70,0,0,4,1977,1591,3564,204,235,441,2181,1829,4007,20670,18266,38934,157,111,266,78,116,188,20901,18494,39393,7411,6686,14103,93284,92785,186067
21302,733,1141,1872,2003,2697,4699,3,3,4,277,352,629,0,0,0,10497,12212,22713,52,52,98,2462,2579,5041,96,109,202,40,37,74,135,207,345,82,94,170,136,161,304,202,257,453,374,517,892,32,45,79,39,34,75,530,757,1282,906,1053,1962,19,20,39,17885,21179,39060,816,726,1547,2209,2092,4306,41,53,92,4,5,3,160,131,292,110,141,249,273,273,546,17343,16350,33693,192,124,316,66,80,145,17596,16560,34151,2632,2386,5016,42182,44406,86589
21303,2971,3862,6827,1099,1338,2440,0,0,0,371,378,754,0,0,0,7650,8458,16107,49,49,98,1627,1779,3401,45,52,98,28,35,65,45,79,130,166,152,313,160,170,331,182,220,409,234,294,527,11,14,29,38,48,87,321,416,738,881,991,1874,14,11,26,12927,14501,27425,1691,989,2679,1922,1445,3370,62,62,124,0,0,3,113,101,219,134,154,288,257,253,505,19431,18484,37912,244,166,403,73,110,184,19742,18760,38497,3150,2625,5776,42713,42498,85209
21304,2270,2844,5119,3914,4966,8878,26,27,55,1102,1227,2328,103,79,183,25876,28076,53952,73,90,157,3778,3799,7571,379,457,831,391,385,775,186,272,457,1059,1073,2133,534,581,1119,1195,1387,2581,700,902,1601,70,104,171,230,326,556,1180,1592,2776,3787,4212,8003,49,54,105,44633,49618,94256,4826,4550,9375,5762,5756,11522,36,32,71,0,0,3,5104,4594,9697,223,304,525,5327,4897,10227,27221,25204,52428,183,142,328,106,135,247,27510,25490,53005,8368,6517,14886,98729,99709,198439
21305,3761,4470,8230,5397,6300,11702,4,4,12,2694,2787,5485,98,93,195,25724,28148,53875,161,184,345,2983,2970,5945,344,439,786,531,613,1144,370,386,759,715,739,1453,998,1104,2103,1808,2056,3868,1224,1499,2724,90,134,227,236,275,517,1605,1967,3570,5012,5572,10584,105,96,201,50106,55377,105479,22506,20547,43058,14975,14321,29300,68,53,116,4,0,3,9967,8152,18126,593,743,1336,10568,8898,19467,35867,32835,68708,285,178,458,131,179,312,36279,33198,69480,11694,9919,21619,149962,146783,296748
