SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
20804,20222,21944,42162,971,898,1863,2374,2245,4617,1294,1333,2629,1562,1586,3144,3089,3116,6204,2613,2762,5375,2745,3086,5830,2245,2544,4796,1701,2148,3849,1157,1400,2560,467,834,1307,19444,21094,40540,777,849,1627,58,50,108,4,4,6,4,0,7,68,56,124,14051,14979,29032,5544,6345,11890,15223,16123,31348,4320,5155,9474,17306,18835,36140,373,301,679,2298,2166,4467,1200,1258,2455,993,1014,2008,877,1114,1998,13322,14585,27909,1080,1356,2437,879,1045,1929,432,481,911,395,499,891,76,127,206,18912,20542,39458,1065,1265,2330
20901,61405,64835,126236,3625,3426,7052,7827,7556,15381,3621,3207,6832,3625,3380,7008,7983,8269,16254,8836,9329,18164,8224,8698,16921,7010,7849,14862,5883,6811,12694,3487,4194,7678,1279,2121,3400,59642,63035,122683,1754,1798,3558,418,403,814,15,13,32,14,14,25,437,425,866,44755,46675,91428,14677,16241,30915,46398,48237,94634,12940,14605,27548,54384,57213,111589,1261,1158,2420,7530,7290,14819,3110,2870,5981,1712,1863,3580,2134,3077,5200,32683,36271,68956,5381,5127,10513,5254,5064,10320,2406,2350,4761,1805,2505,4312,408,511,918,58285,61644,119930,2916,3011,5924
20902,46887,48409,95299,2750,2553,5305,4677,4356,9028,2152,2104,4256,3361,3153,6512,9052,8970,18020,7472,7637,15112,6207,6375,12577,4699,5027,9727,3245,3705,6946,2207,2846,5050,1070,1691,2765,45723,47129,92850,1171,1283,2447,496,530,1030,15,8,25,16,22,34,532,557,1088,28215,29055,57267,16308,17110,33419,26701,27293,53993,17772,18798,36574,37512,39461,76971,809,735,1544,4388,4114,8500,1770,1809,3576,1645,1741,3386,2590,3222,5811,25322,26921,52240,3364,2932,6296,3534,3148,6682,1657,1671,3325,2450,3400,5853,685,992,1676,44078,45585,89659,2724,2652,5375
20903,33311,33791,67105,1741,1712,3453,4616,4359,8978,2521,2333,4859,2143,1879,4022,3007,3008,6015,3912,4287,8200,5109,5488,10593,4886,5070,9954,3491,3585,7072,1534,1514,3050,352,549,906,32242,32823,65067,1068,966,2035,203,210,415,12,8,21,0,5,11,216,223,443,26999,27284,54287,5235,5476,10711,29376,29394,58767,2851,3362,6219,30881,31243,62121,611,601,1214,4433,4199,8633,2100,2034,4131,989,978,1972,720,1337,2055,15859,18245,34101,4042,3522,7563,3779,2906,6681,1489,1249,2741,680,743,1423,82,56,131,31711,32198,63911,1056,1193,2251
20904,125279,126744,252026,9688,8898,18583,18395,17318,35710,7481,6979,14463,8242,7458,15702,19460,20153,39618,20395,20344,40738,15115,15522,30640,11912,13049,24959,8774,9870,18646,4451,5074,9527,1366,2070,3439,122868,124425,247295,2409,2315,4728,1252,1324,2571,29,35,66,37,37,75,1321,1397,2716,74990,75668,150656,44858,45750,90610,66100,66423,132518,53218,54295,107509,103487,105171,208654,2903,2597,5504,17284,16213,33499,5957,5914,11878,3316,3409,6723,4310,6421,10731,55624,60474,116092,10669,9822,20486,13089,11078,24169,5644,5148,10787,5341,6748,12091,1621,2130,3753,119751,121002,240749,5173,5413,10588
21001,30112,31572,61687,1690,1515,3204,3818,3597,7419,1863,1702,3573,1744,1523,3264,3504,3437,6936,4014,4194,8213,4211,4402,8613,3395,3796,7191,2824,3511,6337,2178,2670,4844,872,1229,2104,29409,30857,60266,702,722,1422,138,104,239,9,9,17,6,8,11,154,118,269,21263,21532,42798,7889,9049,16934,20312,20490,40803,8801,10074,18874,27283,28503,55785,556,516,1066,3669,3458,7122,1640,1537,3178,793,776,1571,728,1090,1823,14442,15870,30316,2928,2740,5670,2915,2672,5587,1366,1365,2723,1572,2192,3767,291,458,751,28885,30217,59099,1035,1139,2176
21002,16345,16619,32969,966,1000,1965,2523,2385,4908,1181,1040,2219,783,684,1473,1474,1543,3020,2056,2324,4386,2368,2575,4939,2229,2218,4451,1697,1791,3491,885,815,1700,176,241,418,15744,16082,31820,602,543,1147,171,140,304,11,6,20,3,3,7,182,151,333,13582,13815,27395,1959,2026,3975,14916,15050,29966,650,789,1433,15022,15295,30318,291,295,592,2384,2273,4654,957,859,1820,296,286,578,289,605,895,6528,8053,14587,2075,1745,3827,2172,1626,3800,915,661,1582,422,397,822,16,19,38,15319,15664,30985,735,739,1478
21003,39863,40679,80537,2830,2742,5570,4700,4468,9171,1957,1767,3730,2908,2472,5381,7707,7434,15141,6567,6375,12942,4657,4785,9447,3612,3824,7441,2267,2674,4939,1594,2380,3977,1054,1752,2805,39034,39813,78840,831,861,1696,217,226,440,7,7,14,8,4,11,224,237,465,22790,23588,46379,14899,14967,29865,20480,20883,41371,17042,17440,34484,30879,32573,63449,800,793,1588,4380,4124,8511,1582,1524,3107,1406,1265,2667,1957,2424,4381,20476,21033,41510,2757,2532,5291,3098,2801,5897,1415,1401,2817,1789,2683,4472,528,761,1286,37485,38047,75526,2205,2381,4582
21004,22091,22966,45064,1465,1416,2881,2986,2805,5794,1380,1266,2643,1401,1290,2698,3361,3487,6854,3050,3178,6225,2842,3114,5955,2624,2884,5513,1871,2101,3979,843,994,1834,266,425,689,21534,22442,43978,557,530,1083,290,239,525,8,12,20,13,10,24,309,267,568,17359,17853,35218,3790,4191,7983,18776,19307,38084,2388,2741,5126,19880,20582,40462,407,421,834,2826,2624,5451,1028,1041,2072,451,498,943,552,983,1537,8853,10683,19538,2781,2658,5435,3263,2731,5996,1187,1013,2198,601,703,1300,85,89,171,21078,21918,42996,819,898,1718
21005,102527,101540,204071,8552,7920,16474,15831,14895,30727,6560,6215,12778,7372,6805,14174,17143,17387,34528,16128,15719,31844,11420,11861,23282,9849,9870,19715,6013,6581,12596,2936,3219,6151,732,1065,1797,100898,100019,200922,1632,1521,3155,645,641,1285,34,28,64,11,13,26,689,690,1376,51489,51385,102870,45509,44969,90478,38308,37563,75872,57564,57563,115121,79150,79410,158557,2134,1970,4104,14501,13647,28143,5036,5222,10261,2987,3134,6118,3850,5762,9611,43518,45507,89022,7330,6804,14133,9734,8000,17731,4840,4305,9144,5332,6138,11467,2195,3193,5385,97065,96624,193691,5496,4847,10343
21101,77961,81180,159148,4288,4141,8431,9777,8913,18688,4845,4477,9320,5036,4627,9661,10030,10194,20226,10880,11402,22278,10358,11200,21558,9839,10693,20534,7524,8481,16008,4050,4857,8903,1336,2203,3539,76190,79421,155616,1767,1762,3527,463,508,974,17,17,29,15,7,22,492,527,1022,50821,51026,101849,24806,27781,52591,53663,54525,108188,21793,23950,45739,67223,68949,136173,1356,1308,2667,9366,8521,17892,4074,3890,7961,2180,2244,4429,2303,3493,5796,37851,42293,80138,8284,7874,16158,9062,8381,17443,3582,3485,7071,2156,2717,4869,440,620,1063,74811,77718,152529,2745,3169,5913
21102,12924,13457,26386,497,508,1002,1739,1688,3420,1095,978,2076,914,835,1751,946,951,1898,1292,1491,2789,2036,2235,4272,1888,1926,3820,1396,1481,2877,810,923,1735,313,437,749,12533,13039,25568,398,416,815,56,37,94,0,3,4,0,0,0,61,42,101,9224,9430,18656,3346,3606,6954,9864,10011,19875,2685,3028,5716,11622,12036,23657,178,183,359,1685,1626,3312,984,878,1865,466,499,967,289,443,737,6968,7582,14547,1303,1203,2505,1194,1077,2267,484,489,979,335,417,747,47,77,129,12313,12697,25008,426,582,1008
21103,55463,59114,114579,3484,3346,6828,7276,6822,14092,3399,3060,6454,3325,3094,6419,7264,7735,14998,8125,8658,16781,7367,7943,15307,6455,7107,13555,4857,5867,10729,2866,3680,6543,1050,1825,2874,53887,57487,111382,1573,1632,3203,356,329,682,15,12,31,6,8,17,381,351,728,40250,42109,82361,13569,15333,28905,43020,45155,88179,10560,11983,22547,48193,51058,99262,1195,1102,2293,7012,6576,13589,2871,2656,5523,1397,1387,2783,1716,2759,4477,26487,30720,57206,6092,5780,11871,6061,5609,11669,2358,2363,4719,1580,2006,3585,385,487,871,52845,56118,108964,2083,2424,4506
21104,30431,32502,62935,1699,1590,3295,3862,3771,7638,1900,1686,3582,1931,1689,3621,3723,3713,7442,4390,4831,9221,4142,4453,8593,3303,3674,6971,2828,3356,6188,1885,2508,4398,755,1225,1983,29761,31711,61475,669,791,1462,80,111,191,5,0,5,3,3,6,87,114,204,18000,18551,36555,11554,13017,24567,18027,18652,36674,11420,12709,24134,24814,26175,50983,656,583,1239,3737,3645,7380,1692,1542,3231,1031,932,1959,1064,1553,2618,17074,18412,35485,2381,2371,4753,2277,2456,4733,1046,1149,2192,834,1149,1979,241,379,622,29210,30938,60148,1036,1331,2366
21105,76764,78492,155256,4842,4422,9269,10191,9446,19636,4895,4489,9381,4464,4172,8637,9434,9636,19073,9846,10465,20308,10409,10930,21344,9777,10389,20163,7723,8547,16273,4103,4398,8503,1081,1587,2672,74088,76013,150105,2675,2481,5148,795,797,1591,37,31,70,23,15,38,857,844,1702,61291,62055,123346,12513,13655,26167,67883,69250,137129,5907,6490,12397,69645,71109,140758,1481,1425,2906,9710,9030,18738,3845,3664,7506,1461,1680,3146,1736,3242,4974,29616,36777,66392,9987,9248,19236,11645,9394,21040,4838,3686,8535,2389,2304,4686,369,332,698,72711,74566,147277,2866,2928,5788
21201,58360,59981,118342,4645,4452,9104,9091,8607,17690,3805,3499,7301,3591,3486,7073,8924,9687,18610,8678,8844,17520,7083,7412,14493,5632,6049,11675,4110,4615,8722,2212,2433,4646,595,897,1493,56840,58508,115347,1523,1474,2998,512,569,1081,30,20,45,16,13,23,557,595,1148,41719,42960,84685,13730,14066,27802,44987,46276,91260,10410,10658,21068,49913,51202,101112,1366,1301,2666,8481,8027,16505,2892,2814,5708,1120,1330,2448,1532,2968,4497,21530,26410,47937,6534,5968,12503,8472,6937,15407,3448,2807,6259,1751,1775,3525,282,317,602,55258,56793,112050,2571,2745,5320
21202,68289,68997,137287,4231,3997,8231,9552,9049,18604,4661,4307,8969,4831,4279,9110,9226,9097,18322,9600,9829,19428,8927,9388,18323,8105,8381,16492,5455,5896,11354,2794,3235,6024,899,1533,2428,66904,67620,134531,1388,1372,2760,316,392,707,19,13,29,11,9,17,339,416,759,37364,37524,74890,27714,28364,56081,37910,37979,75891,26779,27401,54181,55830,56753,112582,1248,1097,2347,8928,8442,17368,3757,3656,7411,1965,1971,3937,2034,3177,5211,30825,33354,64179,6291,5711,12008,7616,6707,14321,3054,2928,5980,2489,2869,5357,1180,1274,2454,64724,65229,129949,3307,3607,6916
21203,113748,114202,227950,10072,9531,19607,18822,17786,36606,7215,6976,14189,7736,7460,15196,17910,19453,37361,19497,19086,38576,13457,13476,26931,9815,9900,19713,5879,6414,12305,2676,3010,5685,668,1115,1779,111658,112360,224012,2093,1842,3934,778,765,1544,31,28,56,23,19,42,831,807,1639,60380,60187,120562,48424,49286,97714,59009,58898,117910,48928,49417,98348,90340,89738,180071,2643,2369,5008,17517,16601,34124,5690,5817,11511,2821,3222,6038,3854,6255,10110,48148,52526,100674,9314,8609,17925,12576,10692,23271,5099,4502,9607,3487,3883,7376,1826,2345,4174,108715,109301,218012,4364,4499,8863
21204,98076,95568,193644,5865,5545,11413,11003,10469,21469,5343,5044,10386,7317,6410,13723,17710,15371,33086,14216,13610,27822,11518,11349,22866,10304,10470,20781,8132,9038,17176,4931,5590,10518,1737,2660,4396,96044,93712,189754,2026,1857,3886,322,326,650,19,18,39,8,9,16,343,363,706,38972,36191,75163,54032,54971,109002,32826,30200,63031,59350,59921,119272,70980,70646,141632,1462,1406,2865,10154,9707,19860,4427,4329,8759,3522,3352,6870,4262,5350,9611,47670,46182,93854,6451,5512,11958,8652,7736,16386,3936,3923,7858,5435,6995,12430,3679,4287,7965,92038,90298,182336,5918,5190,11109
21205,91189,91650,182833,4187,3914,8099,10537,9764,20297,5522,5168,10691,8481,7124,15607,15163,12830,27994,12151,12651,24798,10904,11735,22637,9198,9873,19073,7217,8521,15737,5384,6515,11896,2433,3560,5990,89331,89689,179013,1862,1955,3820,236,223,460,10,5,15,6,10,19,251,245,498,41781,40798,82582,45649,47433,93078,40311,38959,79264,46917,49023,95940,66200,67314,133518,1469,1331,2796,10046,9335,19382,4964,4780,9738,5302,4622,9923,4837,5189,10023,55011,55225,110241,5553,5280,10839,5597,5661,11254,2677,2825,5506,2775,3947,6720,799,1173,1972,85461,85696,171153,5813,5893,11703
21301,93284,92785,186067,5458,5105,10560,11248,10528,21780,5395,5236,10631,6828,6133,12962,15519,14192,29712,12752,12678,25432,11291,12105,23403,10879,11135,22022,8362,8876,17238,4264,4697,8959,1280,2096,3377,91491,91087,182584,1790,1694,3486,389,390,773,13,7,20,10,12,24,408,409,814,42477,40613,83085,44844,46800,91642,33432,31142,64574,53472,55779,109251,71679,72658,144333,1369,1286,2657,10215,9573,19789,4307,4452,8759,3063,3036,6103,3636,4544,8173,42679,43015,85690,6917,6041,12959,8776,7595,16370,3941,4016,7954,5733,7625,13361,2595,3421,6017,87539,87144,174691,5593,5417,11001
21302,42182,44406,86589,2876,2590,5466,5401,5320,10719,2186,2102,4289,2144,1978,4122,5431,5757,11195,6547,6952,13504,5973,6444,12418,5192,5414,10604,3668,4111,7780,1988,2448,4441,778,1286,2064,41037,43260,84297,1141,1148,2288,284,242,528,13,17,32,9,4,12,303,261,565,28508,29309,57820,11824,13294,25114,29899,30479,60379,10343,12071,22415,36372,38302,74674,912,809,1720,5099,5039,10142,1813,1799,3613,966,970,1936,1270,2136,3406,20376,23171,43545,3796,3372,7173,4127,3515,7642,1693,1674,3362,1671,2239,3905,437,630,1070,39825,41962,81791,1973,2029,4004
21303,42713,42498,85209,2550,2395,4942,4387,3930,8321,1723,1707,3426,2853,2725,5577,9751,9507,19257,7715,7546,15258,5444,5489,10931,4048,4179,8225,2551,2702,5253,1197,1476,2669,500,846,1348,41548,41312,82850,1164,1185,2355,322,280,600,9,14,23,9,4,14,338,295,639,24462,24127,48593,16002,16398,32400,24434,23808,48241,15849,16587,32435,33598,34168,67767,734,730,1458,4118,3724,7844,1458,1499,2953,1430,1377,2809,2707,3255,5959,25186,25773,50958,2476,2097,4568,2675,2314,4986,1121,1160,2282,1341,1817,3158,593,843,1435,39790,39821,79604,2646,2274,4918
21304,98729,99709,198439,7939,7668,15606,16271,15752,32022,6478,6279,12758,6400,5812,12207,14871,15734,30609,16531,16560,33096,12580,12518,25099,8373,8885,17257,6094,6712,12804,2624,2792,5409,578,988,1565,96948,97948,194894,1787,1759,3546,1229,1081,2311,34,17,54,26,41,71,1294,1141,2427,61341,61258,122600,32705,33777,66482,56923,57873,114796,34694,36212,70907,80413,81886,162297,2133,2212,4347,15108,14639,29744,5006,5134,10137,2214,2353,4569,2578,4620,7198,40055,45249,85307,8656,7947,16600,12561,9781,22343,4660,4082,8740,3182,3697,6870,809,1172,1978,92136,94491,186629,6272,4879,11152
21305,149962,146783,296748,13625,12782,26413,24929,23535,48469,8452,7757,16203,10004,8463,18465,25242,27010,52248,29935,27894,57834,16235,15635,31868,10887,11592,22475,7075,7610,14687,2893,3280,6174,677,1223,1904,147485,144638,292122,2476,2153,4623,1223,1236,2452,24,23,44,35,38,71,1272,1289,2565,70020,68777,138794,71934,70597,142533,65775,64789,130559,74237,73478,147716,106182,104255,210437,3687,3360,7048,22883,21665,44553,6696,6414,13111,4323,3949,8267,6136,8931,15061,71280,72801,144081,9761,9117,18873,13246,11150,24401,5060,4767,9825,3360,4121,7481,1385,1804,3190,141166,139542,280708,8407,7057,15468
21401,68038,71240,139281,4342,4259,8599,8875,8363,17235,4132,3696,7827,3893,3863,7760,9306,9767,19076,9551,10147,19695,9322,9666,18983,8179,8752,16928,6062,6858,12919,3272,3965,7236,1106,1913,3017,66012,69285,135298,2029,1954,3977,825,848,1679,32,37,76,24,25,48,886,908,1800,50489,52139,102622,14066,15736,29803,57204,59216,116411,7225,8505,15734,59554,62230,121787,1353,1315,2669,8322,7849,16176,3142,2946,6096,1226,1543,2774,1716,3197,4914,26631,32297,58930,8380,7567,15950,10002,8864,18867,4021,3551,7577,2095,2400,4490,252,278,537,63732,66780,130515,3888,4112,7998
21402,81681,87267,168948,4130,3794,7922,10039,9552,19591,5022,4592,9616,4046,3595,7640,7167,7390,14555,8398,9433,17834,10675,11941,22616,10959,12245,23203,11310,12807,24115,7383,8453,15833,2561,3467,6029,77406,83104,160511,4275,4165,8437,848,747,1597,39,34,80,21,27,46,915,805,1724,62788,66566,129352,14138,15699,29838,72957,77708,150667,4293,4884,9177,73430,78401,151839,1346,1223,2566,9389,8924,18318,3773,3634,7409,1404,1438,2843,1435,2941,4374,33425,39884,73310,10173,10278,20453,11952,10935,22885,4641,4608,9251,2612,2966,5579,250,259,514,74264,79974,154240,6625,6820,13446
21501,30363,29974,60340,1542,1592,3131,3554,3187,6739,1645,1485,3127,1510,1348,2859,3541,3353,6896,3134,3066,6198,3547,3731,7280,4646,4451,9097,4137,3942,8082,2270,2542,4811,836,1287,2123,28998,28750,57752,1365,1221,2589,518,462,984,28,22,50,20,15,32,561,496,1065,25501,25204,50705,2580,2607,5188,26157,26543,52700,1398,1484,2887,26522,26847,53363,434,463,895,3252,2964,6216,1075,1062,2136,248,308,555,415,952,1365,8402,10545,18947,4747,4463,9212,5513,4356,9873,2363,1963,4335,1725,1551,3275,190,135,319,26876,27345,54221,3333,2501,5831
21502,28040,28932,56972,1638,1617,3260,3743,3547,7288,1680,1600,3279,1650,1526,3176,3774,3851,7619,3238,3481,6720,3438,3636,7076,3618,3765,7383,3016,3121,6137,1677,1834,3505,568,956,1526,26760,27917,54674,1278,1014,2293,1168,1324,2494,26,20,46,45,35,79,1239,1378,2621,21688,22770,44464,3891,3873,7772,22140,23371,45513,3589,3413,7004,23493,24619,48117,474,457,926,3329,3189,6524,1082,1129,2212,305,390,698,531,1112,1643,8000,9831,17825,3407,3399,6804,4822,4261,9090,2111,2001,4113,1682,1707,3393,323,328,651,25396,26285,51678,2698,2668,5363
21503,19246,19013,38264,1034,1043,2079,2313,2222,4535,1058,878,1935,985,876,1862,2251,2252,4503,2090,2084,4175,2209,2219,4431,2841,2734,5575,2587,2356,4945,1396,1540,2936,493,797,1297,18363,18272,36634,888,735,1626,609,637,1242,28,23,43,15,28,44,647,686,1334,15130,15107,30243,2314,2258,4566,15515,15532,31050,2045,1914,3960,16088,16155,32240,250,257,509,2062,1994,4059,702,631,1332,151,236,383,243,575,813,4938,6427,11364,2623,2575,5196,3414,2733,6144,1698,1283,2979,1323,1004,2317,208,167,380,17237,17106,34342,2029,1905,3936
21601,19192,19703,38889,991,958,1946,2396,2302,4699,1196,1034,2226,950,935,1881,1905,2012,3910,1848,2059,3906,2397,2544,4947,2833,2900,5730,2597,2564,5159,1579,1629,3205,507,765,1276,18274,18896,37178,915,806,1716,548,571,1126,13,15,30,12,9,22,579,592,1174,16325,16665,32990,1363,1590,2958,17101,17590,34693,725,801,1528,17269,17737,35005,267,251,517,2191,2144,4338,828,785,1614,178,248,432,239,656,901,4698,6557,11258,2801,2842,5635,3810,3091,6901,1852,1462,3312,1160,1031,2190,70,56,124,17522,18046,35562,1546,1544,3088
21602,15234,15286,30522,755,725,1478,1842,1728,3570,867,777,1644,677,625,1307,1508,1549,3055,1490,1548,3039,1812,1852,3661,2173,2230,4402,2274,2302,4581,1393,1342,2735,441,614,1050,14448,14571,29020,784,718,1507,310,296,599,11,17,21,12,12,24,331,316,647,12477,12530,25003,1483,1536,3018,13302,13412,26713,798,801,1601,13393,13475,26872,207,204,415,1666,1555,3220,568,602,1167,123,163,285,212,498,707,3682,4998,8675,2143,2082,4228,3133,2628,5763,1420,1115,2534,1012,814,1826,76,52,124,13695,13825,27520,1412,1347,2763
21603,33914,34293,68206,2151,1920,4078,4724,4383,9111,2180,1931,4109,1957,1876,3830,4341,4536,8876,3954,4197,8147,4276,4228,8499,4146,4328,8472,3505,3683,7190,2036,2213,4253,645,1001,1648,32567,33088,65648,1354,1204,2559,1240,1305,2542,32,28,64,41,37,76,1312,1373,2685,25316,25788,51100,5905,5973,11874,25123,25789,50912,6006,6043,12045,28087,28779,56865,570,502,1080,4277,3973,8254,1540,1452,2995,431,606,1035,715,1376,2091,10168,12649,22814,4246,3956,8204,5247,4570,9814,2477,2088,4563,1894,1736,3627,463,451,916,30703,31309,62010,3002,2754,5758
21701,18201,18592,36792,909,877,1785,2124,2008,4135,1083,976,2057,863,753,1622,1765,1766,3532,1785,1966,3756,2275,2405,4688,2821,2916,5738,2748,2664,5411,1389,1498,2898,429,751,1184,17262,17709,34968,944,887,1822,459,473,930,8,12,18,11,7,21,481,492,976,15470,15664,31134,1415,1629,3044,16512,16835,33343,491,595,1088,16513,16825,33330,244,246,491,1957,1850,3802,745,698,1443,141,162,304,252,591,841,4993,6592,11586,2846,2832,5674,3382,2822,6208,1625,1220,2852,1031,925,1952,49,58,104,16579,16929,33503,1505,1473,2976
21703,19320,19176,38497,976,891,1866,2354,2179,4532,1150,993,2142,960,807,1766,2120,2023,4143,2003,2053,4060,2397,2472,4872,2866,2890,5753,2629,2599,5227,1416,1550,2972,450,721,1171,18340,18287,36630,980,890,1868,245,241,485,9,9,15,0,5,10,254,253,505,16071,16073,32147,1767,1731,3501,17096,17081,34178,891,841,1730,17134,17126,34257,290,273,564,2155,1983,4135,788,758,1543,154,207,365,276,550,830,5515,7329,12842,2914,2647,5560,3382,2592,5971,1616,1229,2847,1109,971,2082,104,87,187,17498,17460,34962,1665,1635,3299
21704,25622,27155,52777,1421,1360,2788,3487,3213,6702,1589,1569,3156,1280,1278,2560,3060,3171,6237,2937,3170,6106,3226,3491,6714,3366,3829,7198,3147,3295,6448,1575,1857,3430,530,915,1445,24453,26077,50534,1168,1083,2244,491,486,972,9,4,10,22,0,17,514,489,1007,21693,23119,44812,2267,2415,4680,22961,24456,47423,1113,1163,2276,22896,24509,47407,375,395,777,3219,3007,6231,1109,1216,2323,277,428,700,596,1058,1652,8418,11165,19577,3624,3669,7286,4013,3413,7423,1876,1575,3450,1188,1098,2283,96,60,153,23502,25045,48556,1899,1982,3882
29797,36,6,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,16,3,0,3,10,6,14,4,0,4,0,0,0,0,0,0,35,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,0,3,9,0,13,5,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,72,565
29999,5170,3915,9089,222,189,414,370,361,730,234,229,459,345,321,671,939,878,1819,1008,730,1736,912,479,1393,644,429,1074,392,224,613,90,58,152,15,19,29,0,0,0,5170,3915,9089,241,206,448,4,3,9,0,0,4,246,214,462,2348,1934,4283,743,649,1390,2445,2041,4485,490,492,977,2541,2153,4693,39,23,63,201,203,407,57,85,140,55,75,133,95,175,267,1215,1231,2452,366,285,652,529,389,919,235,157,395,152,91,240,37,18,51,0,0,0,0,0,0
30101,36104,37283,73384,2065,1943,4012,5082,4586,9667,2513,2241,4759,2157,1845,4002,3994,4166,8163,4660,4989,9645,4818,5247,10070,4623,5174,9797,3870,4202,8071,1803,2029,3829,515,845,1362,34847,36215,71067,1256,1065,2322,895,978,1868,49,39,94,55,45,97,995,1059,2058,27253,27676,54928,7722,8489,16216,31816,32267,64080,3032,3676,6716,32236,33254,65491,680,600,1283,4838,4404,9245,1858,1840,3697,622,721,1341,788,1536,2327,15989,17408,33395,2489,2124,4610,6726,7196,13923,1424,1450,2875,1041,1077,2117,92,114,207,34549,35710,70257,985,1226,2211
30102,45424,47967,93394,2320,2230,4550,5981,5618,11604,3086,2855,5942,2495,2167,4657,4133,4426,8554,5118,5739,10856,6068,6814,12883,6311,6775,13089,5614,6160,11771,3302,3646,6947,1000,1531,2536,43496,46481,89977,1930,1482,3414,1194,1224,2421,59,52,115,83,73,156,1341,1352,2689,32946,34694,67641,10650,11580,22231,40815,42819,83633,2822,3514,6338,40279,42675,82948,736,712,1446,5700,5372,11074,2230,2264,4495,675,836,1508,841,1770,2614,19294,21672,40966,3174,3069,6243,9318,10078,19404,2027,1845,3874,1355,1462,2818,90,91,176,42800,45569,88371,1988,2300,4286
