SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
10102,5233,7329,1726,138,14428,2849,279,17553,328,281,199,24,830,813,49,1680,342,325,171,21,863,658,57,1572,668,608,371,47,1690,1467,104,3262,146,111,72,16,339,687,39,1067,93,67,35,8,211,306,40,554,193,118,59,17,388,508,38,934,20,7,5,0,34,40,3,77,3,4,5,0,14,10,0,30,457,312,177,39,988,1554,126,2661,6,3,3,0,10,9,0,22,3,0,0,0,8,8,0,16,0,0,0,0,0,3,0,3,11,7,4,0,25,13,0,36,25,16,9,0,46,34,0,73,5,5,5,0,16,26,0,43,6390,8269,2273,224,17164,5927,512,23599
10103,2163,1832,606,49,4644,1846,199,6688,44,22,13,0,82,112,9,205,32,21,13,0,66,71,37,174,74,47,24,0,149,189,47,385,95,40,35,0,170,212,80,463,13,3,6,0,21,25,8,54,7,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,3,5,0,0,8,8,3,22,118,48,38,0,207,250,93,551,0,0,0,0,0,18,0,16,5,0,0,0,5,3,0,5,0,0,0,0,0,3,0,9,4,7,0,0,18,11,0,26,8,7,3,0,24,29,0,60,14,10,4,0,25,28,7,59,2377,1944,686,49,5049,2337,350,7739
10104,10267,5806,2615,181,18875,6747,652,26272,351,82,131,9,574,964,28,1571,305,93,106,3,507,538,33,1078,654,169,236,16,1075,1506,64,2649,276,88,163,13,537,911,53,1500,30,5,9,0,35,55,3,94,10,0,0,0,15,24,0,38,0,0,0,0,5,0,0,5,3,10,0,3,12,26,0,43,324,100,169,13,609,1010,60,1679,48,10,17,0,71,97,8,180,89,16,12,0,121,213,8,349,0,0,0,0,0,5,0,11,14,5,7,0,23,12,3,42,158,28,31,0,224,333,22,576,40,16,7,0,63,60,3,126,11440,6124,3059,215,20841,9654,803,31301
10105,4081,3627,1461,99,9269,3386,297,12948,151,80,83,12,322,568,28,917,40,15,21,0,79,89,7,175,188,98,95,12,400,654,37,1096,29,16,26,0,74,205,5,286,4,0,3,0,9,49,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,10,0,19,38,23,29,0,95,264,8,367,5,0,7,0,12,16,0,24,0,0,0,0,3,17,0,21,0,0,0,0,0,0,0,4,11,5,3,6,24,22,4,47,18,9,9,6,38,52,5,91,3,5,3,0,14,24,0,38,4326,3768,1599,123,9814,4379,346,14540
10106,4114,4159,1283,115,9678,2966,239,12876,89,59,61,0,208,400,14,620,4,9,0,0,19,10,3,31,95,59,66,0,225,412,12,647,27,7,13,0,42,154,10,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,25,9,11,0,49,154,12,223,0,3,0,0,11,16,0,22,7,0,0,0,7,15,0,20,0,0,0,0,0,4,0,3,0,11,6,0,18,14,0,28,16,9,8,0,34,40,0,76,15,14,0,0,37,38,0,73,4275,4258,1368,113,10017,3605,273,13896
10201,14506,18086,6187,389,39176,10296,1290,50761,1496,433,515,53,2497,3216,158,5873,936,556,576,41,2104,1447,125,3674,2434,991,1087,95,4602,4662,279,9553,887,445,434,39,1809,2075,125,4006,257,100,108,16,478,512,66,1056,566,169,156,26,912,679,132,1729,137,53,46,7,236,191,28,450,76,42,47,0,166,92,5,267,1915,815,789,83,3607,3553,351,7509,38,6,13,0,50,106,5,160,47,25,42,0,116,220,17,350,4,0,0,0,4,0,0,3,16,10,11,0,39,37,3,78,99,34,64,0,207,357,27,587,34,20,19,0,73,100,8,179,18988,19944,8147,576,47656,18975,1956,68590
10202,14415,16629,7994,532,39573,11358,1521,52461,856,266,487,44,1656,1997,106,3757,528,342,440,23,1336,1017,87,2440,1383,601,927,67,2989,3012,193,6190,403,142,314,28,886,1500,79,2463,98,39,71,3,209,225,22,465,176,50,90,11,335,387,24,749,58,9,11,0,75,64,7,146,52,21,17,3,91,65,8,158,785,262,504,45,1592,2243,144,3982,33,10,11,0,51,117,8,184,38,0,14,0,50,71,7,134,4,0,3,0,4,0,0,9,15,14,8,0,40,22,7,68,86,19,39,4,145,219,20,390,20,19,7,0,47,48,0,99,16691,17535,9475,651,44351,16890,1887,63124
10301,4624,4703,2019,144,11487,3484,457,15434,239,125,122,20,506,765,65,1337,59,33,48,8,143,206,21,369,293,162,171,21,654,973,80,1706,107,35,43,7,189,462,34,691,0,0,0,0,0,13,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,9,0,18,120,37,43,7,207,488,38,727,4,0,0,0,9,10,0,22,3,0,0,0,5,6,0,6,0,0,0,0,0,4,0,4,4,3,0,0,14,5,0,16,15,12,0,0,25,21,0,51,12,7,7,0,24,25,0,49,5064,4920,2246,179,12400,4989,584,17974
10302,5990,4915,2245,207,13358,5448,431,19233,133,55,53,9,245,498,17,764,9,3,3,0,13,49,0,63,140,58,55,9,259,547,17,824,80,29,35,6,148,507,19,674,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,13,88,29,35,7,157,534,19,706,10,0,0,0,14,36,0,50,4,0,4,0,5,27,3,31,0,0,3,0,9,0,0,10,9,13,9,0,28,22,4,58,22,16,10,0,54,86,8,151,25,34,3,0,68,51,0,116,6263,5054,2353,223,13897,6665,474,21032
10303,5083,4531,1915,161,11695,4659,423,16776,213,77,98,8,402,694,48,1143,12,6,16,6,32,77,7,117,224,82,117,10,432,774,49,1260,18,12,13,0,37,142,3,182,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,4,3,0,7,19,16,16,0,51,161,3,212,7,0,0,0,7,38,5,52,13,0,3,0,17,45,0,60,0,0,0,0,0,0,0,0,20,14,6,0,41,31,6,67,35,19,6,0,60,115,4,185,15,10,6,0,31,27,0,55,5389,4651,2059,174,12268,5735,490,18485
10304,5820,6528,2311,192,14845,4586,501,19929,244,115,142,19,515,897,41,1459,22,18,24,3,64,142,4,217,268,133,164,21,580,1043,49,1675,89,24,32,0,146,393,29,570,6,4,3,0,9,16,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,9,7,0,18,90,30,35,11,166,421,39,627,10,0,0,0,11,21,0,32,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,59,65,18,7,145,56,6,204,69,65,18,7,159,82,6,244,12,19,3,0,41,19,9,67,6264,6774,2532,224,15791,6155,601,22545
10401,6286,4241,2212,202,12941,4341,586,17865,165,42,87,10,307,517,22,846,104,54,85,12,248,223,23,497,268,95,177,15,561,736,46,1342,116,37,81,9,234,494,28,762,25,3,8,0,39,42,4,88,8,0,0,0,8,15,0,22,0,0,0,0,0,0,0,0,12,3,4,0,17,22,3,45,157,47,89,8,297,582,36,914,34,6,0,6,39,68,3,109,78,8,8,0,90,166,5,269,5,3,0,0,8,7,0,15,48,42,7,5,105,42,3,152,165,53,20,12,240,281,11,544,20,12,11,0,42,43,4,88,6897,4447,2502,233,14084,5986,685,20753
10402,8860,7987,3541,225,20613,5904,900,27423,476,228,289,10,1003,1093,94,2191,388,235,225,20,867,570,82,1520,867,456,509,30,1866,1665,175,3708,378,226,308,41,946,1314,111,2375,77,36,61,3,174,202,18,393,75,10,11,3,101,157,12,265,43,3,6,0,57,53,4,114,23,7,10,0,40,46,3,91,592,284,392,43,1320,1763,149,3236,61,12,10,3,86,94,15,195,97,15,21,0,137,244,9,393,0,0,0,0,0,9,0,9,8,4,0,0,18,14,0,30,167,37,34,6,240,357,21,624,34,21,14,0,71,66,4,150,10523,8788,4492,312,24117,9761,1261,35136
10501,1798,1643,873,104,4420,1958,168,6549,44,5,24,3,76,167,5,262,0,0,3,0,5,0,0,12,47,9,24,3,82,174,5,269,15,6,3,0,32,136,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,0,31,136,3,176,10,4,3,0,16,27,0,40,4,0,0,0,4,7,5,8,48,10,12,0,73,118,17,208,4,6,3,0,14,7,0,25,67,24,18,0,111,153,14,282,36,29,17,0,87,85,4,178,1969,1715,938,114,4733,2514,206,7453
10502,2028,1516,1124,88,4761,2616,170,7542,25,11,7,5,46,133,0,181,0,3,0,0,12,7,0,18,26,17,8,6,55,144,0,199,14,7,8,6,30,151,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,14,7,8,6,33,151,0,189,3,0,0,0,3,7,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,5,14,0,19,23,30,4,0,54,68,5,127,2097,1566,1148,102,4908,2993,179,8085
10503,6641,6774,3048,286,16750,5488,692,22926,346,152,136,18,651,890,47,1587,15,11,7,0,33,33,5,71,365,163,142,18,679,926,50,1655,218,125,70,0,416,819,54,1286,4,0,0,0,3,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,10,4,3,22,223,132,75,0,432,837,54,1322,15,3,0,0,16,36,3,58,7,0,0,0,9,14,0,19,0,0,0,0,0,5,0,17,20,17,10,0,42,25,0,74,37,18,9,0,72,81,3,158,20,24,11,0,60,48,7,111,7290,7110,3284,302,17989,7376,806,26168
10601,9040,10491,4413,305,24246,6489,685,31429,318,188,326,24,853,1008,56,1911,66,37,85,10,185,265,34,482,376,224,403,27,1033,1276,87,2398,68,28,45,3,139,334,16,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,11,0,37,22,0,55,80,35,55,8,173,356,14,546,14,0,3,0,21,72,4,91,13,6,6,0,23,28,6,58,4,0,0,0,3,8,0,10,10,4,4,0,17,15,0,32,38,8,16,0,66,117,10,190,23,15,8,0,48,31,4,81,9562,10776,4893,344,25577,8267,802,34648
10602,7716,10388,3651,275,22032,4697,634,27367,567,233,324,26,1152,1261,66,2477,95,50,91,9,246,351,24,621,665,284,413,41,1400,1606,89,3098,71,24,52,6,156,462,33,651,0,0,0,0,0,0,0,0,0,0,8,0,14,14,4,31,0,0,0,0,0,0,0,0,20,10,10,0,44,28,3,72,94,35,77,6,211,503,40,749,22,0,5,3,30,123,5,155,0,0,0,0,3,4,0,10,0,6,0,0,0,0,0,8,10,4,4,4,19,27,0,47,30,9,9,3,56,153,7,214,3,14,3,0,27,17,0,51,8518,10725,4156,328,23721,6981,773,31478
10603,8483,6837,2798,186,18307,5027,548,23879,533,170,218,17,943,1158,52,2153,608,278,276,11,1173,642,49,1861,1139,447,492,26,2108,1802,105,4015,71,22,30,3,133,214,16,354,71,10,17,0,95,128,10,236,170,22,37,4,228,202,17,444,0,0,0,0,0,0,0,0,16,7,10,3,40,19,0,54,324,60,94,13,496,557,42,1091,31,0,9,0,44,99,6,156,71,21,25,6,125,127,19,269,0,0,0,0,0,5,0,9,8,7,7,0,24,16,4,47,117,28,43,7,197,254,29,473,27,11,4,0,40,58,3,102,10088,7388,3433,232,21145,7697,720,29564
10604,3089,3105,1191,79,7470,2550,263,10278,128,78,66,8,274,492,39,798,25,7,15,4,47,118,9,172,149,86,84,8,324,610,48,975,12,8,3,0,29,52,4,81,5,7,5,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,14,13,6,0,37,54,6,98,9,0,4,0,15,20,4,35,15,0,0,0,13,23,0,43,3,0,0,0,3,0,0,3,10,0,0,0,10,5,0,19,37,3,7,4,45,54,4,101,14,7,0,0,18,20,4,42,3307,3207,1285,90,7891,3294,316,11502
10701,6748,8857,3581,249,19442,4887,567,24895,289,143,155,16,599,689,29,1314,206,219,190,18,633,405,39,1076,494,362,346,34,1233,1096,58,2392,200,97,145,19,457,806,41,1299,26,19,32,3,76,166,9,254,0,0,0,0,0,43,0,36,0,0,0,0,0,0,0,0,25,30,20,0,68,39,3,112,254,137,193,19,603,1053,55,1706,0,0,0,0,0,0,0,0,21,0,3,0,29,50,0,76,0,0,0,0,0,0,0,3,3,9,6,6,19,16,0,37,21,8,9,5,46,63,0,112,6,0,9,0,18,13,3,29,7525,9368,4136,309,21335,7110,684,29131
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,8739,10804,3619,264,23430,4532,527,28487,566,208,306,36,1111,1064,55,2233,803,579,435,31,1844,970,104,2921,1367,788,739,63,2960,2034,159,5154,242,110,152,16,516,695,35,1246,118,24,16,3,158,119,12,289,145,11,7,4,173,228,13,412,0,0,0,0,0,0,0,0,44,22,14,0,78,34,0,116,547,164,193,26,924,1076,56,2052,58,4,21,0,86,192,9,283,5,0,4,0,7,9,0,16,0,0,0,0,0,0,0,0,19,11,7,5,40,22,4,68,81,16,30,5,132,222,10,366,12,9,6,0,29,27,0,58,10752,11780,4588,354,27473,7894,750,36123
10704,8196,12567,3119,271,24154,5020,1130,30301,518,338,348,31,1233,1265,126,2623,1096,902,718,46,2766,1742,308,4818,1612,1243,1066,77,4000,3006,435,7436,853,490,447,63,1854,2206,353,4407,589,231,230,32,1083,1339,344,2761,1239,359,261,57,1910,1495,378,3785,775,219,94,14,1107,746,224,2075,48,41,13,0,109,66,14,187,3512,1336,1048,173,6064,5845,1311,13217,11,0,0,0,14,15,0,24,22,3,9,7,49,92,7,145,0,0,0,0,0,0,0,0,57,45,22,10,131,116,29,280,94,52,32,12,195,221,31,448,20,30,13,0,62,56,9,122,13431,15215,5281,534,34467,14149,2912,51532
10801,3988,2249,1119,93,7456,2550,280,10281,459,67,157,11,692,731,42,1465,60,24,39,7,123,123,8,258,518,96,191,11,820,856,47,1720,160,39,78,6,287,585,36,908,83,13,31,5,129,245,19,393,113,23,18,4,153,204,15,371,43,0,3,0,46,28,0,75,4,3,0,0,4,0,0,10,399,81,130,10,620,1053,72,1749,20,4,0,0,30,48,4,83,54,5,6,0,70,116,4,191,0,0,0,0,0,0,0,0,9,9,8,0,21,33,4,59,79,17,18,0,118,197,8,332,13,3,0,0,22,22,0,45,4999,2451,1463,113,9036,4683,412,14131
10802,5658,3855,2389,203,12107,4707,543,17356,102,64,59,6,229,301,21,554,56,18,29,5,115,142,3,261,157,84,88,16,340,442,25,817,136,40,92,10,284,533,30,840,28,4,19,0,51,106,4,165,9,0,0,0,13,19,0,30,0,0,0,0,0,0,0,0,6,8,0,0,20,7,0,29,186,52,113,15,363,662,37,1058,30,8,3,0,41,65,3,110,37,0,7,3,51,70,12,134,0,0,4,0,4,5,0,9,12,3,10,0,30,29,5,54,83,15,23,3,123,160,23,312,25,13,8,0,46,46,3,97,6109,4010,2631,238,12980,6027,628,19642
10803,47,35,6,0,89,33,3,126,0,0,0,0,0,0,0,0,0,9,0,0,11,15,0,22,3,9,0,0,12,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,11,3,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,11,0,109,52,6,161
10804,9529,7424,2986,217,20154,5564,681,26395,927,214,374,19,1533,1874,121,3526,321,130,171,12,630,424,63,1124,1243,344,546,32,2163,2301,179,4645,294,71,158,17,544,988,71,1610,148,45,42,5,241,321,19,588,277,45,68,3,398,522,54,972,58,7,8,0,74,58,0,134,12,15,3,0,31,9,0,38,797,187,284,24,1289,1895,151,3343,24,3,0,0,27,26,0,58,65,5,10,0,83,179,9,265,0,0,0,0,0,0,0,0,12,8,8,0,26,26,4,52,100,15,19,0,138,228,10,374,22,11,6,0,44,50,6,102,11692,7986,3841,271,23789,10036,1031,34859
10805,7180,4558,2585,211,14527,4929,534,19994,216,50,120,11,402,859,48,1306,73,26,31,0,128,100,4,240,288,79,155,17,533,962,51,1550,107,39,83,3,235,603,31,870,13,0,5,0,9,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,0,13,120,42,87,3,259,654,34,945,24,3,4,0,31,78,3,110,45,6,9,0,54,76,6,137,5,0,0,0,3,3,0,11,8,3,4,4,21,21,5,51,78,14,17,3,112,184,13,314,24,9,3,0,30,47,3,78,7693,4697,2840,227,15461,6770,640,22871
10901,6398,6486,2630,191,15700,5243,689,21628,540,238,341,50,1167,2188,160,3521,63,27,47,4,140,268,23,435,610,266,386,52,1307,2461,182,3950,41,11,7,0,62,147,11,222,11,13,0,0,26,40,12,69,11,0,3,0,14,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,64,20,15,0,98,215,17,325,4,3,0,0,10,20,0,25,7,0,3,0,9,20,0,29,0,0,0,0,0,0,0,0,7,5,7,0,19,7,0,27,20,7,8,0,31,46,0,83,15,10,6,0,26,34,0,68,7100,6789,3041,244,17170,7991,891,26054
10902,1408,1218,421,43,3092,1030,76,4196,37,13,20,0,70,136,8,209,3,0,0,0,3,4,0,3,40,13,20,0,74,137,8,213,8,5,4,0,17,41,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,14,41,3,56,7,0,0,0,8,29,0,42,5,0,0,0,5,0,0,5,6,0,0,0,0,0,0,9,4,0,0,0,5,0,0,9,23,6,0,0,28,33,0,59,9,9,3,0,21,20,6,46,1489,1252,442,43,3226,1256,90,4577
10903,5513,3829,1326,108,10778,4124,330,15229,312,61,78,6,459,941,35,1438,8,0,6,0,14,18,0,27,319,58,81,6,468,957,35,1462,20,9,11,0,35,70,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,35,73,0,114,18,6,0,0,20,21,6,43,25,0,0,0,25,45,0,61,0,0,0,0,0,0,0,3,8,4,0,0,28,10,6,37,54,12,9,0,70,76,5,149,37,10,5,0,52,40,5,96,5938,3921,1425,120,11408,5267,379,17052
11001,3832,3179,1319,121,8452,3200,423,12073,172,109,74,9,366,596,42,996,36,20,8,0,61,94,8,165,207,124,89,9,431,689,46,1165,67,30,33,3,136,320,19,474,13,5,5,0,26,21,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,9,91,36,34,5,163,340,25,533,5,0,0,0,5,9,0,14,8,0,0,0,8,38,5,50,0,0,0,0,0,0,0,3,8,4,9,3,20,5,0,29,15,4,7,3,30,56,7,91,12,10,0,0,23,20,7,42,4161,3354,1449,137,9093,4310,505,13908
11002,4708,3050,1642,138,9530,4096,375,14002,83,41,40,10,176,416,18,609,6,6,12,0,24,51,4,76,88,45,56,10,203,470,20,692,29,3,12,0,41,160,7,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,7,34,0,12,0,47,165,7,214,13,4,0,0,22,39,8,67,0,6,0,0,3,17,0,27,5,0,0,0,10,6,0,17,11,9,0,0,23,14,3,36,34,14,6,0,56,82,7,142,14,4,3,0,24,40,4,69,4875,3122,1717,149,9863,4855,409,15127
11003,2182,2127,923,90,5321,1737,198,7258,111,66,50,7,238,462,31,723,15,8,5,0,32,54,10,92,124,78,62,10,271,510,34,819,15,4,6,3,32,71,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,9,3,29,71,4,108,13,6,4,0,18,16,0,36,0,0,0,0,3,7,3,17,0,0,0,0,0,3,0,8,5,5,3,0,10,8,0,16,19,8,4,0,28,40,6,77,15,8,0,0,27,23,4,56,2360,2222,997,106,5685,2390,246,8315
11004,8278,8103,3705,341,20431,6876,813,28114,365,155,184,32,731,1375,87,2192,57,41,33,8,139,238,27,402,423,193,220,38,870,1605,113,2591,49,46,31,9,133,318,18,467,8,0,0,0,7,17,0,22,4,5,0,0,7,16,0,27,0,0,0,0,0,0,0,0,3,4,0,0,11,13,0,23,68,55,34,9,162,362,18,540,15,0,0,0,23,60,4,82,8,0,4,0,11,30,3,45,0,0,0,0,6,8,0,8,5,6,0,0,14,15,0,33,30,8,4,0,51,110,7,165,32,14,13,3,58,69,8,131,8828,8369,3973,390,21559,9023,959,31543
11101,11645,14012,5088,388,31137,7826,946,39911,755,222,426,34,1438,2063,97,3600,523,243,324,27,1121,812,74,2010,1278,458,752,63,2561,2877,170,5606,276,60,159,17,510,1034,42,1586,61,4,18,0,85,138,3,227,191,33,47,4,282,315,29,614,78,14,17,0,115,113,24,248,26,11,19,0,59,36,3,100,642,124,264,22,1052,1635,94,2779,16,3,6,0,20,14,0,40,11,0,3,0,12,41,0,53,0,0,0,0,0,0,0,0,10,9,13,0,30,23,4,67,35,15,19,0,70,82,7,156,16,0,0,0,21,30,0,53,13622,14609,6130,476,34837,12451,1224,48510
11102,8668,9215,3659,265,21807,5615,664,28081,424,73,137,11,641,850,28,1525,161,66,110,0,338,281,24,646,583,142,245,13,984,1128,54,2170,86,26,45,4,159,374,5,545,38,7,0,0,45,40,3,87,43,3,4,0,52,27,0,77,0,0,0,0,0,0,0,0,26,11,5,5,46,34,4,82,185,53,52,7,303,473,17,794,5,0,0,0,10,38,4,51,36,5,14,0,53,105,8,167,0,0,0,0,3,0,0,4,4,0,4,0,11,13,0,21,50,3,14,3,78,156,13,245,10,12,8,0,28,27,0,68,9496,9427,3984,287,23201,7405,753,31352
11103,13179,16137,5895,623,35829,10637,2791,49256,1023,446,527,72,2065,2317,291,4672,1526,925,715,106,3268,2174,781,6229,2547,1365,1248,180,5338,4485,1078,10900,607,215,236,46,1105,2132,291,3521,531,150,146,30,850,1244,206,2299,595,131,105,16,849,929,145,1921,434,91,57,10,594,701,86,1386,68,43,33,3,142,132,35,307,2238,627,574,101,3537,5140,758,9432,5,0,0,0,5,9,0,8,3,0,0,0,6,13,0,17,0,0,0,0,0,0,0,3,36,20,17,0,84,107,32,221,46,22,25,0,95,123,32,251,33,12,8,0,52,86,10,136,18040,18159,7740,914,44850,20473,4666,69987
