SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED50202,0,0,0,4,0,0,0,69,0,0,4,0,0,19,29,8,6,0,0,0,0,0,0,62,0,5,22,30,34,11,10,18,0,3,5,0,0,0,0,129,3,33,44,16,7,0,9,16,0,0,0,0,0,0,5,137,0,0,5,0,6,3,16,14,0,0,0,9,0,0,3,58,0,0,0,0,0,8,12,11,8,0,0,5,0,0,0,45,0,0,0,6,10,0,3,0,0,3,0,0,0,0,3,36,0,0,12,30,55,23,84,34,12,5,6,7,0,0,9,280,0,0,0,0,0,0,20,7,5,0,5,5,0,0,0,40,9,158,54,37,52,10,31,22,6,0,0,0,0,0,8,389,0,5,41,139,318,281,487,396,34,26,43,37,12,10,64,1890,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,5,38,61,15,10,6,3,3,0,0,144
SED50304,14,3,12,11,0,0,0,272,0,0,0,0,0,29,37,57,12,3,7,8,4,0,3,166,0,0,22,15,41,20,75,234,15,23,31,34,11,0,4,532,58,535,477,117,37,18,55,142,26,21,10,5,11,0,84,1594,0,0,0,3,17,40,54,32,9,0,4,10,0,0,7,163,0,0,0,3,5,4,41,31,3,6,6,8,0,0,0,108,0,0,3,7,4,9,3,7,0,0,0,0,4,0,0,32,0,8,17,54,136,73,153,62,18,22,12,15,16,0,10,596,0,0,0,0,0,6,39,58,13,22,25,14,13,0,0,188,3,30,5,0,0,11,9,11,0,0,0,0,0,0,0,80,0,3,26,69,149,114,194,157,9,3,18,13,7,3,12,786,15,47,121,115,101,54,38,26,0,0,4,3,0,0,23,551,0,0,0,0,0,14,41,76,20,17,13,15,12,3,0,216
SED50405,0,0,0,0,0,0,0,51,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,14,0,0,15,6,28,12,110,124,3,4,3,0,0,0,3,319,0,19,27,4,0,4,12,11,0,0,0,0,5,0,0,89,0,0,0,0,0,3,40,9,4,0,0,0,0,0,0,64,0,0,0,0,0,0,41,22,0,0,0,0,0,0,0,75,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,13,0,0,3,12,27,24,78,53,25,0,6,8,7,0,0,243,0,0,0,0,0,3,29,16,8,0,4,0,3,0,0,72,5,62,9,16,18,4,36,10,6,0,0,0,0,0,4,164,0,0,32,133,278,331,983,1017,71,69,89,72,36,31,81,3231,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,24,29,4,0,0,0,0,0,0,77
SED50502,7,8,4,0,3,7,0,151,0,0,9,0,0,89,61,42,0,8,3,0,0,0,12,230,0,3,16,17,40,29,97,85,3,3,5,0,3,0,6,302,9,132,115,23,10,20,26,32,11,0,0,0,0,0,9,380,0,0,0,5,4,12,32,4,0,0,0,0,3,0,0,65,0,0,0,0,13,10,25,15,0,0,0,3,0,0,0,65,0,0,4,4,5,10,8,0,0,0,0,0,0,0,0,18,0,9,25,63,185,52,89,51,12,14,11,9,3,0,5,531,0,0,0,0,0,0,36,22,0,5,4,0,0,0,0,75,4,49,22,17,14,8,6,5,0,0,0,0,0,0,7,119,0,6,43,106,234,214,255,183,13,18,27,17,6,3,25,1159,0,6,12,15,17,16,10,8,0,0,4,0,0,0,8,83,0,0,0,3,10,7,29,37,10,8,17,16,3,0,0,146
SED50605,10,17,3,15,0,4,0,405,0,0,0,0,0,16,16,33,3,0,0,0,0,0,0,64,6,7,27,28,53,25,31,41,9,0,5,3,0,0,0,232,16,115,76,17,12,11,14,35,10,3,0,9,0,0,10,323,0,0,0,5,12,34,31,10,0,6,0,5,3,0,4,117,0,0,0,5,29,32,118,61,8,22,3,11,5,6,6,312,0,0,10,6,4,7,4,0,0,0,0,0,0,0,0,30,0,9,65,207,695,250,414,211,46,45,32,31,27,4,22,2056,0,0,0,0,0,0,5,6,4,5,12,15,3,0,0,47,6,60,11,5,12,10,18,12,0,0,0,0,0,0,0,127,0,13,52,73,179,81,135,78,3,3,0,10,0,3,18,663,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,6,5,11,29,0,3,5,5,0,0,0,73
SED50702,4,6,9,14,6,0,6,152,0,4,0,0,0,17,36,41,0,0,0,3,0,0,4,102,0,10,27,19,49,21,65,163,7,13,4,22,9,0,3,406,12,130,97,14,7,12,18,50,0,9,6,4,0,0,13,373,0,0,0,0,9,21,36,19,6,3,12,8,0,0,6,122,0,0,0,7,15,20,121,83,16,16,11,16,5,0,8,325,0,0,6,18,12,7,8,13,0,0,0,5,0,0,0,69,0,7,26,46,127,97,247,170,42,54,28,31,7,6,21,909,0,0,0,0,6,10,73,67,22,28,43,44,15,0,4,306,7,49,6,5,15,9,15,4,0,0,3,0,0,0,4,109,3,0,38,135,265,212,365,386,31,26,44,25,12,24,40,1599,0,0,0,0,3,0,3,0,0,0,4,0,0,3,0,26,0,0,3,5,14,5,92,182,55,51,33,60,29,3,9,537
SED50805,3,0,0,0,0,0,0,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,22,24,74,46,66,56,0,0,4,4,4,0,5,303,25,155,107,10,7,10,28,38,3,0,3,0,0,0,31,432,0,0,0,3,5,8,19,7,0,0,4,0,0,0,0,59,0,0,3,0,3,8,24,13,0,6,0,7,3,0,4,60,0,0,5,7,5,5,0,0,0,0,0,0,0,0,0,17,0,3,18,31,47,23,42,18,0,3,9,0,8,0,3,206,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,45,17,7,9,4,18,5,0,0,4,4,0,0,5,122,0,7,49,114,204,119,111,69,4,0,9,7,8,0,17,738,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,20
SED50906,4,0,0,0,0,0,3,23,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,20,0,5,12,19,51,10,32,62,0,3,4,7,0,0,6,201,20,133,47,5,0,5,7,13,0,0,0,0,0,0,16,243,0,0,0,0,0,7,9,3,0,4,0,3,5,3,0,43,0,0,0,0,0,0,18,14,3,0,5,10,6,0,0,66,0,0,0,4,5,11,11,4,0,0,0,0,3,0,0,40,0,8,10,11,15,14,23,23,0,3,13,0,0,0,6,130,0,0,0,0,0,0,15,11,6,10,5,3,5,0,0,51,0,61,18,11,11,11,16,8,0,0,0,0,0,0,0,141,3,5,41,133,228,146,298,185,9,28,17,16,12,8,61,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,29,9,5,6,7,5,0,0,75
SED51004,4,5,3,10,0,0,0,111,0,0,0,0,0,9,9,4,9,0,3,0,0,0,0,33,0,0,16,33,131,41,169,228,5,5,13,0,4,0,4,654,7,18,23,3,8,9,23,26,0,0,0,0,4,0,3,129,0,0,0,0,4,12,18,14,0,0,5,0,5,0,0,50,0,0,0,0,9,6,20,3,0,0,0,0,0,0,0,38,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,0,4,11,15,49,24,61,28,8,18,20,4,14,0,5,256,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,17,7,27,13,10,8,6,24,5,0,0,0,0,0,0,3,106,0,3,20,115,274,232,390,263,22,24,19,40,11,11,35,1462,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,11,19,16,0,0,0,4,0,0,0,67
SED51104,0,0,0,4,0,0,0,64,0,0,0,0,0,6,17,6,0,0,5,0,0,0,0,38,0,3,12,18,56,36,187,177,5,0,4,6,0,0,4,513,7,17,25,0,6,3,20,35,4,0,0,6,0,0,3,120,0,0,0,0,5,8,29,22,0,3,0,0,0,0,0,68,0,0,0,0,5,9,16,9,0,0,0,0,3,5,0,52,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,12,15,24,18,64,49,5,10,12,7,15,0,6,230,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,23,0,49,17,8,20,12,19,10,0,5,0,3,0,0,3,159,0,4,24,131,324,416,840,679,50,59,49,54,45,19,67,2755,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,11,22,15,0,0,0,0,0,0,0,54
SED51205,8,3,7,23,0,0,0,179,0,0,0,0,0,28,49,42,8,0,17,0,0,0,0,148,4,5,24,22,21,15,44,52,3,0,3,5,3,0,0,189,22,132,108,26,3,7,14,14,5,0,3,5,0,0,4,344,0,0,3,5,9,25,39,13,5,3,7,5,0,0,5,123,0,0,0,8,25,35,197,112,22,19,20,33,5,3,13,493,0,0,7,8,16,18,23,6,12,4,0,0,0,5,0,90,0,0,38,118,488,176,628,434,79,105,109,98,44,4,50,2369,0,0,0,0,0,7,194,138,42,44,76,71,26,0,4,603,3,69,14,12,14,7,4,4,0,0,0,0,0,0,9,132,4,0,25,90,204,141,275,204,20,8,17,12,14,0,30,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,7,20,124,212,46,55,51,56,44,3,15,638
SED51304,5,6,9,4,0,0,0,103,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,11,3,3,17,40,118,39,151,95,7,9,8,9,0,0,5,509,16,134,62,33,9,10,19,20,5,0,5,0,0,0,9,324,0,0,0,4,8,19,17,10,0,0,0,4,5,0,0,70,0,0,0,0,8,3,25,8,0,0,0,0,0,0,0,53,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,11,0,9,40,57,111,29,46,17,5,0,4,3,0,0,4,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,17,15,11,12,25,20,3,3,6,0,6,0,3,193,0,3,50,140,260,136,149,102,5,5,5,7,6,5,15,878,0,7,6,3,4,12,5,0,0,0,0,0,0,0,0,27,0,0,0,5,0,7,4,0,0,4,0,0,0,0,0,20
SED51401,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,3,10,9,10,3,14,27,3,3,4,0,0,0,5,92,8,40,23,0,0,0,6,3,0,0,0,0,0,0,4,78,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9,6,6,3,8,0,0,0,4,0,0,0,4,45,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,11,7,74,24,18,7,5,5,0,5,0,0,0,0,0,11,147,4,0,40,147,186,180,164,102,18,9,5,20,4,5,76,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,0,0,5,25
SED51504,0,0,5,5,0,0,0,148,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,15,7,15,28,30,88,36,81,81,3,4,8,17,17,12,6,436,24,119,31,26,17,12,34,61,6,7,0,4,7,3,13,362,0,0,0,4,15,36,54,25,13,9,12,21,3,3,7,190,0,0,0,3,9,12,28,15,3,4,3,0,0,0,0,77,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,4,16,28,84,192,100,134,87,23,19,21,8,12,3,6,724,0,0,0,0,0,3,16,16,24,27,34,27,4,0,0,157,9,51,5,6,18,10,26,17,0,6,6,13,9,7,3,192,3,7,45,113,156,100,132,85,7,10,7,7,4,8,19,712,0,0,6,4,7,3,0,4,0,0,0,0,0,0,0,31,0,0,0,0,3,10,8,14,10,3,0,0,0,0,5,51
SED51605,3,15,0,0,3,0,0,169,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,0,10,18,32,21,60,114,0,0,3,4,6,5,4,282,21,133,135,33,20,17,24,35,4,0,0,4,0,0,14,448,0,0,0,0,6,15,39,14,0,0,3,0,0,0,0,89,0,0,0,0,8,17,93,74,4,5,5,8,4,0,5,213,0,0,4,4,7,0,4,5,0,0,0,0,0,0,0,24,3,0,17,22,101,76,149,108,19,15,16,18,14,0,9,568,0,0,0,0,0,0,22,28,6,3,4,4,0,0,0,65,5,29,18,12,21,6,9,5,0,0,0,0,0,0,0,102,0,3,30,85,213,195,415,320,23,19,21,40,13,10,37,1421,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,14,19,31,4,8,5,3,0,0,0,100
SED51706,0,0,0,0,0,0,0,18,0,0,0,0,6,0,4,5,4,0,0,0,0,0,0,18,0,0,17,17,18,3,41,50,0,0,0,0,0,0,0,144,13,71,40,9,0,3,3,4,0,0,0,0,0,0,13,150,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,18,0,0,0,0,3,0,17,12,0,0,3,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,4,16,20,4,8,0,3,0,0,0,82,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,5,77,13,10,23,14,17,9,0,0,0,4,0,0,0,176,4,3,46,133,254,174,328,160,8,19,14,6,10,6,46,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,10,0,0,3,0,0,0,0,20
SED51804,0,0,3,9,0,0,0,108,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,7,11,18,26,54,25,61,50,8,5,11,40,56,26,5,392,18,41,18,14,14,16,23,24,3,9,5,8,0,3,13,208,0,5,0,5,12,27,32,17,5,18,13,15,4,0,11,169,0,0,0,3,7,7,11,15,4,5,0,0,3,0,0,48,0,0,5,0,4,6,0,0,0,0,0,0,0,0,0,15,6,9,37,67,82,36,63,52,9,9,10,9,19,6,8,417,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,8,34,7,12,7,13,39,29,0,4,0,6,0,5,8,174,0,16,64,107,153,93,116,41,4,5,15,13,11,12,16,674,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,5,6,0,0,0,0,3,0,0,19
SED51902,0,0,0,0,0,0,0,31,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,20,0,0,19,19,46,24,51,44,0,0,0,0,5,0,0,219,5,57,58,15,5,3,0,0,0,0,0,0,0,0,9,154,0,0,0,0,5,11,11,0,0,0,0,0,0,0,0,23,0,0,0,0,5,4,15,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,27,27,14,48,17,5,0,5,5,0,0,5,161,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,124,17,27,59,13,31,10,0,0,0,4,3,0,3,298,0,4,36,129,285,245,363,262,16,8,14,17,16,16,56,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,35,6,6,3,4,0,0,0,72
SED52006,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,21,34,12,69,58,4,4,0,0,0,0,4,234,13,35,29,7,4,3,11,0,4,0,0,0,6,0,5,112,0,0,0,0,5,8,12,8,0,0,0,0,0,4,0,29,0,0,0,0,4,4,3,19,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,14,13,14,14,19,3,0,0,5,0,0,3,97,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,8,107,13,13,17,8,15,5,0,3,0,0,0,0,6,204,3,4,71,181,298,192,360,241,5,15,13,37,10,15,38,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10
SED52102,0,6,0,3,0,0,0,42,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,21,0,3,27,26,42,4,45,56,9,0,0,0,0,0,5,225,12,80,60,18,4,0,8,10,0,0,0,0,0,0,3,192,0,3,0,0,0,4,21,3,0,4,0,0,0,0,0,41,0,0,0,0,3,4,46,10,0,0,0,0,0,0,0,77,0,0,0,4,0,0,9,7,0,0,0,0,0,0,0,29,0,0,10,27,72,27,140,63,20,9,8,15,4,0,12,403,0,0,0,0,0,4,27,14,0,4,0,0,0,0,0,51,12,67,15,11,16,9,3,4,0,0,0,0,0,0,0,135,0,0,40,116,265,219,463,297,20,15,17,14,3,9,44,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,35,50,11,3,3,0,3,4,0,118
SED52205,0,0,4,6,0,0,0,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,3,16,32,66,48,99,87,9,4,13,17,21,5,9,426,58,446,307,51,36,23,66,107,28,11,5,18,8,0,63,1231,0,0,0,0,15,26,37,17,3,9,8,6,6,0,4,123,0,0,0,0,3,4,10,10,0,0,0,5,0,0,0,41,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,13,0,8,17,23,31,14,29,14,4,0,7,3,3,3,4,163,0,0,0,0,0,0,8,0,4,4,3,0,0,0,0,25,5,48,5,5,16,15,28,24,5,0,0,12,3,0,0,178,3,8,29,140,223,152,206,159,21,17,15,22,12,3,32,1035,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,7,8,0,0,0,0,5,0,25
SED52301,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,5,5,15,10,5,10,23,0,3,0,0,0,0,0,84,16,42,34,10,0,0,7,7,0,0,0,0,0,0,5,121,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,7,19,7,0,6,3,4,0,0,5,78,0,0,0,0,0,0,5,7,5,5,3,0,0,0,0,25,6,45,10,6,5,5,4,5,0,0,0,0,0,0,9,87,4,3,34,110,136,112,147,81,14,10,3,7,0,0,18,679,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,20,0,0,0,0,3,0,0,39
SED52404,3,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,30,37,151,61,170,212,5,0,6,5,4,0,11,703,8,46,42,22,14,4,28,44,0,0,0,7,5,0,5,234,0,0,0,5,6,21,23,4,3,0,0,4,7,0,0,69,0,0,0,0,3,0,10,9,0,0,0,0,0,0,0,25,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,19,0,10,14,33,48,21,37,6,8,0,8,12,0,0,0,191,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,4,61,15,9,24,10,16,5,0,0,0,9,4,0,4,158,0,5,28,148,284,190,241,172,13,16,9,23,3,3,34,1156,0,0,0,7,4,12,6,0,0,0,0,0,0,0,0,39,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,27
SED52505,0,3,4,0,0,0,3,204,0,0,0,0,0,14,21,22,0,7,0,0,0,0,4,69,0,0,13,26,45,15,63,79,8,10,4,0,0,0,8,272,15,50,44,9,6,10,5,15,0,0,0,3,0,0,5,166,0,0,4,3,5,21,45,9,5,4,0,3,0,0,0,103,0,0,0,5,14,35,192,132,12,11,9,15,3,0,11,429,0,0,5,4,11,7,0,7,0,0,0,0,0,0,3,42,0,3,27,105,448,294,930,434,71,89,56,52,46,3,40,2593,0,0,0,0,0,0,70,32,5,3,0,7,0,0,0,124,5,46,12,7,14,5,8,4,6,0,3,0,0,0,0,101,0,0,22,78,147,156,358,339,31,27,28,28,22,22,60,1321,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,4,10,15,99,123,15,24,20,22,8,3,0,347
SED52604,5,9,0,10,3,0,4,132,0,0,0,0,0,4,15,7,0,6,0,0,0,0,0,36,0,8,13,40,166,60,211,191,9,12,4,11,0,0,9,741,4,31,30,20,3,11,12,13,10,5,3,12,4,0,4,164,0,0,0,5,17,9,16,11,3,0,0,4,0,0,0,68,0,0,0,4,8,0,24,16,4,0,4,5,0,0,0,64,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,13,0,3,13,29,79,42,55,33,4,0,9,15,3,0,7,304,0,0,0,0,0,0,5,3,5,0,0,5,4,0,0,28,3,54,12,14,39,17,20,4,0,8,3,0,0,0,3,181,0,6,26,125,267,185,228,153,16,10,6,19,0,8,13,1075,0,3,8,18,8,3,0,5,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,12,6,10,11,5,6,0,0,62
SED52702,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,26,78,36,73,60,0,0,0,0,0,0,0,325,34,118,83,14,7,4,11,6,0,0,0,0,0,3,4,285,0,0,0,0,9,11,20,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,13,4,5,25,21,26,25,16,5,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,86,18,32,36,15,34,19,0,0,0,4,0,0,10,270,5,12,60,193,271,149,158,102,8,9,6,3,3,6,19,990,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SED52803,5,6,3,0,0,0,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,4,3,17,4,27,32,3,5,5,9,0,0,0,111,4,7,8,0,0,5,4,0,0,0,4,0,0,0,0,43,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6,12,7,3,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,8,5,6,16,8,0,3,4,5,0,0,0,57,0,0,0,0,0,0,6,4,5,0,0,3,5,0,0,24,0,20,4,0,6,0,0,0,0,0,0,4,0,0,0,34,0,6,27,122,284,357,823,547,53,57,75,80,23,34,91,2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,26,3,7,4,3,0,0,0,62
SED52903,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,5,22,29,0,0,0,5,0,0,5,92,5,4,7,3,0,6,8,17,3,4,0,11,0,0,7,74,0,0,0,0,0,0,13,6,0,0,4,0,0,0,0,24,0,0,0,6,4,0,5,3,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,5,15,7,0,6,4,0,0,0,3,59,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,12,0,15,5,5,4,0,11,4,4,0,4,3,7,0,5,62,0,4,18,65,94,67,139,111,8,12,10,15,10,7,27,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SED53004,7,6,9,7,0,0,0,157,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,8,22,34,98,39,181,234,9,10,8,8,3,0,3,650,12,88,72,23,6,10,15,44,0,7,3,0,0,0,5,274,0,0,0,0,8,23,38,14,0,0,3,0,0,0,0,97,0,0,0,5,3,5,15,4,0,0,0,5,0,0,0,30,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,9,5,3,24,37,94,16,58,28,0,3,10,3,0,0,9,288,0,0,0,0,0,0,7,0,3,0,0,3,3,0,0,16,11,65,18,6,11,12,17,21,0,0,4,0,4,0,3,165,0,0,48,147,260,174,225,185,9,5,3,5,0,3,26,1098,0,6,24,22,11,6,0,0,0,0,0,0,0,0,0,73,0,0,4,0,0,6,3,9,3,0,4,0,0,0,0,27
