SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED10022,0,0,0,0,3,0,0,0,0,12,0,4,8,17,15,13,3,3,0,66,0,4,0,12,0,3,0,0,0,18,4,0,0,22,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,13,0,17,10,6,9,6,0,62,0,0,0,7,5,4,3,0,0,19,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,11,4,18,25,64,24,31,44,30,15,256,112,320,297,604,359,480,442,304,104,3026,2074,4657,3924,7459,4283,5173,4981,2878,887,36314,0,0,0,5,0,0,0,0,0,5,1796,4064,3209,6061,3757,4264,4034,2502,1174,30864,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,3,0,0,0,11,0,0,0,12,0,4,3,0,0,31
SED10023,4,8,6,8,14,8,3,5,0,53,0,15,17,76,44,28,24,15,0,223,0,0,4,3,4,4,5,0,0,23,0,0,0,4,0,4,3,0,0,14,0,10,7,6,3,5,0,0,0,25,0,0,0,13,0,3,7,0,0,25,9,10,6,42,22,22,8,8,0,145,0,0,0,10,15,7,10,5,0,40,0,0,0,17,10,16,11,3,0,61,0,0,0,3,7,3,0,0,0,15,3,45,34,238,155,128,94,88,34,812,63,141,95,361,160,131,125,71,39,1180,2320,5073,4772,9227,5415,4963,3862,2097,820,38544,0,0,0,0,0,0,0,0,0,0,2012,4284,4242,7334,4273,3946,3085,1644,995,31819,0,0,0,5,0,0,0,0,0,10,0,0,0,11,0,6,7,0,0,28,0,5,9,118,17,4,5,0,0,160,0,0,0,9,0,6,3,0,0,21,0,0,3,74,31,20,9,0,0,142
SED10024,4,64,62,27,40,26,21,12,4,262,3,94,129,220,308,227,173,64,25,1242,0,0,5,31,26,35,16,12,4,130,4,14,19,86,36,18,30,11,0,224,0,10,7,35,15,9,0,0,0,69,0,0,0,8,12,14,15,3,0,58,24,82,70,69,69,60,33,10,3,416,0,5,4,34,49,14,14,5,5,123,0,0,0,12,18,20,6,9,0,60,0,0,6,7,25,20,9,4,0,75,5,84,86,232,273,228,150,120,41,1222,37,110,91,153,116,90,79,68,53,797,1899,6639,5461,7255,6039,4798,3629,2658,997,39384,0,0,0,6,0,0,0,0,0,7,1597,4964,3742,3433,3144,2214,1849,1823,816,23574,0,0,0,10,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,14,0,5,0,53,31,5,5,0,0,89,0,0,0,9,3,3,0,0,0,18,5,18,16,40,41,28,8,3,3,153
SED10025,0,12,7,37,10,9,9,4,0,98,0,9,10,90,49,27,27,16,0,228,0,4,3,69,24,25,22,8,5,159,0,4,9,68,12,9,8,4,0,105,0,4,17,54,11,4,6,0,0,86,0,5,3,61,33,41,18,8,0,164,7,40,15,63,21,16,12,11,0,185,0,5,11,101,90,50,27,11,0,299,0,0,0,5,6,3,3,0,0,23,0,0,0,11,9,4,7,0,0,25,14,46,73,599,215,173,151,95,41,1419,72,119,146,502,162,140,147,112,48,1461,2385,4339,4059,12285,5115,4467,3570,2077,801,39098,0,0,0,15,0,0,4,0,0,20,1941,3770,3090,5969,3430,2706,1837,967,496,24206,0,0,6,27,3,5,0,0,0,39,0,0,0,16,3,4,9,0,0,33,0,11,0,130,19,10,0,4,0,173,0,0,0,19,8,4,0,0,0,39,0,9,4,25,13,14,6,7,0,75
SED10026,0,0,0,0,0,0,0,0,0,8,0,3,8,30,23,11,6,5,0,93,0,12,5,48,13,15,4,3,3,104,0,0,0,14,0,0,0,0,0,14,0,3,8,12,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,8,4,17,4,11,8,6,0,54,0,0,0,27,8,5,4,0,0,45,0,0,0,6,0,0,0,3,0,16,4,7,8,19,15,9,3,0,0,58,5,14,17,98,36,44,46,46,14,314,217,567,419,938,423,462,369,239,97,3722,2858,6019,4674,10699,4740,4940,4024,2310,719,40985,0,0,0,0,0,0,0,0,0,0,2525,4972,3844,8282,4119,4230,3365,2107,899,34338,0,5,0,61,4,3,5,0,0,78,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,4,19,4,3,6,0,0,41
SED10027,0,6,4,13,9,10,4,8,0,51,0,7,8,38,25,14,15,7,0,109,0,0,0,22,8,9,15,4,4,60,0,6,7,28,0,3,4,0,0,48,0,0,4,35,11,10,3,0,0,59,0,0,0,12,17,19,8,8,3,63,0,13,12,22,12,11,3,6,0,78,4,53,114,538,438,496,260,71,33,2012,0,0,0,5,4,0,5,0,4,18,0,0,6,13,0,4,0,0,0,22,6,81,138,477,321,257,186,109,56,1637,119,280,205,527,203,205,161,116,90,1896,2730,5766,5540,10421,5145,4891,3513,1950,905,40860,0,0,0,7,3,0,0,0,0,14,2330,4878,4069,6048,2598,2162,1627,1112,694,25525,0,4,7,66,9,8,3,0,0,95,0,0,0,19,12,7,9,0,4,56,0,5,0,31,9,11,0,0,0,60,0,0,5,8,12,8,4,4,0,40,0,0,8,18,9,6,4,0,0,46
SED10028,0,67,52,71,45,33,35,15,3,325,3,52,56,115,112,75,39,25,8,482,3,42,54,184,133,189,146,41,21,821,4,15,18,155,44,29,39,10,0,315,4,5,14,25,16,9,6,0,0,75,0,0,5,12,14,13,5,0,0,52,11,47,28,48,27,18,17,7,5,199,4,4,12,84,76,68,31,9,0,292,0,5,0,3,5,12,3,5,0,46,0,0,7,10,21,6,0,0,0,41,16,110,93,223,154,171,104,86,41,1006,43,107,119,299,99,89,59,72,43,936,2001,6462,5591,10695,5687,5211,3975,2136,1067,42836,0,0,0,7,16,13,4,0,0,41,1735,4560,3565,2993,1988,1926,1547,1454,1146,20917,0,15,20,68,20,12,11,0,0,140,0,0,0,0,3,9,3,0,0,15,0,0,4,41,3,6,0,0,0,59,0,0,0,6,6,3,0,0,0,20,0,8,10,20,15,14,14,8,0,76
SED10029,0,0,0,10,0,3,3,0,0,22,0,0,0,3,5,0,0,3,0,15,0,0,0,24,10,11,12,7,4,62,0,0,3,15,4,4,3,0,0,31,0,16,45,139,22,20,17,0,0,251,0,17,3,41,28,22,16,14,7,156,4,11,10,14,6,4,0,0,0,54,18,147,321,1412,1400,1588,771,256,102,6008,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,281,407,1015,670,692,495,316,85,3962,161,421,395,864,386,332,247,160,60,3023,2745,6288,6700,11966,5837,5845,3958,2143,750,46236,0,18,59,116,44,23,13,0,0,273,2343,4370,3729,3431,845,760,498,383,244,16605,0,3,7,23,0,0,0,0,0,29,0,0,5,65,36,47,42,17,0,209,0,0,0,6,0,0,0,0,0,11,4,16,64,431,313,342,213,95,48,1530,0,4,4,11,0,0,4,0,0,20
SED10030,0,0,0,11,3,3,3,0,0,28,0,19,13,68,49,35,26,11,4,235,0,4,0,18,6,10,10,4,0,55,0,0,0,8,4,0,0,0,0,16,0,15,8,38,10,6,0,0,0,74,0,0,0,4,8,7,0,0,0,26,0,19,14,50,40,31,26,6,4,190,0,6,0,19,13,7,3,0,0,47,0,0,0,3,8,9,6,16,0,51,0,4,4,10,11,6,3,0,0,46,11,19,35,230,120,123,125,107,34,804,95,194,210,492,285,314,263,172,75,2099,2182,4539,4154,9277,5040,5075,4274,2694,870,38109,0,0,0,0,0,0,0,0,0,0,1871,3665,3501,6662,3603,3870,3436,2173,1069,29839,4,3,0,17,0,0,0,0,0,31,0,0,0,3,0,0,3,0,0,9,0,5,3,67,10,7,0,6,0,95,0,0,0,4,4,0,0,0,0,14,0,0,6,30,15,17,21,3,0,89
SED10031,0,0,0,0,11,4,0,0,0,25,5,8,4,44,33,20,19,9,0,154,0,0,4,14,10,4,0,0,0,34,0,0,0,8,6,5,0,6,0,22,0,3,8,18,3,0,0,0,0,35,0,0,0,0,0,4,0,0,0,10,3,12,14,21,25,21,25,4,0,131,0,0,3,17,10,3,5,0,0,34,0,0,0,0,8,3,10,7,0,38,0,0,0,6,3,4,0,0,0,22,4,14,33,128,69,106,93,67,19,525,133,324,271,541,374,430,377,252,115,2828,2256,5296,4438,8623,5385,5873,5148,2870,815,40699,0,0,0,0,0,0,0,0,0,0,1986,4512,3647,7206,4485,4556,4000,2181,878,33468,0,6,0,17,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,10,0,0,0,14,0,0,0,0,0,21,0,0,0,10,6,0,0,0,0,14,0,5,0,14,23,17,4,7,0,69
SED10032,0,7,8,15,3,4,13,0,0,47,0,3,7,14,18,7,8,3,0,57,0,12,33,221,123,103,58,26,13,588,0,0,4,69,9,3,7,0,0,95,6,9,14,58,11,7,3,0,0,105,0,5,16,152,143,120,77,38,3,566,4,17,18,28,3,3,0,0,0,76,0,9,27,109,120,150,89,32,15,553,0,0,0,0,0,0,0,4,0,4,0,0,3,17,7,3,0,0,0,28,29,166,234,1060,376,317,191,151,35,2561,300,594,588,1746,460,329,208,126,37,4389,4046,6896,7221,19446,5579,4651,3205,1724,553,53334,6,94,220,710,183,124,49,23,7,1411,3273,4658,3543,4784,1535,1051,812,494,296,20449,0,8,17,149,32,19,11,0,0,243,0,0,0,41,23,23,22,12,0,130,0,0,0,15,0,0,0,0,0,20,0,0,5,25,19,9,13,5,0,81,0,3,7,14,0,0,0,0,0,25
SED10033,0,6,0,5,0,3,4,4,0,25,0,7,19,57,50,31,21,4,0,194,0,0,0,31,5,5,8,4,0,56,0,0,0,7,0,0,0,0,0,14,0,5,4,7,0,3,0,0,0,21,0,0,0,5,9,6,0,0,0,14,8,6,6,28,13,19,9,3,0,90,0,0,3,11,5,3,5,3,0,31,0,0,0,7,10,7,3,7,5,39,0,0,0,0,10,4,0,0,0,18,0,13,9,103,79,116,99,74,16,517,60,195,209,453,240,214,166,114,53,1710,2390,5388,5307,9330,5332,5057,3688,1973,540,39002,0,0,0,6,4,0,0,0,0,11,2165,4652,4459,7743,4517,3693,2615,1429,557,31831,0,0,0,8,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,12,5,3,0,0,0,24,0,0,0,5,6,0,0,0,0,13,0,0,0,15,10,11,10,0,0,47
SED10034,3,8,0,8,8,3,0,0,0,31,0,14,14,68,54,42,37,17,5,253,0,0,0,5,8,5,11,0,0,31,0,0,0,3,4,0,0,0,0,11,3,9,9,25,8,4,0,0,0,52,0,0,0,10,5,6,0,0,0,20,4,12,15,43,32,27,5,9,0,144,0,10,0,22,19,4,11,0,0,64,0,0,3,6,3,13,5,4,4,48,0,0,5,13,0,8,0,0,0,29,0,38,33,236,155,153,116,75,22,819,40,90,74,211,100,119,79,89,48,846,2423,5375,4802,9300,5213,4636,3611,2041,678,38080,0,0,0,0,0,0,0,0,0,0,2358,4682,4084,7730,4273,3581,2850,1570,783,31909,0,0,3,13,0,0,0,0,0,16,0,0,0,10,0,6,3,0,0,25,0,6,7,60,9,3,5,0,0,90,0,0,0,5,0,3,0,0,0,14,0,5,3,45,15,18,6,5,0,93
SED10035,14,14,66,167,33,17,13,3,3,331,0,3,37,228,61,48,26,25,5,428,3,5,21,112,11,10,13,3,0,175,4,0,36,212,25,12,6,0,0,301,4,14,35,249,59,31,9,0,0,408,0,0,8,108,52,59,29,33,0,292,13,39,49,245,55,31,17,9,0,455,5,16,83,229,79,52,49,22,7,546,0,0,10,54,12,10,6,0,0,101,0,0,8,31,7,3,0,0,0,47,32,165,287,2425,430,315,326,225,78,4296,108,171,579,1634,288,238,162,99,39,3316,3093,3772,8500,29307,6225,4357,2818,1544,575,60189,0,0,4,7,3,0,0,0,0,16,2527,2961,3822,9582,2499,1741,919,514,236,24791,3,15,30,218,68,35,6,0,0,374,0,0,0,22,4,13,11,6,0,57,3,9,50,588,38,14,4,8,0,709,0,0,15,26,4,6,8,0,0,59,3,8,18,143,17,15,3,3,0,206
SED10036,0,7,5,9,7,10,3,0,0,41,0,9,11,41,31,26,27,9,4,164,0,0,8,23,13,36,29,11,6,122,0,0,0,15,9,0,4,0,0,21,0,11,5,35,8,9,4,0,3,76,0,6,13,53,53,44,10,9,0,189,3,14,13,42,10,12,8,0,0,103,3,22,59,312,251,219,116,26,7,1012,0,0,0,0,3,5,3,7,0,22,0,6,14,22,23,17,0,0,0,75,13,122,173,632,424,417,312,168,60,2314,143,330,350,686,240,201,124,114,54,2250,3202,6938,6567,11973,5750,5027,3182,1683,548,44865,0,0,3,29,5,13,0,0,0,52,2773,5754,4580,6152,2704,1699,1193,702,374,25927,0,13,11,128,51,35,7,3,0,248,0,0,4,63,41,60,23,9,3,207,0,0,0,29,4,8,3,0,0,51,0,3,8,84,31,28,25,13,0,193,0,4,4,14,3,3,3,0,0,27
SED10037,4,22,26,25,18,18,18,5,0,141,0,34,56,137,131,84,28,20,3,493,0,8,11,82,62,38,45,22,4,282,3,0,6,60,18,16,16,11,0,137,0,10,10,50,20,8,3,0,0,102,0,0,6,10,11,8,0,0,0,33,3,33,37,61,35,30,25,11,0,236,0,6,11,52,33,27,23,7,0,149,0,0,5,9,21,18,11,7,5,63,0,0,4,23,22,15,11,4,0,75,6,74,89,326,228,199,140,113,35,1211,41,99,104,244,130,105,87,76,40,930,2274,6071,5262,9945,6108,5109,3714,2219,638,41351,0,0,0,14,10,9,7,0,0,51,2071,4718,3758,4823,3431,2714,2095,1312,496,25416,0,3,0,21,7,0,3,0,0,45,0,0,0,4,4,0,0,0,0,10,0,0,4,29,14,4,0,0,0,55,0,3,0,7,7,0,3,0,0,24,0,11,7,27,23,15,11,9,3,103
SED10038,0,11,0,0,10,0,0,0,0,30,0,12,15,66,41,19,31,9,0,186,0,0,6,24,6,12,3,0,4,59,0,4,0,4,0,0,0,0,0,12,0,12,20,26,7,3,0,0,0,64,0,3,3,10,25,26,10,3,3,83,5,20,18,42,27,26,16,11,0,166,0,0,23,31,20,18,26,3,0,129,0,0,5,8,21,25,20,9,8,88,0,0,7,8,11,3,0,0,0,28,11,71,82,223,144,139,117,97,44,927,54,154,270,327,154,156,138,131,42,1427,2370,5522,5656,9566,5272,4837,3764,2312,851,40139,0,5,4,0,0,0,0,0,0,9,2123,4761,4654,7702,4210,3677,2812,1673,909,32528,0,0,3,23,0,0,0,0,0,25,0,0,0,13,7,7,3,3,5,37,0,0,4,25,8,0,0,0,0,37,0,0,0,3,0,0,0,0,0,6,4,11,0,64,34,13,5,0,4,131
SED10039,0,7,0,0,3,0,5,0,0,23,0,10,12,46,24,22,27,7,0,143,0,0,0,5,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,3,0,0,0,27,0,0,0,3,0,6,0,0,0,11,7,9,10,28,17,33,31,11,0,144,0,0,7,14,11,3,0,0,0,37,0,0,0,5,12,14,17,10,7,65,0,0,4,0,9,7,5,0,0,25,0,21,25,101,86,100,128,97,32,578,88,187,181,395,201,238,261,176,94,1817,2348,4946,4383,9076,4514,5224,4999,2738,863,39088,0,0,0,0,0,0,0,0,0,4,2032,4345,3734,7543,3893,4217,3873,1969,884,32493,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,16,3,3,0,0,0,22,0,0,0,3,4,0,0,0,0,7,0,5,6,40,16,14,9,8,0,103
SED10040,5,14,13,41,22,13,23,3,0,129,0,0,9,39,11,13,9,13,5,94,0,0,4,34,17,9,12,0,0,71,0,6,13,107,28,6,22,0,0,178,0,7,17,96,19,19,12,0,0,174,0,0,0,15,11,24,4,4,0,62,0,13,8,25,16,7,3,3,0,76,0,11,30,114,79,77,55,16,7,387,0,0,0,3,4,3,4,0,0,15,0,0,3,8,6,0,0,0,0,21,4,44,77,547,233,244,210,165,66,1580,95,168,288,676,201,191,137,97,52,1899,2559,4847,6594,15492,5052,5088,3810,2171,980,46596,0,0,0,4,0,0,0,0,0,7,2141,3810,3202,4279,1945,1283,831,522,491,18504,4,19,44,306,36,14,5,0,0,423,0,0,0,27,17,35,11,8,3,97,0,5,18,156,19,12,8,0,0,220,0,0,0,19,4,8,6,0,3,39,0,0,3,17,6,5,3,0,0,31
SED10041,7,64,43,50,40,24,23,10,4,258,7,78,108,210,207,136,105,50,8,917,0,5,5,85,69,54,41,15,3,278,4,12,15,121,38,14,29,11,0,249,0,15,10,38,16,5,3,0,0,88,0,3,0,11,14,9,5,0,0,44,16,61,65,55,49,45,22,13,0,321,0,5,6,41,64,19,13,3,3,152,0,0,5,6,14,16,8,4,0,53,0,0,0,12,25,15,12,8,0,75,18,98,69,358,252,197,129,102,40,1249,60,118,111,260,115,94,77,70,66,977,2269,6262,5441,9866,5877,4812,3538,2468,1253,41803,0,0,0,9,3,5,6,0,0,13,1873,4538,3681,3576,2817,2173,1868,1793,1270,23590,0,0,5,16,8,0,3,0,0,24,0,0,0,0,5,0,4,0,0,10,0,0,0,50,8,9,5,0,0,71,0,0,0,4,0,0,0,0,0,10,3,5,16,21,26,20,13,8,4,123
SED10042,0,0,0,0,5,3,3,0,0,13,5,10,17,46,26,26,29,9,0,182,0,0,0,6,0,0,9,0,0,15,0,0,0,3,0,0,0,0,0,3,0,6,5,34,3,0,0,0,0,54,0,0,0,4,4,0,0,0,0,8,0,10,15,13,22,17,21,5,0,103,0,0,0,11,9,0,0,0,0,20,0,0,0,4,6,11,8,10,5,54,0,0,5,13,5,8,8,5,0,42,5,10,28,82,57,80,83,63,27,431,65,167,148,383,185,191,224,165,72,1604,2249,4763,4598,8671,4758,5059,4863,3014,1009,38981,0,0,0,0,0,0,0,0,0,0,2053,4168,3958,7624,4086,4540,4174,2560,1207,34374,0,3,0,9,0,0,0,0,0,10,0,0,0,3,0,5,6,0,0,11,0,0,0,14,0,4,0,0,0,18,0,0,0,17,5,8,10,0,0,27,0,0,0,19,3,9,7,10,0,53
SED10043,0,3,4,13,7,3,7,3,0,38,0,0,9,17,11,8,8,4,0,59,0,0,0,16,20,7,14,4,3,72,0,0,0,25,4,4,9,3,0,54,3,0,16,28,11,3,0,0,0,62,0,0,0,15,23,14,12,3,0,61,0,6,6,25,5,4,3,0,0,66,7,24,98,369,290,452,255,62,22,1574,0,0,0,5,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,10,27,214,257,832,494,483,286,186,51,2824,221,529,459,1182,374,344,247,153,56,3573,3663,7226,6661,15036,5249,5001,3611,2050,745,49236,0,0,0,14,4,8,0,0,0,28,2995,5329,4163,4855,1352,836,515,364,257,20673,27,127,209,1487,259,103,23,6,0,2245,0,0,0,9,3,8,5,0,0,27,0,3,6,46,7,15,3,0,0,80,0,0,0,7,18,15,12,3,3,56,0,0,0,3,3,0,0,0,0,14
SED10044,4,49,25,59,28,26,20,6,0,221,3,19,24,185,106,48,48,18,12,466,0,4,3,93,30,19,20,16,5,190,0,11,7,86,16,13,5,3,0,146,7,11,20,105,24,7,4,3,0,178,0,6,0,48,19,13,7,9,4,98,14,65,54,93,55,35,33,16,3,357,0,9,5,63,52,26,16,5,0,189,0,0,5,16,13,10,9,5,0,64,0,0,5,25,5,4,14,4,0,60,11,107,71,699,265,194,171,111,66,1686,70,149,124,478,150,125,117,80,58,1350,2505,5660,4993,13403,5839,4577,3521,2073,814,43397,0,0,0,12,12,13,14,0,0,54,2322,4305,3559,6391,3399,2626,1917,1228,816,26557,0,0,0,54,8,9,0,0,0,71,0,0,0,7,6,9,0,0,0,23,0,8,6,178,26,9,3,0,0,228,0,0,0,10,8,3,0,3,0,28,0,4,0,59,18,22,19,0,0,132
SED10045,0,3,0,0,6,4,0,0,0,18,0,6,10,32,27,19,26,4,0,128,0,0,0,9,3,0,6,0,0,29,0,3,0,6,0,0,0,0,0,5,0,5,3,9,5,0,4,0,0,20,0,0,0,5,0,3,0,0,0,5,0,9,3,28,14,31,31,10,3,131,0,7,0,10,3,4,0,0,0,28,0,0,0,0,6,11,4,0,0,23,0,0,0,3,4,6,11,0,0,27,10,22,31,127,55,98,70,36,14,453,129,395,316,668,464,582,486,231,99,3371,1780,4745,4088,7487,4861,6065,5448,2378,796,37661,0,0,0,0,0,0,0,0,0,0,1565,4054,3320,6485,4164,4815,3995,2039,962,31394,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,16,0,3,0,0,0,27,0,0,0,4,0,0,0,0,0,4,0,4,0,26,17,17,8,4,0,87
SED10046,0,6,3,10,4,10,3,0,0,39,0,0,4,13,9,11,6,4,0,49,0,0,6,22,9,15,9,3,0,68,0,0,5,11,4,3,6,0,0,22,0,3,6,93,17,11,0,0,0,147,0,11,8,36,34,28,24,12,0,150,3,8,8,27,3,3,3,0,0,55,6,51,110,691,536,569,257,58,16,2281,0,0,3,0,0,8,5,0,0,13,0,5,12,27,12,10,6,0,0,66,26,183,271,1161,730,795,531,248,76,4010,231,476,434,1029,362,392,204,105,29,3259,3391,7199,7207,13511,5971,5624,3256,1475,396,48025,0,0,3,55,14,7,3,0,0,85,2856,5322,4701,4818,1614,1222,539,400,162,21633,0,5,14,168,10,16,7,0,0,225,0,4,9,126,73,120,69,25,5,429,0,0,0,4,5,0,0,0,0,20,5,11,36,287,157,142,67,22,7,725,0,0,3,6,3,0,0,0,0,21
SED10047,3,27,11,20,7,5,5,0,0,79,0,10,15,58,25,29,16,12,0,171,0,15,41,196,69,44,31,13,0,415,0,0,0,18,0,0,4,0,0,28,4,9,13,52,6,4,6,0,0,93,0,5,0,35,17,28,9,5,0,107,6,26,10,37,10,16,4,0,0,107,0,5,9,50,27,28,11,0,0,134,0,0,0,0,5,9,6,0,0,30,0,0,12,34,17,4,0,0,0,76,15,90,191,774,329,271,210,100,25,2009,294,606,567,1189,467,375,259,157,50,3956,5433,9692,7526,19071,6831,5235,3797,1875,395,59862,0,5,22,96,34,13,12,4,0,184,4678,7680,5327,10326,3587,2823,2113,998,269,37799,0,23,14,245,32,20,12,0,0,349,0,0,0,13,4,14,6,6,0,50,0,0,0,17,0,0,3,0,0,34,0,3,3,20,11,11,0,0,0,54,0,3,3,16,4,13,5,0,0,41
SED10048,0,20,9,17,7,7,11,0,0,73,0,6,13,57,44,45,31,12,9,213,0,6,15,72,47,52,30,15,0,232,0,0,0,18,3,0,5,0,0,24,4,11,11,90,7,12,13,0,0,150,0,0,0,38,26,16,6,7,0,96,0,10,13,39,19,12,7,4,0,113,0,10,23,196,105,79,30,14,0,464,0,0,0,7,4,4,6,5,0,28,0,4,17,28,17,9,0,0,0,74,21,140,172,749,425,418,292,159,23,2394,177,444,319,778,317,231,146,104,33,2556,4626,8577,7042,16923,6529,5716,3975,1642,383,55415,0,0,17,42,16,3,3,0,0,87,4057,6800,4570,6905,2364,2447,1860,752,349,30109,7,120,156,1493,366,177,49,0,3,2371,0,5,5,45,26,27,14,4,0,127,0,0,0,29,3,4,4,0,0,38,0,8,15,100,48,34,18,10,5,230,0,0,10,22,11,4,0,0,0,40
