SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED10024,0,0,0,0,0,3,4,7,0,15,0,0,0,9,0,4,3,5,0,23,0,0,0,0,6,3,3,3,4,19,0,0,11,19,0,0,0,0,0,32,3,12,8,8,23,14,14,27,11,124,5,25,63,108,158,147,84,71,20,675,0,0,0,0,3,0,0,0,0,8,0,0,0,17,4,3,4,0,0,39,0,0,0,10,46,26,15,19,11,127,0,3,13,107,49,50,28,12,9,263,0,0,0,14,13,8,12,7,6,68,0,0,0,0,0,0,0,0,0,0,0,7,11,17,37,45,38,20,15,193,10,45,41,62,37,39,29,14,3,283,11,81,110,286,325,222,152,84,25,1296,0,0,3,31,44,23,21,10,8,150,0,14,10,119,66,30,45,7,0,295,0,3,15,83,34,10,9,0,0,163,0,7,4,9,10,14,11,0,4,51,10,74,65,82,69,49,31,11,4,398
SED10025,0,0,0,0,3,6,21,17,10,69,0,0,0,14,3,10,10,9,3,50,0,0,4,13,8,4,3,0,0,30,0,0,44,48,4,0,0,0,0,90,0,3,4,10,6,4,6,7,0,46,3,17,31,156,130,101,61,36,9,545,0,0,0,8,8,14,3,4,0,32,0,4,11,40,6,7,8,3,0,74,0,0,0,7,12,0,4,0,0,24,0,9,26,272,70,54,58,11,5,507,0,3,0,38,16,14,19,11,7,97,0,0,0,0,4,0,0,0,0,6,0,0,6,21,31,26,21,13,4,137,0,15,17,47,20,21,16,8,5,158,5,9,14,101,45,49,24,10,0,257,0,0,8,72,20,34,23,14,6,181,0,0,7,92,16,22,15,5,0,157,0,7,6,149,52,10,14,5,0,236,0,4,3,42,31,43,17,16,5,159,14,22,16,71,33,23,23,7,4,211
SED10026,0,0,0,0,0,0,6,3,0,11,0,0,0,4,3,0,0,0,0,3,0,0,0,11,0,0,3,0,0,11,0,14,22,331,4,3,7,0,0,367,0,0,0,5,5,6,21,15,7,61,0,5,22,72,64,57,49,14,4,284,0,0,0,0,0,0,3,0,0,5,0,3,7,52,0,0,0,0,0,69,0,0,3,0,9,3,3,0,0,19,3,22,34,131,51,35,28,12,0,307,0,0,0,7,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18,12,18,0,72,0,5,3,0,0,3,0,0,0,16,0,16,5,45,16,9,5,8,4,107,0,13,8,48,11,7,4,4,0,90,0,3,0,26,0,0,0,0,0,28,0,3,6,34,13,4,0,0,0,68,0,0,0,0,0,0,0,0,0,6,0,4,3,27,8,9,18,3,0,80
SED10027,0,0,0,0,3,10,39,30,13,88,0,0,0,3,9,28,19,10,3,74,0,0,0,14,12,5,3,4,0,29,0,0,24,128,14,12,4,0,0,183,0,0,0,11,0,0,4,6,3,30,3,26,67,203,110,87,44,16,6,556,0,0,6,35,55,84,85,46,14,326,0,16,20,86,30,14,10,4,0,170,0,0,3,5,0,7,5,0,0,22,3,23,54,231,108,92,59,16,5,592,0,0,0,16,10,7,8,16,11,66,0,0,7,19,22,10,12,8,0,72,0,0,0,3,5,9,14,8,7,48,0,5,11,11,15,9,9,4,0,62,0,6,7,25,17,22,11,11,0,96,0,0,7,13,10,12,10,9,0,62,0,5,6,31,4,3,8,0,0,58,0,3,5,91,39,25,12,0,0,179,0,0,0,8,8,7,9,7,0,49,3,10,15,32,12,12,8,0,0,93
SED10028,0,0,0,0,0,3,9,6,4,26,0,0,0,12,4,8,7,0,0,28,0,0,0,13,11,13,7,5,0,52,0,0,27,68,11,4,0,0,0,115,0,5,9,3,7,10,11,20,19,81,3,30,82,83,75,79,57,44,18,467,0,0,0,5,0,0,7,0,0,10,0,64,27,163,31,19,13,4,0,315,0,0,0,4,7,3,6,5,0,33,0,37,24,236,65,67,75,19,3,530,0,0,0,9,18,13,21,5,3,78,0,0,0,0,0,0,0,0,0,0,0,4,0,11,16,13,21,17,9,95,7,36,55,59,53,42,46,16,6,313,3,46,70,120,117,63,46,29,12,502,0,35,47,188,164,222,104,58,33,848,3,24,27,159,71,59,65,9,0,412,6,3,10,83,28,14,11,4,0,153,0,0,0,12,11,12,3,0,0,43,10,52,42,50,20,18,8,4,3,214
SED10029,0,0,0,0,0,3,56,48,23,135,0,0,0,8,0,4,6,3,7,35,0,0,7,52,27,15,16,3,3,124,0,0,9,34,5,0,6,0,0,49,0,0,0,0,0,3,7,7,0,18,7,51,120,196,63,39,28,3,0,502,0,0,0,9,16,30,38,15,4,123,4,25,20,72,5,0,3,6,0,145,0,0,0,0,5,0,0,0,0,8,0,14,51,227,117,108,91,25,13,650,0,0,0,6,5,11,38,15,16,88,0,12,23,49,45,26,9,4,0,170,0,0,0,0,0,5,13,11,0,34,0,0,0,8,0,3,0,0,0,15,0,0,0,3,0,0,6,3,0,16,0,5,4,9,7,6,6,6,7,54,0,0,3,18,6,13,5,0,0,45,0,24,31,185,56,53,23,11,0,375,0,20,5,33,43,23,19,13,4,166,0,12,14,16,0,5,0,0,0,44
SED10030,0,0,0,0,0,12,22,22,6,57,0,0,0,3,0,5,3,4,3,28,0,0,0,5,0,3,0,3,0,17,0,0,25,124,0,0,0,0,0,147,0,3,0,21,5,14,34,33,13,118,0,23,45,180,130,173,144,62,23,778,0,0,0,0,0,3,0,0,0,6,0,3,0,20,0,0,0,0,0,26,0,0,3,16,16,15,13,0,0,61,3,26,22,234,94,118,62,14,7,572,0,0,0,24,12,12,22,4,4,81,0,0,0,0,0,6,0,0,0,6,0,4,3,23,24,36,44,42,21,208,0,3,0,18,7,0,5,0,0,39,0,18,12,83,58,39,29,18,10,266,0,4,0,20,9,5,7,0,0,40,0,0,4,19,12,6,0,0,0,39,0,9,11,123,60,22,3,5,0,227,0,0,0,6,6,4,3,4,0,22,0,7,17,62,32,30,36,11,3,188
SED10031,0,0,0,0,0,0,12,4,0,23,0,0,0,4,0,3,5,0,0,8,0,0,0,5,0,4,0,0,0,10,0,5,7,106,6,0,0,0,0,120,0,0,4,16,7,7,48,27,3,105,3,5,12,84,99,98,114,39,4,466,0,0,0,0,5,3,0,0,0,13,0,3,0,13,0,0,0,0,0,20,0,0,0,8,17,14,3,0,0,40,0,19,9,122,39,28,27,3,7,255,0,0,0,4,6,4,14,3,6,38,0,0,4,5,0,0,0,0,0,7,0,0,0,10,23,36,42,28,4,149,0,7,3,4,4,3,9,0,0,26,0,7,7,45,22,18,30,4,0,132,0,7,5,15,5,3,4,0,0,38,0,0,0,20,6,5,3,0,0,34,0,3,10,44,23,13,4,0,0,98,0,0,0,3,8,7,0,4,0,12,5,9,13,28,24,35,26,4,4,147
SED10032,0,0,0,5,5,15,78,94,39,236,0,0,9,25,9,7,11,18,9,71,0,0,4,44,25,21,16,3,3,120,0,10,531,1138,57,25,18,0,0,1789,0,0,0,0,0,0,5,3,4,17,9,37,82,210,106,64,28,6,6,545,0,0,0,9,11,6,8,5,3,35,13,130,119,507,52,28,12,3,0,868,0,0,5,3,8,3,0,0,0,16,0,33,86,545,208,199,133,40,6,1257,0,0,0,12,7,15,15,12,8,78,0,0,7,21,29,23,3,6,0,91,0,0,0,0,3,7,9,11,8,33,3,0,8,14,7,8,5,0,4,56,0,0,3,31,16,7,6,0,0,72,0,9,30,173,117,90,62,31,16,523,0,0,9,82,11,11,13,0,0,121,0,3,17,158,30,39,14,5,0,259,6,3,16,139,143,146,88,36,8,580,4,22,7,30,5,0,6,0,0,73
SED10033,0,0,0,5,13,52,96,58,8,232,0,0,0,0,0,9,0,0,0,12,0,0,0,0,5,0,0,0,0,3,0,0,17,45,0,0,0,0,0,61,0,0,3,6,14,9,51,25,20,126,0,9,28,111,119,120,73,29,5,497,0,0,0,10,0,11,11,3,0,31,0,0,0,12,8,0,0,0,0,21,0,0,0,0,4,16,0,0,0,29,0,8,11,104,60,53,32,3,4,276,0,0,0,12,7,9,9,0,5,36,0,0,0,3,0,0,0,0,0,3,0,0,4,9,28,32,37,22,3,136,0,4,0,7,8,9,0,0,0,34,0,7,22,59,53,24,19,6,6,203,0,0,0,16,6,6,3,3,3,41,0,0,0,15,7,0,7,0,0,29,0,3,3,47,17,12,7,0,0,91,0,0,0,0,0,3,0,0,0,3,3,3,11,38,13,19,13,4,6,110
SED10034,0,0,0,0,3,6,15,24,4,50,0,0,0,4,3,11,6,10,8,36,0,0,0,8,0,5,4,0,0,13,0,0,4,46,3,0,0,0,0,55,0,0,0,8,10,11,16,14,18,88,0,13,23,128,127,95,45,25,7,469,0,0,5,11,15,24,19,4,0,76,0,0,0,8,3,0,4,0,0,13,0,0,0,0,11,4,3,0,0,18,3,12,13,138,39,46,30,11,0,304,0,0,0,28,15,15,14,3,0,88,0,0,0,5,0,3,0,0,0,9,0,0,0,23,32,30,28,27,15,150,0,0,3,12,6,12,6,0,0,42,0,8,20,83,44,52,33,14,3,252,0,0,0,11,0,4,0,3,0,25,0,0,4,19,6,8,4,0,0,44,0,3,3,77,27,11,5,0,0,127,0,0,0,5,6,4,0,0,0,19,7,19,17,68,31,20,21,7,0,188
SED10035,0,0,0,7,0,8,23,25,12,83,0,0,0,30,4,10,4,4,0,51,0,0,24,29,6,0,6,0,0,67,0,0,45,84,3,0,0,0,0,135,0,0,7,36,5,4,8,0,3,71,7,15,118,515,186,130,61,24,3,1059,0,0,0,24,10,23,32,22,13,121,6,3,11,61,6,3,3,0,0,101,0,0,4,18,4,9,3,0,5,40,5,25,72,600,144,100,87,30,3,1066,0,8,0,130,12,15,21,10,5,195,0,0,0,3,0,4,3,6,0,12,0,4,11,142,34,21,20,10,0,240,6,13,70,172,30,21,22,5,4,327,0,0,40,178,66,32,44,17,6,375,0,0,20,77,16,17,8,4,0,146,0,3,25,221,23,14,10,0,0,304,3,10,52,517,107,61,21,3,0,793,0,0,6,69,58,55,34,32,7,255,14,27,56,282,29,20,13,0,0,451
SED10036,0,0,0,0,0,12,33,36,9,87,0,0,0,9,15,31,31,5,9,100,0,0,0,8,11,3,8,0,0,24,0,0,21,104,11,3,4,0,0,147,0,0,0,7,3,0,6,6,3,30,7,55,107,247,114,92,32,18,4,674,0,0,3,67,39,79,60,32,0,274,7,26,41,155,79,38,10,0,0,354,0,0,0,4,3,0,0,0,0,12,0,11,36,284,175,231,119,28,10,904,0,0,0,25,22,37,41,7,7,148,0,12,14,56,54,46,26,9,0,218,0,0,0,11,17,15,16,14,8,81,5,3,3,10,5,8,7,0,0,44,0,11,14,36,36,37,35,14,5,178,0,3,0,28,23,30,25,10,5,129,0,0,0,17,9,7,10,0,0,35,0,0,12,97,32,27,10,0,0,172,0,6,11,54,52,31,14,9,0,181,9,16,17,35,6,5,0,5,3,83
SED10037,0,0,0,0,0,3,9,4,3,17,0,0,3,7,5,8,6,0,0,33,0,0,0,19,12,10,11,7,5,60,0,5,122,355,16,6,3,0,0,506,3,3,3,13,11,11,17,17,9,92,3,25,38,141,129,135,87,38,7,610,0,0,0,0,0,4,0,0,5,12,0,14,3,74,13,11,9,0,0,120,0,0,5,10,23,9,8,3,0,52,4,42,61,377,153,119,82,23,11,867,0,3,0,35,27,25,44,6,3,140,0,0,0,0,0,0,0,0,0,10,0,9,14,15,34,44,25,24,11,171,3,22,24,46,31,23,21,4,0,173,0,39,48,158,114,88,68,22,7,545,0,8,12,90,58,41,34,22,3,272,0,4,5,75,31,28,27,4,0,168,0,7,15,126,43,32,11,6,0,243,0,4,0,9,3,9,0,0,0,25,4,26,41,77,43,31,21,10,0,250
SED10038,0,0,0,0,3,7,7,7,0,22,0,0,0,0,0,4,0,0,0,5,0,0,0,9,3,3,3,0,0,22,0,0,0,11,3,0,0,0,0,18,0,0,6,18,10,12,59,45,23,171,0,15,29,126,92,95,64,22,10,460,0,0,0,15,40,47,55,35,13,214,4,5,7,42,9,0,9,0,0,69,0,0,3,5,7,6,5,0,0,17,0,3,17,91,40,55,32,6,0,255,0,0,0,22,10,13,24,4,3,82,0,0,0,0,0,0,0,0,0,8,0,0,7,24,45,69,66,50,31,289,0,9,0,4,5,3,0,4,0,30,0,6,11,67,41,41,27,5,0,201,0,4,10,22,11,11,5,4,5,75,0,0,3,11,8,6,0,0,0,30,0,7,22,86,41,18,7,7,0,190,0,0,0,13,27,28,7,15,6,91,4,15,25,78,40,25,27,9,0,223
SED10039,0,0,0,0,3,5,20,10,10,59,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,38,0,0,6,5,3,9,50,37,19,138,3,10,21,82,84,103,91,35,3,441,0,0,0,7,13,18,8,0,3,48,0,0,0,12,0,0,0,0,0,18,0,0,0,3,10,6,0,0,0,21,0,11,20,98,40,59,43,7,0,273,0,0,3,11,0,6,12,3,5,48,0,0,0,0,4,0,0,0,0,5,0,4,3,14,21,48,77,48,14,237,0,3,3,6,0,3,10,3,0,26,0,0,12,45,18,26,26,15,6,140,0,0,0,13,3,5,3,5,0,25,0,0,0,7,0,0,0,0,0,7,0,3,11,38,26,10,0,0,0,103,0,0,0,5,5,4,0,0,0,13,5,8,10,52,20,15,23,12,4,160
SED10040,0,0,0,0,0,8,26,22,11,77,0,0,9,10,8,6,4,4,3,34,0,0,0,12,7,3,3,7,0,35,0,33,1142,2216,42,19,7,0,0,3460,0,0,0,4,0,0,9,8,0,21,3,25,74,176,109,108,58,11,5,581,0,11,8,142,96,208,258,133,62,924,0,0,3,33,9,6,3,0,0,54,0,0,0,11,0,0,3,0,0,26,6,40,76,612,203,165,86,27,16,1223,0,0,0,36,12,4,7,0,4,74,0,0,0,8,11,4,0,4,0,23,0,0,0,14,7,12,13,8,4,59,0,0,16,47,16,24,27,8,3,139,0,3,5,22,7,21,7,11,4,81,0,4,4,27,7,12,4,0,8,70,0,8,3,140,35,25,31,3,0,255,0,11,23,260,70,47,23,9,0,440,0,0,0,5,12,7,3,3,0,34,8,11,7,37,10,12,7,0,0,90
SED10041,0,0,0,0,0,3,3,4,5,16,0,0,0,3,5,9,5,6,0,22,0,0,3,6,9,4,0,0,4,31,0,4,64,204,14,6,0,0,0,292,0,4,7,10,11,8,21,19,16,98,5,38,70,112,158,125,107,50,41,700,0,0,0,0,4,0,0,0,0,9,0,17,0,65,14,10,8,6,0,120,0,0,0,3,14,11,8,6,0,47,7,28,26,274,91,74,51,11,10,573,0,0,0,30,13,37,23,15,6,128,0,0,0,0,5,0,0,0,0,8,0,4,18,14,22,42,28,26,20,177,4,57,36,64,50,26,27,9,4,271,7,73,103,233,248,155,97,67,14,1001,4,4,17,112,60,57,43,22,0,326,4,14,11,136,54,36,45,8,0,312,0,7,11,94,40,20,0,0,0,177,3,0,0,11,8,12,0,0,0,34,10,58,55,63,38,42,34,16,9,317
SED10042,0,0,0,0,0,0,17,3,0,25,0,0,0,5,0,9,0,3,0,21,0,0,0,10,3,0,0,0,0,14,0,0,4,16,0,0,0,0,0,18,0,0,0,5,5,16,43,39,15,123,4,22,25,128,96,125,103,69,27,601,0,0,0,0,0,7,5,0,6,16,0,0,0,4,0,0,3,0,0,7,0,0,4,4,9,14,10,0,0,47,0,9,13,102,41,60,28,9,4,262,0,0,0,13,0,6,21,11,10,52,0,3,0,13,5,11,9,4,0,41,0,4,12,11,17,38,41,27,22,173,0,0,0,8,0,0,3,0,0,17,0,12,18,60,45,29,24,17,0,202,0,0,0,9,3,6,4,0,0,27,0,0,0,4,0,0,0,0,0,7,0,3,5,62,30,13,4,0,0,120,0,0,0,3,0,0,0,0,0,7,5,8,11,46,15,21,19,11,0,135
SED10043,0,0,0,0,0,7,8,17,8,39,0,0,0,10,7,10,11,19,4,66,0,17,40,142,43,28,12,5,0,287,0,0,73,158,18,5,4,0,0,261,0,0,0,3,0,0,8,5,0,11,3,26,83,152,76,54,37,10,5,446,0,0,0,8,13,21,24,14,3,88,17,126,104,533,132,38,7,0,0,960,0,0,3,5,0,5,0,3,3,14,0,18,43,260,115,129,104,35,3,712,0,0,0,4,9,7,14,16,6,55,0,0,7,11,28,18,15,0,0,81,0,0,0,0,0,0,9,3,6,18,0,0,9,9,8,14,8,3,3,54,0,9,4,20,13,15,3,5,0,58,0,0,4,22,12,18,18,9,0,75,0,0,5,32,15,9,3,4,0,59,0,0,12,91,22,36,22,0,0,186,0,3,3,14,17,12,8,4,4,71,0,7,6,17,11,0,0,3,0,58
SED10044,0,0,0,4,5,9,8,8,5,44,0,0,0,15,3,0,3,4,0,30,0,0,0,12,11,0,3,3,0,28,0,0,48,125,3,0,0,0,0,180,0,9,0,18,10,3,11,13,7,69,5,33,35,181,145,132,91,35,10,667,0,0,3,18,4,10,6,3,0,45,0,3,7,52,9,6,9,0,0,86,0,0,3,10,17,10,6,3,0,51,0,15,30,407,87,87,65,23,5,719,0,3,0,91,19,19,41,15,11,201,0,0,0,0,0,0,0,0,0,0,0,4,3,39,27,30,31,20,8,169,4,30,15,81,32,23,29,17,10,235,6,22,21,159,91,51,54,28,30,467,0,11,3,74,24,25,27,11,6,183,0,7,4,129,34,12,11,0,0,201,0,9,23,224,52,27,17,7,0,355,0,5,0,44,14,8,11,6,0,94,10,54,29,138,49,43,22,13,6,364
SED10045,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,25,0,0,0,14,13,11,39,17,5,110,0,16,23,107,117,166,119,41,8,595,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,14,0,0,5,6,14,20,10,0,0,53,0,18,20,94,46,46,35,4,0,261,0,0,0,6,4,0,7,4,0,25,0,0,0,4,0,3,0,0,0,3,0,4,3,7,7,16,28,8,10,82,0,0,4,0,5,10,3,3,0,21,0,5,6,43,29,27,28,14,0,150,0,3,0,12,4,0,5,0,0,21,0,0,0,8,0,0,0,0,0,17,4,4,7,34,24,7,11,0,0,96,0,0,0,0,0,0,0,0,0,0,0,9,8,45,19,34,37,21,0,165
SED10046,0,0,0,4,3,14,35,35,10,95,0,0,6,27,12,17,16,9,3,96,0,0,3,21,0,12,5,0,0,46,4,0,48,182,13,4,6,0,0,253,0,0,0,3,0,0,5,3,5,23,9,96,174,339,113,58,26,11,0,835,0,0,8,68,49,55,76,21,5,288,4,38,49,247,45,15,9,5,0,411,0,0,0,0,0,0,5,0,0,7,3,30,60,392,180,270,161,44,16,1156,0,0,0,20,24,42,32,17,9,152,0,34,46,109,79,95,38,16,0,407,0,0,0,5,4,13,9,8,3,42,0,0,0,12,6,9,10,0,0,40,0,0,5,23,12,8,9,8,0,60,0,0,0,23,16,15,11,7,3,70,0,0,0,23,3,7,0,0,0,34,5,5,7,132,46,36,16,7,0,250,0,5,8,48,41,13,21,3,0,147,0,10,11,22,0,3,0,0,0,56
SED10047,0,0,0,16,13,64,103,75,16,291,0,0,3,23,12,12,22,4,4,74,0,0,0,34,15,9,4,0,0,70,0,7,31,276,10,12,7,0,0,351,0,0,0,11,5,9,30,25,5,88,14,155,239,718,244,140,78,14,0,1609,0,0,0,3,4,8,5,10,0,22,5,51,41,260,41,33,19,3,0,454,0,0,0,0,0,5,0,0,0,15,8,119,277,1253,532,369,217,75,24,2864,0,0,0,14,7,13,21,7,8,71,0,35,64,145,129,92,49,20,4,526,0,0,7,9,17,52,61,30,12,182,0,32,10,22,5,13,4,4,0,91,0,7,16,60,32,35,18,12,0,173,4,16,22,207,56,56,35,6,0,405,0,0,0,23,0,4,5,0,0,42,3,8,12,107,34,33,7,0,0,205,0,0,4,28,28,16,12,4,0,94,0,12,14,34,10,9,13,0,0,96
SED10048,0,0,0,4,0,16,35,17,5,73,0,0,4,31,21,35,25,17,10,151,0,0,0,12,4,3,3,0,0,33,6,46,177,1437,75,59,23,0,0,1833,0,0,0,5,3,6,18,5,5,41,19,148,249,546,174,113,64,27,7,1355,0,4,6,36,34,27,27,10,0,144,4,96,66,369,89,37,17,3,0,684,0,0,3,9,6,3,0,0,0,29,0,66,159,710,368,387,230,65,12,2000,0,0,3,29,29,43,48,22,6,175,3,15,53,124,123,130,67,19,6,545,0,5,0,12,11,43,66,32,9,175,0,18,8,24,10,7,8,0,0,79,0,4,8,65,57,54,33,17,9,247,0,5,19,69,46,33,27,14,0,222,0,0,0,21,9,4,4,0,0,39,0,7,18,182,67,43,28,10,0,348,0,4,8,32,22,11,5,0,0,90,3,15,13,34,9,14,7,3,0,98
SED10049,0,0,0,0,0,8,6,7,0,19,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,36,0,0,0,0,3,8,23,21,6,63,3,25,32,135,102,80,46,20,0,442,0,0,0,0,3,4,0,0,0,5,0,3,0,22,8,7,3,0,0,41,0,0,0,3,6,7,0,0,0,18,0,20,29,155,70,89,38,11,0,409,0,0,0,6,4,4,10,3,8,38,0,0,0,6,6,0,3,0,0,25,0,3,8,17,14,34,35,18,4,128,0,7,0,5,3,0,0,0,0,14,4,19,18,61,54,9,11,6,5,179,0,5,5,26,5,0,5,0,0,44,0,0,0,39,8,0,0,0,0,46,0,8,9,53,16,10,0,0,0,104,0,0,0,0,0,0,0,0,0,5,0,11,10,45,8,17,7,0,0,94
SED10050,0,0,0,3,3,0,7,0,0,14,0,0,0,4,0,4,4,0,0,8,0,0,0,5,0,4,0,0,0,3,0,5,30,57,0,0,0,0,0,88,0,13,8,89,41,23,16,21,10,220,3,33,48,348,232,187,106,52,14,1015,0,0,0,0,5,0,9,3,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,6,34,11,9,0,3,56,0,10,13,122,52,50,35,8,3,299,0,0,4,77,18,18,12,6,0,141,0,0,0,0,3,5,0,0,0,6,0,7,19,101,74,71,33,28,6,339,0,35,24,33,23,17,9,6,0,155,0,38,35,274,167,84,43,26,3,668,0,0,0,3,12,15,0,5,0,37,0,0,7,22,3,8,10,0,0,55,0,8,17,91,39,24,13,0,0,189,0,0,0,15,16,4,8,4,0,43,35,80,65,367,117,71,35,12,0,780
SED10051,0,0,0,0,0,15,46,51,23,140,0,0,7,13,7,12,16,3,0,60,0,0,0,3,0,0,0,0,0,11,0,0,6,19,7,0,0,0,0,28,0,5,7,23,8,3,14,12,0,68,3,18,50,251,172,129,77,36,13,742,0,0,0,10,0,8,6,5,0,33,0,0,3,19,0,6,0,0,0,32,0,0,0,13,8,7,9,4,0,46,0,24,48,244,139,123,100,21,9,701,0,0,3,73,32,37,55,17,7,229,0,0,0,0,0,4,3,0,0,13,0,0,8,60,36,37,43,18,8,202,4,14,16,43,29,29,31,8,0,173,0,12,46,155,179,61,33,40,4,533,0,0,5,26,13,9,9,0,0,74,0,0,6,67,19,23,25,0,3,150,0,5,7,108,41,26,31,0,0,228,0,0,0,20,22,28,26,3,4,97,10,15,14,115,35,23,5,0,0,221
