LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA11520,0,7,39,165,115,61,46,18,4,464,0,0,0,13,5,0,3,0,0,25,0,0,0,8,14,6,3,0,0,29,12,67,73,737,232,207,189,126,74,1725,60,148,148,617,178,165,158,135,149,1759,2280,4594,4632,14614,6261,5512,4353,2594,1380,46218,0,0,0,24,6,3,4,0,0,33,4501,8032,6699,12719,6638,5306,3522,1771,740,49943,0,0,12,78,12,3,0,0,0,106,0,0,0,32,14,11,7,4,0,67,0,11,4,237,38,10,3,4,0,316,0,0,7,32,21,4,3,0,0,71,3,11,9,65,34,25,15,4,0,165,0,0,6,47,40,35,38,8,4,174,21,131,524,3623,715,999,647,220,113,6992,0,0,6,17,16,36,42,45,21,172,0,11,3,101,24,63,109,51,22,384,18,105,86,565,443,409,279,159,53,2124,0,5,11,66,38,49,25,24,7,218,5,0,0,85,24,18,16,4,0,154
LGA11570,30,218,891,3697,2615,2538,1433,453,247,12122,0,0,0,6,8,3,3,9,4,27,0,3,8,29,20,15,4,0,0,77,59,575,696,3274,1629,1376,1158,738,329,9838,692,1444,1309,3488,1297,1113,864,561,417,11189,11922,23590,22826,52601,23366,21181,15337,9249,4933,184997,3,47,133,344,96,70,20,0,0,718,22472,40576,33630,43702,16439,11493,7350,4315,2552,182532,67,370,612,4793,899,449,126,15,0,7334,0,0,5,114,66,88,60,29,12,377,10,42,50,567,90,69,17,12,0,860,0,4,17,98,122,126,103,44,11,526,6,10,22,97,44,33,10,6,0,232,4,10,16,111,104,117,110,75,9,554,39,253,907,6066,3414,4467,2586,1072,699,19510,0,3,5,51,42,91,150,176,65,588,26,169,166,877,342,453,482,319,113,2941,18,105,99,558,441,539,498,319,137,2714,5,36,90,651,455,496,375,142,28,2283,0,9,9,84,52,33,27,9,8,234
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,16,0,0,0,0,0,19,4,19,14,33,20,33,20,14,0,165,107,180,138,367,164,178,100,58,37,1343,0,0,0,0,0,0,0,0,0,0,187,299,228,488,259,307,198,92,51,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,0,5,9,4,4,0,0,0,25,0,4,3,6,9,4,0,0,0,24,0,0,0,5,0,0,0,0,0,5
LGA11650,0,17,20,125,60,24,23,4,0,271,0,9,7,48,42,41,40,52,14,250,0,4,19,56,28,36,13,7,0,164,9,101,114,789,498,495,518,370,149,3046,365,915,810,1919,944,983,1141,1097,765,8934,9413,20739,18857,40945,22793,23597,21797,13850,6619,178618,0,0,0,12,0,0,0,0,0,20,18495,39140,34502,62015,33438,33172,28878,17073,7007,273712,0,14,5,97,3,5,5,0,0,131,0,0,6,18,12,19,13,5,0,73,0,13,15,283,53,16,16,9,0,406,0,6,8,41,17,6,5,0,0,94,4,40,50,225,130,113,77,37,12,681,0,6,10,63,91,63,87,67,8,390,6,57,73,560,344,384,343,100,25,1893,0,3,0,17,28,74,68,87,26,307,3,26,6,90,20,58,88,93,43,424,39,458,643,2346,2222,3284,3220,2590,982,15787,0,13,19,150,84,91,59,24,3,443,4,16,11,122,59,53,53,24,10,346
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,50,19,21,21,11,9,175,39,106,102,228,116,117,87,45,13,846,0,0,0,0,0,0,0,0,0,0,76,166,152,300,170,177,157,77,16,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,6,27,3,0,0,0,0,46,0,0,0,3,0,7,6,0,0,24,0,0,0,8,3,0,0,0,0,19,0,0,7,51,26,35,39,22,8,189,93,167,182,375,170,174,165,133,76,1548,2077,4163,3695,8366,3817,3858,3279,1593,749,31603,0,0,0,5,0,0,0,0,0,5,4092,8082,7030,15029,6682,6400,5287,2369,945,55921,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,4,5,20,8,9,0,0,0,49,0,0,0,0,3,3,0,0,0,11,0,0,3,32,25,10,4,8,0,83,0,0,0,0,7,0,4,4,0,20,0,0,0,4,0,4,5,0,0,21,0,13,28,126,173,308,320,184,53,1199,0,0,4,15,12,3,13,4,0,51,0,0,0,13,5,11,5,5,0,33
LGA11730,0,0,0,7,5,0,0,0,0,17,0,0,0,0,0,4,4,3,0,22,0,0,0,4,4,5,0,0,0,16,4,5,11,49,39,44,42,23,7,222,79,191,165,424,250,285,283,195,95,1963,1285,2895,2384,5258,3368,4252,4123,2406,1070,27059,0,0,0,0,0,0,0,0,0,3,2402,5538,4620,8866,5415,6854,6746,3761,1435,45642,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,9,0,4,4,21,11,7,17,8,0,73,0,0,0,9,4,6,6,0,0,22,0,5,6,30,20,13,9,0,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,11,0,22,13,113,106,318,379,278,78,1307,0,0,0,9,4,5,9,10,0,30,0,0,0,6,4,12,6,4,0,34
LGA11750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,17,23,40,42,89,33,38,25,26,5,318,131,284,218,565,208,253,176,113,45,1993,0,0,0,0,0,0,0,0,0,0,232,461,356,781,341,421,296,159,58,3113,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,9,0,4,0,4,0,27,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA11800,0,0,3,32,5,0,3,0,0,46,0,0,0,5,4,16,8,6,4,36,0,0,3,6,9,4,3,0,0,25,8,55,90,294,113,94,91,60,28,830,93,239,217,572,256,299,257,284,181,2403,2021,4877,3996,9386,5136,5581,5252,3089,1402,40746,0,6,23,23,9,6,0,0,0,66,3781,8732,6811,13209,7606,8192,7776,4081,1587,61784,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,8,0,0,0,29,6,6,0,0,0,41,0,0,0,9,0,0,0,0,0,10,0,5,9,67,32,38,30,20,4,207,0,0,0,12,7,0,11,0,0,30,0,4,16,90,33,34,16,7,3,202,0,0,0,0,0,7,3,12,0,27,0,5,0,14,0,0,11,12,0,44,7,65,76,282,337,532,608,460,182,2546,0,4,0,28,22,26,13,3,3,94,0,0,3,26,12,14,15,7,3,86
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,12,0,18,15,23,21,21,20,20,4,151,111,314,231,454,279,315,261,171,75,2227,0,0,0,0,0,0,0,0,0,0,226,582,441,794,464,506,471,284,105,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,19,6,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,31,77,25,40,39,18,3,299,131,225,199,465,222,258,189,117,55,1861,0,0,0,0,0,0,0,0,0,0,254,413,326,671,368,424,326,184,74,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,11,0,3,29,20,46,41,99,53,66,89,62,25,498,288,640,534,1070,678,840,878,565,230,5732,0,0,0,5,0,0,0,0,0,5,557,1239,1001,1673,1104,1403,1430,882,318,9605,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,8,50,7,3,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,9,14,53,67,38,10,198,0,0,4,20,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,22,7,14,8,9,4,73,24,76,52,106,69,57,78,49,21,528,342,724,650,1285,791,863,951,563,247,6409,0,0,0,0,0,0,0,0,0,0,634,1309,1190,2064,1317,1474,1529,884,348,10740,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,3,0,3,0,9,6,4,5,5,0,22,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,4,0,3,0,12,18,42,59,49,5,194,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5
LGA12380,4,20,107,526,560,750,559,154,64,2748,0,0,0,4,0,3,3,6,0,18,0,0,16,29,12,8,0,0,0,65,39,302,458,1669,782,679,469,330,144,4873,486,1069,962,2660,776,729,467,286,150,7586,7875,14951,14615,37199,12731,11675,8293,4556,2047,113938,32,348,854,3308,884,478,209,74,22,6206,14527,23017,16828,20842,6594,4771,3793,2097,1070,93550,3,48,75,693,150,83,45,9,0,1108,0,0,8,124,79,105,78,44,10,445,0,5,0,59,8,7,5,5,0,93,0,0,17,73,97,69,63,26,16,352,3,12,10,41,11,7,3,0,0,85,0,4,8,81,66,76,73,55,10,374,29,155,1060,5999,2682,3100,1489,693,328,15537,0,3,4,42,64,126,256,243,63,799,7,65,59,244,70,111,125,79,26,796,4,48,43,167,109,247,251,186,74,1138,0,21,74,565,375,393,259,107,25,1817,0,0,0,32,9,7,12,6,4,69
LGA12390,0,0,0,21,4,5,0,0,0,36,0,0,0,0,0,0,3,0,0,3,0,0,15,22,11,0,0,0,0,53,3,13,11,83,17,17,13,10,9,166,156,314,257,665,289,235,226,192,70,2398,1943,3694,3055,7497,3217,3297,2652,1701,722,27784,0,0,0,5,0,0,0,0,0,5,3527,6633,5382,10900,5174,5388,4257,2509,969,44736,0,11,0,122,6,3,3,0,0,145,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,8,0,0,0,20,4,0,3,0,0,30,0,0,0,21,0,0,0,0,0,25,0,7,13,95,28,23,9,3,4,183,0,0,0,0,0,0,0,5,0,4,0,3,0,7,0,5,0,0,0,19,5,20,22,86,52,128,123,92,28,564,0,4,7,45,9,9,4,0,0,80,0,0,0,16,0,5,4,0,0,30
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,11,0,0,28,5,27,29,62,40,40,39,28,14,277,257,622,444,1017,648,767,610,315,112,4781,0,0,0,0,0,0,0,0,0,0,493,1196,848,1779,1109,1319,1049,539,154,8492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,28,26,46,65,37,6,206,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,0,0,0,0,3
LGA12730,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,16,19,49,45,105,41,70,44,47,16,429,206,483,448,892,532,653,533,365,175,4286,0,0,0,0,0,0,0,0,0,0,407,901,770,1358,877,1047,938,556,234,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,19,36,16,4,97,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA12750,0,0,3,4,14,3,3,0,0,28,0,0,0,3,0,7,6,3,4,21,0,0,0,4,0,3,0,0,0,7,0,4,0,37,29,66,71,61,19,280,61,166,124,335,205,262,283,172,88,1700,797,1932,1507,3471,2479,3652,3899,2043,915,20696,0,0,0,0,0,0,0,0,0,0,1508,3533,2852,5462,3771,5252,5624,2582,1014,31607,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,4,3,0,0,13,0,0,0,4,0,0,0,0,0,6,0,4,4,21,10,20,16,9,0,89,0,0,0,8,5,6,5,9,5,34,0,0,0,16,15,6,8,7,0,58,0,0,0,0,3,16,44,43,18,116,0,0,0,0,0,3,3,4,0,12,0,16,21,73,149,447,662,431,145,1936,0,0,0,9,0,4,3,5,0,24,0,0,3,5,8,13,4,9,5,42
LGA12850,39,362,1053,5513,4535,3828,2359,763,416,18871,0,0,0,0,0,5,9,0,0,9,0,6,7,4,3,3,0,0,0,22,44,457,613,1850,1414,1627,1428,752,323,8511,328,723,687,1493,693,657,539,305,188,5602,5331,12725,14131,26492,14164,14137,10596,5346,2690,105605,9,34,87,239,62,38,10,4,0,484,9820,19772,19068,17890,4888,4510,2630,1261,565,80400,0,5,10,66,10,6,5,0,0,100,0,0,13,229,151,227,161,79,33,894,0,0,0,15,5,6,8,0,0,30,20,111,324,1942,1559,1736,1170,466,186,7507,0,4,14,33,5,9,4,0,0,75,0,6,29,155,239,306,383,228,52,1411,9,56,131,828,613,878,618,358,366,3846,0,0,0,161,137,338,520,448,187,1791,0,8,29,72,36,75,81,68,30,402,7,26,22,57,79,211,222,141,67,822,0,28,41,400,226,331,195,65,25,1302,0,0,18,30,11,16,9,4,3,91
LGA12870,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,4,8,3,10,9,0,33,18,44,37,87,55,78,79,63,25,499,288,679,576,1173,771,985,1068,670,264,6471,0,0,0,0,0,0,0,0,0,0,561,1301,1079,1945,1314,1632,1763,966,373,10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,12,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,27,69,86,95,29,321,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3
LGA12900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,13,23,47,48,104,37,62,47,46,18,435,287,664,478,1039,556,604,541,377,174,4716,0,0,0,0,0,0,0,0,0,0,507,1187,926,1690,929,1023,962,616,237,8068,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,24,16,15,5,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA12930,0,12,50,264,164,134,95,38,13,771,0,0,0,3,3,0,4,9,0,23,0,0,5,15,3,0,9,0,0,32,11,64,114,804,418,454,382,289,110,2644,110,269,310,888,327,296,259,198,175,2835,3617,8073,9330,22133,10033,9656,7319,4469,2610,77250,0,0,0,14,4,0,0,0,0,21,7152,14393,12913,16952,8760,6724,4863,2913,1832,76519,0,22,94,538,86,44,16,0,0,800,0,0,4,80,50,98,41,24,11,315,0,16,40,377,49,34,15,0,0,542,0,3,0,34,15,25,8,3,3,90,4,8,11,62,31,19,8,5,0,154,0,6,11,96,63,51,59,28,0,317,54,487,1103,7145,3375,4472,2673,1126,691,21125,0,3,7,51,52,130,185,214,77,719,0,29,41,261,155,251,249,199,77,1262,21,79,73,362,299,349,300,264,88,1839,0,6,32,234,166,170,94,50,15,774,0,5,6,55,25,21,9,9,4,131
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,23,60,38,35,30,24,14,266,128,273,201,468,267,330,261,179,72,2174,0,0,0,0,0,0,0,0,0,0,235,490,334,715,448,540,472,279,104,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,5,5,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,5,5,0,27,17,56,45,98,60,69,63,51,29,486,186,496,426,847,559,699,691,433,188,4518,0,0,0,0,0,0,0,0,0,0,344,858,730,1362,883,1143,1078,666,233,7287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,45,57,48,12,189,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA13310,0,0,0,9,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,10,0,9,13,59,20,28,29,24,4,182,48,131,91,271,102,137,134,88,48,1037,876,1910,1584,3865,1993,2115,1935,1114,508,15909,0,0,0,9,0,0,0,0,0,9,1700,3562,3067,6215,3306,3446,2872,1598,632,26387,0,3,0,20,4,0,0,0,0,38,0,0,0,0,3,0,0,0,0,4,0,3,0,23,0,0,0,0,0,27,0,0,0,11,4,0,0,0,0,10,0,0,0,7,10,4,0,3,0,23,0,0,0,4,5,0,8,0,0,16,0,0,9,64,22,24,11,4,0,136,0,0,0,0,0,4,7,3,0,27,0,0,0,3,0,4,4,3,0,19,0,13,9,72,74,170,191,138,46,712,0,0,3,25,15,13,3,4,0,59,0,0,4,0,6,0,8,4,0,21
LGA13340,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,3,0,0,24,17,49,52,86,74,87,69,38,12,492,325,751,574,1147,709,818,698,339,134,5492,0,0,0,0,0,0,0,0,0,0,609,1454,1095,1874,1142,1319,1186,590,180,9443,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,16,31,56,50,32,8,187,0,0,4,5,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3
LGA13450,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,12,0,0,0,24,0,7,21,89,37,41,13,10,0,235,51,132,101,245,128,111,125,88,56,1036,862,1712,1543,3656,1730,1577,1210,768,429,13494,0,5,3,11,14,7,0,0,0,44,1594,2960,2574,4310,2324,2260,1600,860,358,18844,0,0,0,20,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,3,0,0,0,25,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,0,0,6,0,9,0,0,0,14,0,5,0,38,20,12,9,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,8,14,45,37,52,29,36,6,215,0,4,17,55,46,32,13,3,0,173,0,0,0,7,0,0,4,0,0,9
