LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA11750,0,4,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,0,10,0,6,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,6,24,5,4,5,3,0,34,43,84,71,176,70,85,75,41,9,648,279,552,458,1100,444,552,390,211,75,4059
LGA11800,0,9,12,9,3,3,0,0,0,33,0,0,5,17,31,25,12,0,6,99,4,33,32,164,62,67,37,8,0,405,0,0,0,14,15,7,17,4,6,61,0,0,4,5,7,0,3,0,0,17,0,5,15,24,35,58,71,57,21,287,0,5,0,16,0,0,8,0,0,29,7,23,34,108,100,64,64,26,6,425,0,3,4,18,9,0,6,5,0,40,0,5,3,83,0,5,0,0,0,98,0,33,44,55,32,15,8,4,0,188,3,0,0,5,7,0,3,0,0,12,3,26,15,78,40,29,67,10,0,269,0,7,0,54,10,8,6,0,0,86,0,0,3,8,11,24,21,13,5,71,0,0,6,13,14,12,11,6,0,54,16,116,166,542,210,202,159,133,51,1589,185,473,447,1172,562,600,526,467,293,4716,4060,9907,8105,18059,9821,10579,10183,5726,2320,78759
LGA12000,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,9,0,25,12,30,24,57,37,49,44,33,18,311,240,624,475,880,533,599,565,335,135,4385
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,53,84,66,135,54,73,56,48,4,566,309,503,390,857,435,511,404,240,85,3732
LGA12160,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,10,24,7,3,7,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,8,11,9,0,29,0,0,0,0,0,0,3,0,0,6,0,0,0,3,10,6,4,0,0,23,0,0,0,4,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,11,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,13,0,0,0,4,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,15,0,9,15,6,0,57,43,106,82,195,115,145,177,109,44,1020,607,1378,1128,2091,1303,1674,1763,1086,382,11403
LGA12350,0,3,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,6,3,17,5,13,11,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,11,12,8,3,31,0,0,0,0,5,0,0,0,0,10,0,0,3,7,9,4,5,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,0,4,0,0,30,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,11,11,21,40,10,20,18,19,3,147,38,131,131,215,148,126,166,98,29,1082,684,1474,1372,2490,1560,1763,1869,1105,411,12724
LGA12380,77,497,693,2821,374,213,84,13,0,4787,0,0,3,14,11,10,7,4,0,51,14,121,291,1731,740,704,490,143,30,4265,0,0,0,44,25,53,72,39,28,265,0,12,32,75,77,85,25,12,0,325,0,0,0,13,12,41,61,52,25,201,8,33,45,84,38,33,38,10,5,298,0,9,29,89,62,43,37,9,6,291,12,101,251,1568,848,747,461,248,92,4329,3,9,31,517,59,37,44,5,0,701,4,22,67,491,102,69,38,8,0,796,17,49,91,816,936,930,583,340,49,3819,17,73,48,87,21,21,16,0,3,285,10,33,176,853,1003,1443,947,281,112,4865,0,0,0,5,0,7,9,6,0,30,0,0,17,51,22,16,3,0,0,127,83,594,902,3527,1540,1358,906,656,252,9827,1044,2247,2186,6049,1772,1459,963,595,262,16583,16450,30434,31305,79715,25996,23165,16129,8806,3442,235439
LGA12390,4,12,10,142,7,0,0,0,0,172,0,0,3,6,9,5,4,0,0,27,8,41,35,173,65,30,16,12,0,380,0,0,0,5,0,8,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,15,9,15,3,73,0,3,0,0,0,0,0,0,0,17,0,12,12,40,19,12,4,10,4,124,0,26,11,89,27,14,6,7,0,183,0,0,0,30,0,0,0,0,0,35,0,12,0,29,3,7,0,0,0,62,0,0,0,0,0,0,0,0,0,8,5,6,8,31,7,6,14,6,0,77,0,3,0,47,11,5,4,0,0,70,0,0,0,0,0,0,6,0,0,4,0,6,16,36,24,11,9,0,0,101,6,29,25,160,43,41,42,32,11,385,312,689,558,1334,574,519,439,330,126,4898,3888,7620,6236,14991,6273,6424,5169,3131,1186,54922
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,10,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,7,4,7,9,4,0,43,18,52,44,113,62,83,77,59,16,530,509,1257,915,1985,1242,1529,1254,658,184,9541
LGA12730,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,16,4,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,0,20,0,4,0,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,10,0,8,10,0,3,33,37,111,89,204,96,131,103,80,29,875,444,1037,876,1709,1022,1262,1136,676,286,8456
LGA12750,0,0,0,3,0,0,0,0,0,6,0,3,0,0,11,12,9,6,0,31,0,13,12,54,38,16,15,3,0,145,0,0,0,3,8,8,16,6,4,40,0,0,0,3,0,0,0,0,0,6,0,0,0,6,19,48,86,54,25,239,0,0,0,3,0,3,6,0,0,22,0,5,0,25,26,39,35,18,5,145,0,0,0,10,3,5,3,0,0,22,0,0,0,3,0,0,0,0,0,6,0,4,5,24,16,6,4,0,0,57,0,3,0,0,3,4,0,4,0,17,0,5,4,19,17,33,42,24,0,150,0,0,6,10,25,8,7,0,0,47,0,0,0,5,3,17,6,8,3,50,0,0,0,4,3,7,4,5,0,19,0,12,6,58,48,104,148,116,43,542,127,335,281,595,423,554,600,349,145,3406,1648,3971,3238,6719,4767,6929,7823,4000,1498,40593
LGA12850,9,28,54,194,26,25,22,3,4,357,0,0,4,9,4,0,0,3,0,21,7,64,162,775,365,388,490,114,31,2385,0,0,0,32,43,77,129,65,42,390,3,56,103,241,219,179,93,13,4,920,0,0,0,12,9,33,39,35,13,143,0,6,4,36,11,21,26,6,0,106,0,3,3,22,18,12,18,13,3,91,0,6,4,49,18,34,43,17,9,183,0,0,14,62,22,23,24,3,0,157,6,58,129,868,179,155,109,20,3,1526,9,76,19,114,140,137,114,75,16,682,3,25,47,80,21,13,11,3,0,212,86,736,1938,9001,8031,7867,4386,1356,665,34072,0,0,0,0,0,4,12,5,0,23,0,3,10,10,10,3,0,0,0,36,71,909,1279,3656,2801,3159,2677,1529,552,16633,631,1561,1435,3004,1474,1361,1064,597,293,11417,10848,26395,29122,52003,27188,27942,20373,10159,4440,208475
LGA12870,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,3,3,26,16,14,6,4,0,70,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,20,5,59,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,11,0,5,0,6,5,0,0,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,4,0,0,5,0,0,0,7,9,10,14,16,0,62,30,101,88,176,115,152,178,127,48,1030,599,1423,1189,2289,1525,1956,2169,1284,468,12899
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,9,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,0,5,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,13,7,0,5,6,0,27,39,94,86,189,84,131,99,92,34,848,548,1302,1023,2005,1074,1217,1126,748,284,9319
LGA12930,5,14,41,177,23,26,6,0,0,291,0,0,0,11,15,18,14,9,0,70,5,117,207,1369,455,356,198,45,22,2788,0,0,0,105,33,27,47,14,12,237,0,0,0,16,15,20,4,0,0,60,0,9,4,36,38,55,52,28,16,241,4,26,37,117,58,49,67,20,8,387,4,8,28,133,93,79,58,34,8,442,0,4,16,83,39,34,34,11,7,233,0,18,27,285,72,42,62,12,0,526,4,27,56,445,128,74,47,9,0,788,3,5,4,46,25,33,14,14,11,133,17,55,43,123,41,49,27,15,6,372,3,24,90,421,271,248,153,69,18,1299,0,0,3,12,8,11,9,9,0,62,0,4,8,32,12,6,10,0,0,70,24,133,239,1503,812,888,697,521,193,5006,243,519,687,1847,635,605,490,371,264,5656,7632,16631,19595,44351,19057,18651,13895,8224,4229,152274
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,69,48,126,65,79,64,47,22,536,258,563,379,879,531,650,555,353,129,4295
LGA13010,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,10,9,7,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,20,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,7,0,4,0,14,5,13,11,10,0,62,41,107,99,196,111,138,140,95,43,970,385,976,854,1697,1074,1416,1375,855,303,8931
LGA13310,0,3,0,31,0,0,0,0,0,33,0,0,0,0,9,9,0,0,0,21,0,15,21,93,31,20,22,0,0,207,0,0,0,3,0,0,10,6,0,27,0,0,0,3,3,0,3,0,0,9,0,0,0,7,13,17,26,22,5,90,0,0,0,0,6,0,0,0,0,17,0,0,0,23,14,13,12,0,0,71,0,0,0,5,5,0,0,0,0,18,0,0,0,7,0,0,0,0,0,13,0,0,10,17,15,5,6,0,0,53,0,0,0,0,3,5,0,3,0,12,0,6,9,16,15,13,12,0,0,65,0,0,4,16,6,0,0,0,0,31,0,3,0,0,0,0,8,3,0,16,0,0,0,8,0,4,0,0,0,19,0,12,33,140,49,67,59,39,13,418,109,273,221,530,233,281,259,160,82,2155,1829,3953,3474,7837,3987,4284,3744,2121,825,32053
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,17,3,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,0,13,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,12,7,9,4,46,39,120,104,172,143,193,153,80,23,1030,653,1591,1228,2188,1376,1669,1486,743,229,11157
LGA13450,0,14,31,81,29,9,5,0,0,170,0,0,0,3,5,0,0,0,0,12,11,38,33,189,48,41,18,4,0,383,0,0,0,0,0,0,0,0,0,4,0,14,43,38,41,28,9,3,0,179,0,4,0,8,6,3,6,5,0,30,0,0,0,0,0,0,0,0,0,3,6,13,18,42,33,16,4,0,0,142,0,6,3,21,6,3,3,0,0,40,5,0,10,116,0,0,0,0,0,126,0,3,0,14,7,6,4,0,0,36,0,0,5,23,22,17,5,0,0,73,0,5,3,12,5,6,0,0,0,31,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,3,6,16,9,17,5,0,0,44,0,7,45,190,79,81,40,29,7,489,108,264,208,525,280,249,248,171,101,2160,1746,3514,3270,7419,3433,3221,2369,1431,689,27086
LGA13550,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,5,0,0,0,13,0,5,8,38,14,7,5,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4,26,0,4,0,0,0,41,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,19,0,0,0,7,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,6,0,6,0,27,8,6,5,3,5,56,77,147,127,320,126,133,123,90,45,1179,949,1943,1371,3252,1394,1575,1264,851,332,12929
LGA13660,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,21,21,48,36,92,61,77,71,53,21,488,225,638,382,895,616,758,742,477,173,4910
LGA13800,0,0,4,24,3,8,0,0,0,38,0,0,0,0,7,18,9,0,0,37,0,14,17,146,73,52,38,9,0,343,0,0,0,14,11,10,13,6,3,48,0,0,0,14,5,0,0,0,0,17,0,0,8,13,39,64,72,42,6,250,0,4,0,7,5,16,0,4,0,40,0,8,29,98,74,35,33,13,3,299,0,0,0,36,15,14,4,3,3,78,0,0,0,10,4,0,3,0,0,22,0,6,5,50,12,13,7,0,6,103,0,0,0,5,6,3,0,0,0,16,8,15,16,53,22,31,22,3,4,173,0,3,8,31,11,12,8,4,0,83,0,0,0,11,13,12,10,18,7,63,0,0,0,11,8,11,0,0,0,32,0,19,27,189,146,191,165,110,31,870,112,329,348,763,382,366,291,233,127,2956,4152,8699,8641,16750,9184,8650,6361,3560,1215,67207
LGA13850,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,16,33,42,80,39,66,47,39,16,380,167,298,312,574,333,522,331,255,90,2882
LGA13910,0,0,0,12,0,0,0,0,0,14,0,0,0,0,3,4,3,0,0,16,3,15,16,41,19,9,10,0,0,116,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,13,8,4,0,35,0,0,0,0,5,0,0,0,0,8,0,5,0,8,3,6,5,0,0,27,0,0,0,4,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,12,0,0,4,6,0,4,0,0,0,19,0,0,0,0,6,0,0,0,0,4,0,10,0,9,3,9,5,3,3,47,0,0,0,8,3,4,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,6,9,41,22,18,40,22,8,153,53,171,134,328,189,281,232,149,55,1592,1128,2512,1999,3943,2293,2747,2587,1504,541,19254
LGA14000,3,78,50,317,91,67,33,9,5,651,0,4,6,23,54,34,18,3,0,144,15,123,152,993,408,301,227,62,18,2304,0,8,8,86,71,82,126,31,13,418,0,0,0,7,6,3,0,0,0,23,0,27,27,65,103,120,95,99,35,575,11,117,132,155,121,105,96,35,6,782,11,167,239,545,482,323,198,106,35,2110,3,66,98,447,371,389,265,120,45,1801,8,27,32,277,105,85,102,25,4,656,4,27,41,267,91,60,24,9,3,524,3,9,7,34,26,32,12,6,3,129,12,130,138,217,127,100,61,33,9,834,3,21,46,253,189,127,84,13,7,744,0,9,6,27,40,32,27,12,6,162,0,9,9,66,71,51,25,5,5,245,30,300,302,1229,864,736,506,420,177,4572,166,347,363,900,402,350,345,307,221,3394,7607,21251,18119,36641,22004,18731,14233,8902,4327,151811
LGA14100,0,0,3,3,4,5,4,0,0,11,0,0,0,0,4,3,4,0,0,6,0,0,0,24,5,15,8,10,0,64,0,3,0,13,7,9,5,3,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,12,14,9,7,66,0,19,0,10,4,6,9,6,3,59,0,0,5,22,32,10,20,12,31,139,0,0,0,5,5,8,3,3,0,29,0,4,4,4,10,3,3,0,0,30,0,0,3,11,0,3,0,0,0,28,0,0,0,9,9,8,0,0,0,18,8,13,25,26,21,11,11,10,0,130,0,0,0,16,21,16,6,5,4,60,0,0,0,0,3,3,3,3,4,21,0,0,5,9,0,3,0,0,0,17,6,9,18,126,63,67,68,60,100,515,22,52,44,113,68,54,45,42,41,473,582,1738,1725,2530,2017,1714,1498,1009,734,13559
LGA14170,0,5,20,104,18,18,3,0,0,169,0,0,0,39,72,25,21,0,0,155,7,64,112,1020,322,249,232,65,9,2082,0,0,3,165,65,54,74,35,20,424,0,0,0,10,7,9,11,4,0,40,0,6,34,252,215,185,128,71,18,914,15,61,48,224,94,72,37,19,0,564,0,11,62,512,197,97,86,37,8,1005,0,0,10,230,56,43,36,17,12,420,3,8,14,240,35,24,24,3,0,360,3,40,64,817,198,107,65,13,0,1313,0,13,11,193,93,82,65,42,3,497,60,165,141,800,267,183,110,45,7,1782,6,80,254,982,554,621,429,132,74,3137,0,0,3,92,54,47,32,8,0,242,0,0,9,37,29,20,6,3,0,106,33,163,283,2892,1114,991,1009,793,299,7567,251,515,786,2821,970,828,592,427,267,7455,9148,17556,18706,65770,26101,19845,14219,7906,3569,182818
LGA14220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,8,0,19,19,39,32,10,5,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,5,3,5,3,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,7,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,8,11,61,23,8,6,0,0,132,0,0,0,8,10,4,0,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,0,4,0,12,8,36,16,10,11,12,0,105,80,239,161,398,255,221,240,177,65,1837,1026,2399,2028,3807,2171,2366,2170,1424,471,17853
