LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA11730,8474,4786,4951,5128,6258,7902,7876,4524,1700,51599,10,18,14,22,11,30,35,41,19,190,207,277,243,236,267,463,509,173,39,2416,5,7,7,7,20,58,186,94,3,396,9,24,35,23,31,36,41,13,4,208,0,6,0,0,8,3,8,0,0,24,0,0,0,0,0,8,3,0,0,16,0,0,0,5,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,18,6,5,48,0,0,0,0,0,0,0,0,0,0,226,317,293,281,326,587,767,284,51,3129,234,334,307,299,339,612,802,327,68,3319,8708,5117,5253,5421,6600,8519,8679,4852,1771,54917
LGA11750,785,422,541,480,409,527,353,194,72,3776,4,4,0,0,0,5,3,0,3,28,27,51,107,73,83,67,52,14,0,477,0,0,3,4,6,0,11,3,0,29,0,8,7,17,4,14,6,0,0,52,0,0,0,11,6,8,6,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,57,120,100,98,99,73,19,0,605,40,59,121,100,101,104,73,25,8,634,823,479,664,583,512,633,426,218,76,4411
LGA11800,13702,7702,8348,8913,9416,10024,9619,5507,2228,75458,16,22,20,20,24,32,24,28,23,197,288,506,453,379,402,469,518,184,73,3269,5,5,16,16,15,27,155,109,4,369,15,24,35,11,28,26,23,7,0,166,0,0,0,3,0,5,11,5,4,38,0,0,0,0,0,5,5,7,0,17,0,4,20,0,0,3,13,5,0,44,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,5,15,7,0,43,0,0,0,0,0,0,0,0,0,3,310,545,531,407,456,539,742,323,86,3944,325,569,551,425,474,573,770,350,108,4140,14030,8266,8903,9342,9888,10594,10389,5862,2328,79602
LGA12000,840,443,418,427,505,577,546,318,125,4196,0,0,4,0,0,0,6,0,4,18,13,15,8,8,8,12,12,12,0,80,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,15,13,8,11,15,13,12,0,96,15,17,14,6,8,22,19,14,4,113,857,459,435,432,514,596,557,332,130,4316
LGA12150,788,366,439,380,408,491,381,222,84,3550,3,7,4,0,0,7,0,9,0,20,23,48,28,24,34,38,50,9,0,254,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,44,42,26,33,46,62,9,0,287,29,47,39,26,36,49,62,12,0,309,819,414,482,405,442,541,449,234,85,3859
LGA12160,1921,1028,950,1052,1256,1591,1649,1023,366,10842,8,6,3,6,6,5,7,13,3,50,43,88,49,56,57,73,46,21,6,449,0,4,0,3,3,7,3,0,0,20,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,9,0,3,0,38,0,0,0,0,0,0,0,0,0,0,43,104,70,71,60,97,54,21,9,526,51,108,69,74,65,101,62,37,12,575,1973,1132,1024,1128,1325,1697,1707,1059,378,11420
LGA12350,2110,1271,1207,1155,1505,1689,1798,1058,397,12188,0,4,8,4,7,10,6,11,0,41,56,81,82,48,60,58,61,32,16,491,0,7,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,8,7,5,0,27,0,0,0,0,0,0,0,0,0,0,60,90,87,53,68,66,83,33,16,549,63,97,89,57,70,75,88,41,10,592,2169,1370,1301,1216,1574,1767,1888,1099,409,12776
LGA12380,46405,30731,42803,35548,25552,22786,15762,8565,3265,231403,14,23,39,28,33,19,45,34,47,278,361,378,599,409,301,296,242,144,133,2866,0,0,15,4,5,3,8,5,0,39,4,10,11,9,16,5,4,3,3,62,0,3,11,5,0,4,0,0,0,22,0,5,0,0,4,3,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,9,0,4,4,4,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,365,400,644,435,325,317,253,154,135,3031,385,418,674,465,357,336,302,189,182,3307,46793,31144,43480,36009,25906,23128,16058,8754,3444,234713
LGA12390,11250,5810,7795,6260,5944,6089,4883,3005,1134,52167,9,19,16,27,14,20,19,24,11,165,269,462,357,280,268,267,226,98,35,2266,0,3,13,7,5,11,6,6,0,47,7,8,20,9,16,21,13,4,0,103,0,0,3,7,0,4,9,0,0,30,0,4,0,0,6,0,6,4,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,276,476,396,299,302,319,269,112,38,2481,284,493,414,331,315,332,286,132,50,2643,11538,6302,8215,6588,6261,6423,5166,3138,1183,54814
LGA12700,1731,868,824,1083,1215,1474,1197,640,184,9206,0,0,0,0,0,3,3,3,0,14,49,50,29,29,43,66,59,21,6,345,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,29,29,49,67,61,21,6,354,49,54,29,31,48,69,58,25,6,366,1780,917,852,1114,1263,1542,1257,666,185,9576
LGA12730,1438,823,817,810,993,1191,1050,636,271,8027,0,3,5,0,3,0,3,9,7,24,31,26,18,10,32,50,18,15,6,210,4,11,12,7,17,20,12,8,0,83,0,6,0,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,33,44,38,23,55,75,37,24,6,332,40,46,42,23,61,72,38,28,15,355,1474,867,855,835,1050,1267,1090,665,287,8385
LGA12750,5505,3062,3003,3401,4528,6460,7301,3802,1420,38477,0,3,3,3,11,23,20,16,14,107,189,225,220,184,195,341,283,111,47,1799,9,8,13,13,11,23,30,10,6,112,3,4,14,10,22,13,16,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,8,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,28,35,42,45,77,174,137,54,10,606,0,0,0,0,0,0,0,0,0,0,225,274,289,248,310,564,480,171,62,2623,231,276,297,256,322,588,499,187,74,2730,5737,3338,3298,3654,4847,7049,7799,3992,1492,41212
LGA12850,36672,28672,26327,24405,26732,27406,19935,9747,4128,204021,29,19,19,30,34,45,45,93,124,447,409,347,451,403,356,348,250,137,95,2802,0,12,6,7,10,8,4,0,0,53,3,6,7,5,11,16,12,3,4,65,0,4,0,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,419,369,474,428,389,373,270,136,101,2957,443,391,496,455,421,425,318,234,226,3405,37118,29066,26822,24860,27153,27823,20249,9977,4350,207422
LGA12870,1971,1110,1083,1117,1468,1832,1955,1176,447,12168,0,3,0,3,3,10,12,8,4,44,20,26,17,22,25,42,36,15,9,213,11,24,16,12,9,16,30,11,4,137,0,3,0,0,3,0,0,3,0,14,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,30,34,47,76,65,32,14,384,37,53,33,37,47,81,84,41,18,428,2010,1171,1112,1157,1517,1907,2037,1219,464,12599
LGA12900,1812,938,933,960,1037,1136,1045,718,264,8849,3,0,6,5,0,7,8,7,0,38,106,139,63,31,39,64,50,15,7,525,0,0,0,0,0,4,3,0,0,12,5,6,4,0,3,3,3,0,0,20,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,109,150,70,33,46,73,61,15,7,572,112,153,80,35,53,81,67,24,10,608,1924,1088,1012,997,1087,1215,1115,739,272,9455
LGA12930,23880,19205,23110,20272,18710,18292,13565,7947,4069,149053,6,9,11,10,10,14,16,13,7,96,260,289,416,301,280,310,300,278,193,2626,7,5,7,11,0,8,9,6,0,49,0,3,9,0,5,3,7,6,8,46,0,0,4,3,5,0,4,0,0,13,0,0,0,3,0,0,4,0,0,13,0,0,4,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,269,312,446,325,288,333,324,290,200,2780,277,318,456,331,305,338,339,301,206,2876,24157,19523,23572,20602,19012,18638,13897,8245,4278,151926
LGA12950,800,349,418,416,499,622,535,335,124,4094,6,0,5,0,3,4,6,8,0,28,13,22,12,18,41,34,36,15,9,200,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,13,28,18,18,41,42,47,14,9,226,15,29,18,16,42,42,54,22,8,255,819,371,437,431,547,665,591,357,133,4346
LGA13010,1332,810,809,806,1032,1331,1274,809,288,8486,0,3,0,5,3,9,10,0,7,33,29,49,46,30,39,73,52,15,5,336,0,0,0,4,0,0,0,0,0,4,0,3,0,0,6,5,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,59,52,33,42,82,66,14,5,375,29,61,53,30,44,90,70,19,10,411,1364,867,862,842,1076,1418,1344,830,294,8897
LGA13310,5679,3317,3925,3629,3832,4092,3546,2031,775,30833,3,9,11,7,10,7,13,12,4,67,119,342,281,142,133,152,147,50,46,1415,0,3,3,0,5,9,6,0,0,26,0,0,11,4,6,12,4,0,0,38,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,10,21,8,4,7,0,4,0,59,0,0,0,0,0,0,0,0,0,0,124,362,321,157,154,184,165,57,46,1564,131,369,327,163,163,187,174,71,48,1631,5810,3688,4260,3793,3994,4281,3720,2098,823,32468
LGA13340,2202,1147,889,1217,1314,1584,1360,712,219,10656,3,3,0,0,0,9,8,3,4,34,47,33,28,25,28,33,26,14,12,252,5,3,12,11,15,6,15,4,0,65,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,39,38,37,44,48,45,24,12,341,51,48,46,36,44,52,54,21,13,367,2257,1191,935,1251,1360,1643,1413,737,232,11021
LGA13450,5158,3121,3885,3298,3342,3110,2267,1377,663,26228,13,9,8,7,12,15,6,4,3,61,92,158,152,106,121,122,40,33,22,849,3,11,18,12,13,9,12,0,0,80,0,3,0,0,0,14,3,0,0,27,0,0,0,3,5,0,3,0,0,16,0,0,3,0,0,3,0,0,0,8,0,0,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,5,0,0,25,0,0,0,0,0,0,0,0,0,0,101,177,183,125,152,148,68,34,29,1020,110,183,189,132,162,164,80,38,28,1084,5271,3304,4073,3429,3505,3267,2346,1419,688,27309
LGA13550,2821,1308,1666,1461,1342,1499,1198,824,316,12442,5,0,0,0,5,7,7,7,0,37,61,93,83,57,50,94,52,9,5,505,0,0,0,0,0,4,0,0,0,4,3,3,12,0,4,8,3,0,0,40,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,105,97,58,67,111,53,7,5,561,71,105,98,60,68,116,63,18,8,602,2892,1412,1769,1520,1414,1615,1259,835,321,13041
LGA13660,842,355,359,478,601,717,681,447,160,4645,0,0,0,0,0,3,4,7,0,15,25,44,16,13,26,52,50,23,8,253,0,0,0,0,0,0,5,0,0,5,9,5,0,0,6,0,5,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,16,17,27,54,58,27,9,285,28,51,17,19,27,60,61,26,9,299,866,405,378,504,628,773,746,479,170,4949
LGA13800,12607,8344,8538,7725,8995,8414,6161,3431,1172,65393,15,7,8,14,3,11,7,8,7,77,195,244,233,143,179,154,134,100,47,1431,0,0,0,0,4,11,0,3,0,20,3,9,0,7,10,16,22,5,4,75,0,0,0,0,0,0,4,0,0,7,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,7,0,0,3,202,255,240,154,200,193,169,111,47,1569,220,261,246,169,201,199,176,120,50,1649,12830,8605,8786,7891,9196,8617,6335,3549,1224,67039
LGA13850,463,291,294,248,305,488,309,238,81,2716,0,0,0,0,0,4,6,6,0,10,10,16,17,10,17,15,23,4,0,117,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,10,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,21,26,16,24,24,36,4,0,157,11,23,26,19,24,23,37,11,0,171,473,312,322,266,329,509,345,249,88,2889
LGA13910,3544,1861,1849,1899,2189,2612,2402,1429,496,18264,3,6,6,5,5,6,14,9,10,66,93,150,111,75,77,111,82,40,20,755,0,6,15,0,5,10,3,0,0,34,0,0,0,0,0,0,5,4,0,14,6,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,6,0,7,11,8,0,0,58,0,0,0,0,0,0,0,0,0,0,107,162,133,83,92,140,102,45,20,886,107,163,139,92,100,150,118,53,31,950,3652,2025,1987,1986,2283,2756,2518,1481,527,19220
LGA14000,28497,17570,14010,21903,21615,18303,13800,8661,4160,148525,8,11,11,15,9,11,14,15,9,103,256,304,355,244,217,218,216,145,114,2071,3,5,10,6,0,7,11,3,0,47,8,4,3,3,8,17,18,4,3,59,0,0,4,0,0,4,4,0,0,11,0,0,0,0,4,3,0,4,0,10,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,269,331,376,258,234,252,240,161,121,2236,276,338,386,278,242,262,255,174,130,2338,28775,17905,14400,22175,21853,18563,14055,8843,4287,150859
LGA14100,2235,1610,941,1487,1950,1649,1405,894,511,12687,5,3,0,0,6,0,26,70,192,312,27,43,40,30,39,22,23,20,8,252,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,46,40,31,44,24,31,23,13,273,30,49,43,31,51,29,59,90,204,583,2265,1658,986,1517,1999,1675,1462,987,719,13269
LGA14170,26007,17846,33791,29620,25322,19123,13656,7652,3409,176419,12,15,17,12,17,20,23,20,7,144,281,455,733,492,406,348,264,127,114,3222,11,4,24,14,10,13,11,5,3,90,4,16,12,5,26,18,19,3,0,113,0,0,7,5,0,5,5,0,0,15,0,5,0,7,5,9,9,6,0,42,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,22,8,3,0,13,9,0,0,56,0,0,0,0,0,0,0,0,0,0,289,505,790,533,457,406,318,138,117,3554,296,519,811,543,474,425,345,159,122,3699,26305,18365,34599,30167,25793,19550,13999,7806,3536,180114
LGA14220,3309,1905,1859,1758,2082,2260,2061,1345,453,17026,8,9,3,11,5,11,13,7,5,62,116,107,111,64,83,92,75,46,10,704,0,0,0,0,0,4,4,6,0,15,9,6,7,15,8,13,9,0,4,83,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,116,119,82,98,107,99,50,17,821,129,122,126,93,106,119,108,55,16,875,3438,2030,1983,1847,2188,2377,2172,1400,472,17902
LGA14300,1031,674,871,816,828,821,678,367,125,6208,8,0,6,0,0,3,3,0,0,24,20,36,54,37,20,28,9,7,3,208,0,0,0,3,3,4,0,0,0,11,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,26,33,59,42,23,27,14,7,3,236,31,33,58,45,23,32,13,7,7,259,1057,703,931,860,852,852,697,378,127,6464
LGA14350,4903,2979,2917,2875,3409,4545,4507,2333,824,29289,28,17,15,10,19,13,24,20,6,149,211,184,152,130,161,282,292,142,24,1586,0,0,0,6,0,27,38,41,4,117,4,3,7,5,11,15,6,0,0,63,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,4,8,0,0,10,0,0,0,0,0,4,3,7,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,4,5,0,17,0,0,0,0,0,0,0,0,0,0,221,195,170,145,179,337,358,198,31,1827,251,210,183,153,198,350,385,216,40,1981,5154,3186,3091,3029,3606,4897,4887,2550,866,31270
LGA14400,3697,2131,1879,2392,2639,3215,3314,1880,746,21888,9,7,3,3,11,14,7,3,3,61,119,149,158,109,113,141,101,31,13,933,0,4,4,3,0,7,4,0,0,21,0,9,3,0,0,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,4,0,0,19,0,0,0,0,0,0,0,0,0,0,119,158,164,120,117,152,109,32,13,984,123,166,171,122,126,168,115,33,15,1041,3822,2297,2047,2517,2768,3383,3429,1917,764,22931
LGA14500,23692,15467,9024,16147,18476,14830,11328,7921,3945,120826,3,0,0,4,10,0,12,7,14,46,254,345,348,224,180,216,205,181,177,2130,0,3,4,8,0,5,7,4,0,36,6,6,0,10,8,7,14,11,4,56,0,0,0,0,0,3,7,4,0,16,0,0,0,0,0,5,3,0,0,8,0,0,0,3,0,0,3,0,0,7,3,0,4,0,0,0,0,0,0,5,3,21,7,4,5,4,5,0,0,56,0,0,0,0,0,0,0,0,0,0,259,382,365,244,195,238,245,202,186,2321,265,386,368,248,200,238,255,211,200,2366,23959,15855,9392,16393,18678,15070,11578,8122,4145,123193
LGA14550,1458,740,680,885,1112,1710,1507,645,224,8961,0,3,4,0,4,3,7,6,0,34,26,37,19,34,51,32,56,11,3,266,0,0,0,4,0,4,3,0,0,11,0,4,4,9,6,33,27,4,0,82,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,42,58,73,81,19,3,379,34,39,35,45,63,73,93,19,9,410,1485,785,710,931,1174,1785,1600,663,229,9370
LGA14600,1243,533,660,644,668,768,649,386,195,5749,5,0,3,0,5,10,3,6,5,26,26,59,38,32,30,45,29,12,0,268,4,0,4,4,0,5,7,5,0,22,0,0,0,5,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,68,46,40,36,55,31,14,0,322,33,66,49,40,40,69,35,18,0,350,1272,598,711,684,710,835,681,408,196,6101
LGA14650,37859,22939,23151,24991,25936,26097,23808,15012,6028,205822,18,38,22,22,36,51,55,80,42,363,774,898,748,581,563,558,421,256,148,4955,0,13,13,11,12,8,7,4,0,73,0,11,16,10,17,21,22,6,0,109,0,0,8,3,0,0,6,7,0,16,0,0,0,0,0,12,0,0,0,16,0,6,0,0,0,3,4,0,0,21,4,0,0,0,0,0,0,4,0,9,0,0,4,8,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,781,922,786,612,598,610,466,273,153,5210,798,960,815,636,628,661,522,354,197,5572,38660,23905,23967,25618,26566,26756,24328,15367,6233,211391
